@relation 'brest-cancer-wisconsin-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute '0.381Uniformity of Cell Size+0.377Uniformity of Cell Shape+0.346Bland Chromatin+0.336Single Epithelial Cell Size+0.336Normal Nucleoli...' numeric
@attribute '0.993Sample code number-0.072Bare Nuclei+0.047Mitoses+0.044Uniformity of Cell Size+0.041Single Epithelial Cell Size...' numeric
@attribute '-0.907Mitoses+0.248Bare Nuclei+0.23 Bland Chromatin-0.163Single Epithelial Cell Size+0.142Clump Thickness...' numeric
@attribute '0.863Clump Thickness-0.425Marginal Adhesion-0.195Bland Chromatin-0.125Normal Nucleoli-0.106Single Epithelial Cell Size...' numeric
@attribute '-0.526Bare Nuclei-0.469Marginal Adhesion+0.454Normal Nucleoli+0.393Single Epithelial Cell Size-0.245Mitoses...' numeric
@attribute '0.673Single Epithelial Cell Size-0.647Normal Nucleoli-0.251Bland Chromatin+0.137Uniformity of Cell Size-0.128Mitoses...' numeric
@attribute '0.683Marginal Adhesion-0.587Bare Nuclei-0.287Bland Chromatin+0.276Clump Thickness-0.15Mitoses...' numeric
@attribute '0.695Bland Chromatin-0.485Normal Nucleoli-0.421Bare Nuclei+0.199Uniformity of Cell Size-0.167Single Epithelial Cell Size...' numeric
@attribute Class {2,4}

@data
0.493295,0,0.776844,0.61555,0.310734,0.159048,0.322637,0.288527,4
0.575031,0.055121,0.832621,0.569635,0.709211,0.085835,0.500785,0.420975,4
0.061637,0.047064,0.670365,0.398513,0.529193,0.383831,0.341304,0.492988,2
0.966334,0.069006,0.17308,0.668541,0.478434,0.366056,0.274456,0.397229,4
0.061575,0.047864,0.670531,0.398514,0.528957,0.383799,0.341191,0.492885,2
0.432268,0.042513,0.836343,0.564309,0.150148,0.422434,0.609702,0.205743,4
0.59861,0.054384,0.601164,0.794681,0.482093,0.15726,0.336566,0.1081,4
0.061466,0.049289,0.670826,0.398516,0.528536,0.383742,0.340992,0.4927,2
0.061461,0.049352,0.670839,0.398516,0.528518,0.383739,0.340983,0.492692,2
0.612568,0.062064,0.597114,0.498799,0.597563,0.119661,0.509801,0.627479,4
0.152952,0.045861,0.754057,0.48699,0.408941,0.358043,0.181805,0.513499,2
0.073716,0.051501,0.653862,0.466253,0.554133,0.469014,0.388024,0.42105,2
0.031453,0.051039,0.643423,0.430568,0.529893,0.429466,0.395036,0.379082,2
0.531059,0.062036,0.677653,0.452696,0.66418,0.761242,1,0.27899,4
0.03142,0.05146,0.64351,0.430569,0.529769,0.429449,0.394977,0.379028,2
0.03032,0.051326,0.668352,0.424122,0.496925,0.339025,0.370184,0.450631,2
0.488153,0.061347,0.711635,0.307769,0.761499,0.400369,0.568392,0.227142,2
0.398708,0.05177,0.801438,0.554302,0.469598,0.586447,0.137036,0.309103,4
0.675587,0.058501,0.856158,0.31708,0.580457,0.297566,0.463534,0.394607,4
0.109119,0.055725,0.6392,0.369793,0.622474,0.58608,0.33309,0.447193,2
0.397374,0.056534,0.771795,0.376815,0.555243,0.532146,0.321383,0.546735,2
0.534474,0.059364,0.461671,0.666069,0.343954,0.371962,0.003511,0.51485,4
0.108529,0.051776,0.712497,0.519793,0.447441,0.39265,0.29,0.433353,2
0.083714,0.054117,0.68672,0.521098,0.513845,0.373412,0.385375,0.492519,2
0.425818,0.048788,0.855618,0.364757,0.084288,0.465115,0.581665,0.361338,4
0.061039,0.054812,0.671971,0.398525,0.526905,0.38352,0.340217,0.491983,2
0.118407,0.05692,0.677754,0.522249,0.589004,0.319972,0.415797,0.39327,2
0.315234,0.047597,0.854665,0.888803,0.310188,0.219166,0.146616,0.303356,4
0.046006,0.056034,0.658341,0.414551,0.527481,0.406368,0.36719,0.43513,2
0.49496,0.066553,0.73535,0.680121,0.861286,0.321281,0.472999,0.205159,4
0.501418,0.053912,0.889369,0.773078,0.319192,0.581459,0.275143,0.525249,4
0.41177,0.003555,0.877224,0.88089,0.360798,0.399181,0.281989,0.587039,4
0.120261,0.057528,0.624204,0.65399,0.474462,0.346586,0.409955,0.506607,2
0.141576,0.058136,0.696264,0.623259,0.519279,0.355439,0.517227,0.418758,2
0.43158,0.055879,0.823973,0.448307,0.317138,0.511253,0.352917,0.292919,4
0.463141,0.059073,0.767231,0.749771,0.388479,0.419441,0.276048,0.286862,4
0.030853,0.058813,0.645034,0.43058,0.527597,0.429153,0.393946,0.378074,2
0.463782,0.056733,0.819089,0.454299,0.280611,0.481578,0.516833,0.197289,4
0.060707,0.059114,0.672862,0.398532,0.525635,0.383347,0.339614,0.491426,2
0.03032,0.051326,0.668352,0.424122,0.496925,0.339025,0.370184,0.450631,2
0.420944,0.055742,0.864177,0.67756,0.264411,0.364494,0.37608,0.334905,4
0.421011,0.055016,0.894959,0.843439,0.402875,0.114591,0.101698,0.394486,4
0.06064,0.05998,0.673042,0.398533,0.525379,0.383312,0.339492,0.491313,2
0.042047,0.060317,0.652792,0.49187,0.52052,0.424025,0.416265,0.378102,2
0.030726,0.060458,0.645375,0.430583,0.527111,0.429087,0.393715,0.37786,2
0.700062,0.066194,0.686605,0.370852,0.435295,0.666028,0.325517,0.448917,4
0.030657,0.06135,0.64556,0.430584,0.526848,0.429051,0.39359,0.377745,2
0.153854,0.06391,0.671431,0.6215,0.577131,0.398653,0.539693,0.314881,2
0.037816,0.061564,0.654272,0.423734,0.548188,0.267546,0.39282,0.329525,2
0.344277,0.06665,0.693851,0.21258,0.459603,0.522786,0.888806,0.388745,4
0.385389,0.058427,0.825791,0.34904,0.396994,0.182067,0.252621,0.386157,4
0.100413,0.061258,0.679738,0.616171,0.441492,0.406121,0.593732,0.365966,2
0.071803,0.06189,0.680884,0.459823,0.518182,0.378168,0.361755,0.491288,2
0.372847,0.070737,0.692596,0.362755,0.764674,0.525987,0.391994,0.326009,2
0.699018,0.073214,0.56401,0.105468,0.469929,0.452489,0.447337,0.143503,4
0.045437,0.063413,0.65987,0.414563,0.525302,0.406071,0.366156,0.434173,2
0.106945,0.064513,0.670292,0.580634,0.5637,0.411373,0.429723,0.388266,2
0.24552,0.068104,0.568923,0.640392,0.522193,0.353705,0.321329,0.43639,4
0.849158,0.081149,0.314066,0.573282,0.383555,0.805217,0.27612,0.57294,4
0.608471,0.079647,0.584476,0.640901,0.860834,0.414054,0.455202,0.267917,4
0.427765,0.066365,0.659904,0.844103,0.36925,0.276137,0.446577,0.277856,4
0.987447,0.087087,0.156553,0.308475,0.442359,0.426245,0.317331,0.416774,4
0.562277,0.068934,0.582028,0.205189,0.182865,0.708412,0.473914,0.452302,4
0.145883,0.066785,0.680784,0.518515,0.5439,0.563652,0.337601,0.378551,2
0.190549,0.067388,0.725844,0.572279,0.487172,0.457645,0.433203,0.443921,2
0.071463,0.066294,0.681797,0.45983,0.516882,0.377991,0.361137,0.490717,2
0.056516,0.066412,0.667938,0.475855,0.517784,0.400883,0.388265,0.434006,2
0.902736,0.023621,0.38584,0.312619,0.473473,0.366284,0.418052,0.355839,4
0.748619,0.018257,0.723282,0.219682,0.44195,0.176801,0.442653,0.359556,4
0.060187,0.026609,0.646891,0.435625,0.55721,0.446014,0.399315,0.397966,2
0.058651,0.032114,0.672901,0.429187,0.522702,0.355364,0.373731,0.468838,2
0.137127,0.038982,0.675205,0.589362,0.577914,0.487079,0.4479,0.457047,2
0.059321,0.037834,0.649217,0.435643,0.553895,0.445563,0.397741,0.39651,2
0.09484,0.036873,0.680975,0.60093,0.523292,0.399717,0.437896,0.446141,2
0.104891,0.038024,0.686601,0.62989,0.476842,0.385489,0.514842,0.432016,2
0.083138,0.041958,0.674582,0.539651,0.528424,0.404581,0.414652,0.445259,2
0.031749,0.047208,0.642629,0.430562,0.531024,0.42962,0.395573,0.379579,2
0.046668,0.047465,0.656565,0.414538,0.530012,0.406712,0.368392,0.436241,2
0.030605,0.047625,0.667585,0.424116,0.498018,0.339174,0.370703,0.451111,2
0.133584,0.049118,0.666271,0.42998,0.486602,0.413067,0.574362,0.371016,2
0.205017,0.055274,0.697454,0.630168,0.617583,0.541558,0.43952,0.512676,2
0.03078,0.059756,0.64523,0.430582,0.527319,0.429115,0.393813,0.377952,2
0.619012,0.064897,0.656561,0.686912,0.329691,0.128855,0.326533,0.349992,4
0.132552,0.075519,0.698856,0.484687,0.526475,0.341979,0.442584,0.472753,2
0.040855,0.075758,0.655992,0.491894,0.51596,0.423404,0.414099,0.376099,2
0.040833,0.076045,0.656052,0.491894,0.515875,0.423393,0.414059,0.376062,2
0.15959,0.084783,0.50818,0.526801,0.518989,0.431786,0.459552,0.384474,2
0.431704,0.076957,0.907339,0.645774,0.289172,0.414386,0.168949,0.598675,4
0.18547,0.085415,0.712627,0.607464,0.537259,0.463701,0.492203,0.509459,2
0.066854,0.082919,0.6702,0.467667,0.539584,0.353237,0.384414,0.400324,2
0.126531,0.082723,0.691833,0.641438,0.525322,0.413096,0.412089,0.362756,2
0.056126,0.083682,0.666276,0.384814,0.489891,0.403926,0.418316,0.425202,2
0.625847,0.087512,0.922853,0.725133,0.515425,0.116798,0.288498,0.358337,4
0.06635,0.085535,0.679348,0.537172,0.505504,0.395046,0.408114,0.431749,2
0.012774,0.085103,0.661469,0.4402,0.487888,0.360565,0.392591,0.389555,2
0.083602,0.087806,0.675845,0.4187,0.549851,0.430615,0.369904,0.459759,2
0.06628,0.086445,0.679537,0.537173,0.505235,0.39501,0.407986,0.431631,2
0.081178,0.086972,0.693529,0.52115,0.504143,0.372092,0.380767,0.488258,2
0.062494,0.08849,0.673524,0.614488,0.498935,0.412757,0.457374,0.374893,2
0.090851,0.089572,0.681415,0.527967,0.542636,0.357859,0.412328,0.412719,2
0.068384,0.091423,0.662712,0.43473,0.54972,0.453367,0.396541,0.402594,2
0.719997,0.10392,0.334415,0.26856,0.286601,0.49063,0.152074,0.749482,4
0.051076,0.089884,0.666366,0.553203,0.505156,0.417769,0.434649,0.374489,2
0.141651,0.092893,0.709076,0.662859,0.533466,0.420096,0.465629,0.473025,2
0.080277,0.087831,0.696902,0.551666,0.426661,0.440421,0.322107,0.304644,2
0.077657,0.091403,0.657429,0.361858,0.497446,0.388157,0.504162,0.342658,2
0.043291,0.091209,0.665631,0.414607,0.517094,0.404955,0.362257,0.430567,2
0.103758,0.092358,0.694863,0.60002,0.518557,0.407445,0.43643,0.451979,2
0.043265,0.091552,0.665702,0.414607,0.516992,0.404941,0.362209,0.430523,2
0.131208,0.092386,0.708774,0.430132,0.486734,0.410833,0.387931,0.491548,2
0.079259,0.092218,0.684998,0.53973,0.513582,0.402561,0.407603,0.43874,2
0.043245,0.09181,0.665755,0.414608,0.516916,0.40493,0.362173,0.430489,2
0.052073,0.088657,0.70235,0.422879,0.418807,0.356669,0.269244,0.386319,2
0.706334,0.104943,0.850116,0.643259,0.715176,0.614254,0.602967,0.641667,4
0.11683,0.092063,0.713742,0.64628,0.499425,0.369534,0.42554,0.495901,2
0.475655,0.090939,0.882421,0.703237,0.462443,0.255646,0.145327,0.361096,4
0.263666,0.093017,0.719869,0.329351,0.474491,0.287543,0.584298,0.301897,2
0.646013,0.097284,0.845275,0.566792,0.531681,0.924639,0.285603,0.461661,4
0.043234,0.091954,0.665785,0.414608,0.516874,0.404925,0.362152,0.430471,2
0.177669,0.09334,0.649646,0.61709,0.45647,0.322098,0.427533,0.461601,2
0.113781,0.096791,0.63217,0.461199,0.628886,0.645071,0.416783,0.354768,2
0.151293,0.091872,0.726251,0.462123,0.412811,0.402021,0.421611,0.449091,2
0.774227,0.101174,0.894967,0.61589,0.51253,0.934227,0.432784,0.560435,4
0.168246,0.096234,0.713885,0.569125,0.591526,0.308168,0.412412,0.465981,2
0.115155,0.094148,0.704557,0.664855,0.509797,0.400131,0.452819,0.446793,2
0.050823,0.093162,0.667046,0.553208,0.504188,0.417637,0.434189,0.374064,2
0.922272,0.103552,0.913119,0.367502,0.641708,0.513554,0.508348,0.401938,4
0.166633,0.097456,0.708934,0.686534,0.56321,0.466159,0.493413,0.439311,2
0.49791,0.105268,0.786629,0.684042,0.852131,0.132865,0.476347,0.390234,4
0.04305,0.094335,0.666279,0.414612,0.516171,0.404829,0.361819,0.430162,2
0.054344,0.094543,0.673768,0.475899,0.509476,0.399752,0.38432,0.430358,2
0.080908,0.096334,0.670313,0.404406,0.565554,0.377681,0.372635,0.424431,2
0.171335,0.095835,0.691536,0.556806,0.519975,0.44702,0.528389,0.413548,2
0.099872,0.094745,0.69499,0.651546,0.516193,0.337558,0.450346,0.399458,2
0.101684,0.096658,0.678836,0.495203,0.466005,0.432576,0.550449,0.381821,2
0.49173,0.099993,0.824101,0.536666,0.453207,0.662781,0.420689,0.430185,2
0.505788,0.097793,0.912673,0.919898,0.419295,0.56538,0.189906,0.538542,4
0.528525,0.112742,0.744941,0.884371,0.960854,0.459394,0.60261,0.337458,4
0.066326,0.038829,0.663232,0.61441,0.5136,0.414752,0.46434,0.381334,2
0.117441,0.041961,0.676823,0.559949,0.473927,0.427531,0.57476,0.383961,2
0.07742,0.041643,0.671262,0.675702,0.506136,0.409571,0.486475,0.381192,2
0.564627,0.038457,0.939239,0.548229,0.082291,0.414522,0.526951,0.650611,4
0.169373,0.047802,0.71677,0.586385,0.35864,0.445642,0.544536,0.312151,2
0.075233,0.052194,0.668714,0.369985,0.417966,0.441805,0.429662,0.319509,2
0.040941,0.05354,0.654262,0.430061,0.502788,0.436889,0.357075,0.355387,2
0.168472,0.057255,0.688421,0.501219,0.385407,0.446925,0.729825,0.389266,2
0.041971,0.061309,0.652998,0.491871,0.520227,0.423985,0.416126,0.377973,2
0.02938,0.077899,0.64899,0.43061,0.521961,0.428386,0.391269,0.375598,2
0.074599,0.078195,0.678837,0.675759,0.495342,0.408102,0.481349,0.376451,2
0.012636,0.086896,0.661841,0.440202,0.487358,0.360493,0.39234,0.389322,2
0.706187,0.09365,0.881617,0.252704,0.559105,0.274895,0.353854,0.314223,4
0.085961,0.087576,0.702615,0.548478,0.40747,0.319703,0.542698,0.433915,2
0.073777,0.088842,0.681044,0.675776,0.492198,0.407674,0.479856,0.37507,2
0.07554,0.090446,0.670894,0.493642,0.446139,0.415085,0.544577,0.361734,2
0.609987,0.091486,0.883127,0.17581,0.420974,0.324156,0.267608,0.464797,4
0.081898,0.093981,0.653561,0.480351,0.565824,0.510119,0.421844,0.384914,2
0.219488,0.089621,0.698578,0.991519,0.32356,0.421108,0.39109,0.294208,4
0.633434,0.092465,0.914779,0.592378,0.335789,0.328909,0.467129,0.412083,4
0.689995,0.10564,0.859944,0.46668,0.788861,0.17337,0.525052,0.616038,4
0.086787,0.094204,0.68642,0.678332,0.500666,0.415242,0.47953,0.382232,2
0.100153,0.094957,0.690841,0.680881,0.510495,0.422995,0.479851,0.389992,2
0.097939,0.093321,0.686383,0.616221,0.432024,0.404833,0.589234,0.361807,2
0.089769,0.090289,0.707732,0.551158,0.399569,0.447846,0.284153,0.280955,2
0.109212,0.093805,0.693929,0.677509,0.425248,0.399745,0.611697,0.361967,2
0.073596,0.095094,0.673733,0.606284,0.523659,0.365509,0.454912,0.342495,2
0.061934,0.095744,0.675027,0.6145,0.496793,0.412465,0.456357,0.373952,2
0.717563,0.109877,0.688484,0.624122,0.672741,0.207017,0.634231,0.449483,4
0.583497,0.096864,0.930434,0.758957,0.514888,0.207088,0.110569,0.497462,4
0.547652,0.097711,0.802717,0.475043,0.402982,0.299559,0.221163,0.409672,4
0.063014,0.081754,0.672128,0.614478,0.500924,0.413027,0.458319,0.375767,2
0.056944,0.088248,0.669282,0.41715,0.52802,0.412857,0.363099,0.438809,2
0.050047,0.088816,0.691015,0.546755,0.472588,0.327382,0.409987,0.446214,2
0.109426,0.091035,0.693355,0.677504,0.426066,0.399857,0.612086,0.362326,2
0.068793,0.092013,0.700134,0.746646,0.452682,0.334947,0.504274,0.389773,2
0.062074,0.093933,0.674652,0.614497,0.497327,0.412538,0.456611,0.374187,2
0.073348,0.094402,0.682196,0.675785,0.490556,0.407451,0.479076,0.374349,2
0.050654,0.095341,0.667497,0.553212,0.503545,0.417549,0.433883,0.373782,2
0.075298,0.096517,0.679453,0.617049,0.506616,0.420217,0.456675,0.38171,2
0.061921,0.095914,0.675063,0.6145,0.496742,0.412458,0.456333,0.37393,2
0.086385,0.09651,0.685022,0.674791,0.501583,0.417323,0.485097,0.387111,2
0.600367,0.097114,0.887047,0.202019,0.30108,0.394298,0.485803,0.428983,4
0.057221,0.095398,0.693389,0.685364,0.458316,0.339879,0.481269,0.389111,2
0.149686,0.097592,0.698517,0.587,0.434687,0.431029,0.656699,0.388839,2
1,0.124018,0.16271,0.462902,0.541516,0.326145,0.513502,0.642895,4
0.693033,0.039075,0.906636,0.516828,0.600665,0.167664,0.238851,0.404723,4
0.08953,0.058667,0.679055,0.678276,0.51116,0.41667,0.484514,0.386842,2
0.057714,0.071239,0.683648,0.379593,0.380396,0.373507,0.429323,0.331929,2
0.050855,0.078343,0.688845,0.546738,0.475681,0.327803,0.411456,0.447573,2
0.792934,0.088269,0.63155,0.614302,0.173167,0.641398,0.530462,0.690527,4
0.368293,0.082943,0.743461,0.22053,0.388139,0.375046,0.827065,0.3642,4
0.215515,0.079834,0.757291,0.678417,0.47161,0.452077,0.320112,0.495473,4
0.029005,0.082759,0.649997,0.430618,0.520526,0.428191,0.390587,0.374968,2
0.503526,0.08386,0.90267,0.489501,0.356372,0.533711,0.189503,0.625744,4
0.061809,0.082962,0.697248,0.608033,0.467684,0.322549,0.433338,0.447196,2
0.710125,0.091619,0.796956,0.276128,0.389243,0.574125,0.525492,0.407168,4
0.283771,0.082061,0.736943,0.373059,0.196909,0.546015,0.794015,0.260168,2
0.05028,0.085798,0.69039,0.54675,0.47348,0.327504,0.41041,0.446605,2
0.01264,0.086834,0.661828,0.440202,0.487376,0.360495,0.392349,0.38933,2
0.075721,0.088126,0.675838,0.613491,0.510691,0.422728,0.463742,0.387975,2
0.077389,0.089045,0.687522,0.598464,0.497834,0.389837,0.430152,0.431516,2
0.077313,0.09004,0.687728,0.598466,0.49754,0.389797,0.430012,0.431387,2
0.114853,0.090284,0.716555,0.705016,0.483266,0.356754,0.447894,0.488497,2
0.077197,0.091542,0.68804,0.598468,0.497097,0.389737,0.429802,0.431193,2
0.089377,0.092497,0.690443,0.568689,0.467389,0.388368,0.484671,0.424728,2
0.091981,0.093539,0.702336,0.582447,0.49557,0.36676,0.402377,0.487629,2
0.028125,0.094153,0.652358,0.430636,0.517161,0.427733,0.388989,0.37349,2
0.077008,0.095927,0.672398,0.551219,0.52667,0.43744,0.446434,0.399775,2
0.785802,0.115072,0.339741,0.511973,0.48255,0.40998,0.725176,0.369163,4
0.057228,0.093378,0.683158,0.429101,0.438289,0.450335,0.276268,0.303479,2
0.073232,0.0959,0.682506,0.675787,0.490114,0.407391,0.478866,0.374155,2
0.039278,0.096194,0.660228,0.491926,0.509925,0.422583,0.411233,0.373448,2
0.027956,0.09635,0.652813,0.430639,0.516512,0.427645,0.388681,0.373205,2
0.088161,0.096032,0.696417,0.659763,0.489138,0.384488,0.451702,0.430833,2
0.073217,0.096098,0.682547,0.675787,0.490055,0.407383,0.478838,0.374129,2
0.049514,0.095721,0.692446,0.546766,0.470549,0.327105,0.409018,0.445319,2
0.667636,0.098331,0.838369,0.289384,0.339538,0.022305,0.465562,0.331163,4
0.621465,0.099145,0.905791,0.218185,0.481455,0.046535,0.272222,0.420813,4
0.011847,0.097117,0.663959,0.440218,0.48434,0.360082,0.390906,0.387996,2
0.02679,0.097057,0.67783,0.424194,0.483421,0.337187,0.36377,0.4447,2
0.076112,0.0982,0.67456,0.525983,0.483326,0.423887,0.488912,0.374927,2
0.498075,0.099287,0.906339,0.414841,0.396247,0.543487,0.046439,0.707469,4
0.049471,0.025533,0.62715,0.42095,0.569371,0.498023,0.39628,0.3675,2
0.083215,0.02796,0.649993,0.604815,0.548756,0.482721,0.463531,0.367853,2
0.432474,0.031106,0.848431,0.775779,0.437167,0.307946,0.467557,0.6039,4
0.532036,0.04705,0.862131,0.434722,0.199489,0.483209,0.598402,0.338875,4
0.068678,0.055366,0.673096,0.537124,0.514412,0.396259,0.412345,0.435662,2
0.065891,0.056696,0.661694,0.52337,0.485531,0.417771,0.494307,0.372453,2
0.064938,0.056815,0.66696,0.614438,0.508288,0.414029,0.461817,0.379002,2
0.09466,0.058834,0.695144,0.582392,0.505819,0.368154,0.407244,0.49213,2
0.126378,0.060482,0.693349,0.712333,0.484617,0.417982,0.56222,0.388346,2
0.021129,0.610049,0.806481,0.608861,0.312034,0.30137,0.359411,0.37883,2
0.489744,0.061057,0.845602,0.573803,0.528693,0.161646,0.167879,0.220142,4
0.105846,0.0653,0.689256,0.599978,0.526547,0.408532,0.440225,0.455489,2
0.044313,0.063569,0.684773,0.408117,0.492373,0.315636,0.341322,0.505738,2
0.066997,0.07715,0.67761,0.537159,0.50798,0.395383,0.40929,0.432837,2
0.055605,0.078216,0.670385,0.475873,0.514298,0.400409,0.38661,0.432475,2
0.09822,0.079709,0.687866,0.373879,0.51023,0.396756,0.392581,0.498128,2
0.104175,0.082099,0.707412,0.643716,0.492316,0.362151,0.426512,0.489336,2
0.117533,0.082952,0.711854,0.646265,0.502115,0.3699,0.426818,0.497083,2
0.077788,0.083888,0.686453,0.598456,0.499357,0.390044,0.430875,0.432185,2
0.100363,0.084468,0.701467,0.721031,0.48592,0.379885,0.475855,0.432556,2
0.098725,0.084587,0.704365,0.659233,0.466151,0.392472,0.415698,0.408947,2
0.051317,0.086751,0.665717,0.553198,0.506081,0.417895,0.435088,0.374896,2
0.100231,0.088137,0.685677,0.673781,0.515705,0.427617,0.492588,0.401232,2
0.077504,0.087563,0.687215,0.598462,0.498272,0.389897,0.43036,0.431709,2
0.093878,0.088953,0.683346,0.451205,0.501805,0.414213,0.44096,0.440457,2
0.088747,0.08843,0.694841,0.659751,0.491383,0.384794,0.452768,0.431819,2
0.747787,0.096265,0.913541,0.289171,0.474892,0.192549,0.537212,0.321473,4
0.02362,0.091124,0.670164,0.501496,0.479477,0.355255,0.414277,0.388997,2
0.034937,0.09103,0.677591,0.562783,0.472871,0.35019,0.436821,0.389232,2
0.544421,0.097649,0.752624,0.453259,0.515844,0.156815,0.550039,0.453487,4
0.065594,0.095331,0.681378,0.537187,0.502611,0.394653,0.40674,0.430478,2
0.057894,0.095563,0.680416,0.398589,0.514871,0.381883,0.334501,0.486698,2
0.145791,0.097539,0.717302,0.468697,0.519035,0.318197,0.41235,0.526592,2
0.182728,0.096809,0.66373,0.6063,0.409964,0.440722,0.277998,0.398074,2
0.050503,0.097299,0.667903,0.553215,0.502966,0.417471,0.433609,0.373528,2
0.214034,0.100954,0.714419,0.506941,0.702466,0.034602,0.376069,0.348641,2
0.110849,0.097845,0.716639,0.641113,0.448932,0.333293,0.515528,0.46004,2
0.097635,0.097256,0.687198,0.616227,0.430862,0.404675,0.588683,0.361297,2
0.054085,0.097903,0.674465,0.475904,0.508484,0.399617,0.383849,0.429922,2
0.088035,0.097666,0.696755,0.659765,0.488655,0.384423,0.451473,0.430621,2
0.102978,0.097606,0.710626,0.64374,0.487736,0.361528,0.424337,0.487324,2
0.102978,0.097606,0.710626,0.64374,0.487736,0.361528,0.424337,0.487324,2
0.057671,0.098454,0.681015,0.398594,0.514018,0.381766,0.334096,0.486323,2
0.06536,0.098359,0.682006,0.537192,0.501717,0.394531,0.406315,0.430086,2
0.10319,0.09877,0.702261,0.574241,0.5207,0.319567,0.400106,0.455409,2
0.757216,0.103115,0.931008,0.173234,0.47369,0.166311,0.411003,0.436452,4
0.093655,0.099242,0.700337,0.523717,0.510571,0.379382,0.379473,0.494524,2
0.096151,0.096821,0.709774,0.597454,0.442804,0.404572,0.353842,0.383767,2
0.413576,0.100655,0.70586,0.782825,0.505048,0.555678,0.164905,0.1116,4
0.712563,0.10716,0.913245,0.522066,0.431233,0.513905,0.737657,0.783185,4
0.602056,0.103037,0.870226,0.586531,0.489321,0.766516,0.224559,0.561407,4
0.679341,0.014735,0.844143,0.491064,0.533937,0.027702,0.198934,0.454203,4
0.07192,0.013367,0.664392,0.537059,0.526815,0.397946,0.418236,0.441109,2
0.04848,0.023981,0.651699,0.414501,0.536947,0.407656,0.371686,0.439287,2
0.545957,0.038437,0.821636,0.764781,0.760524,0.231368,0.548312,0.619235,4
0.121722,0.028676,0.700606,0.64618,0.518143,0.372081,0.434431,0.504123,2
0.091652,0.050792,0.687041,0.659691,0.502497,0.386306,0.458047,0.436701,2
0.046356,0.051502,0.657402,0.414544,0.528819,0.40655,0.367826,0.435717,2
0.046355,0.051512,0.657404,0.414544,0.528817,0.40655,0.367825,0.435716,2
0.060559,0.06103,0.67326,0.398535,0.525069,0.38327,0.339345,0.491177,2
0.103992,0.06485,0.69422,0.662261,0.508398,0.393525,0.456502,0.442735,2
0.60798,0.068673,0.879197,0.381448,0.471,0.476621,0.284937,0.453906,4
0.605269,0.085764,0.865129,0.441344,0.5758,0.183604,0.28868,0.258558,4
0.051637,0.082607,0.664858,0.553192,0.507305,0.418061,0.435669,0.375433,2
0.151024,0.089771,0.681276,0.517295,0.376741,0.468516,0.75241,0.328353,2
0.028294,0.091974,0.651906,0.430632,0.517805,0.427821,0.389295,0.373773,2
0.847039,0.099968,0.948877,0.344521,0.521615,0.248637,0.495653,0.461743,4
0.099963,0.093566,0.694746,0.651545,0.516541,0.337605,0.450512,0.399611,2
0.530776,0.102027,0.796131,0.606145,0.450513,0.716896,0.889371,0.533551,4
0.073376,0.094032,0.682119,0.675784,0.490665,0.407466,0.479128,0.374397,2
0.489442,0.106391,0.840391,0.340877,0.606612,0.479805,0.485743,1,4
0.500811,0.096254,0.854826,0.193344,0.424029,0.332937,0.200362,0.383367,4
0.393903,0.090244,0.868508,0.806485,0.186203,0.486771,0.403982,0.345141,4
0.086525,0.097601,0.687124,0.678337,0.499663,0.415106,0.479053,0.381792,2
0.454669,0.097723,0.872108,0.440795,0.390129,0.583735,0.106412,0.591601,4
0.088045,0.097533,0.696728,0.659765,0.488695,0.384428,0.451492,0.430638,2
0.090074,0.098631,0.693774,0.601027,0.505055,0.397235,0.429234,0.438131,2
0.129667,0.099674,0.719585,0.648839,0.507229,0.377012,0.424899,0.502771,2
0.065333,0.098711,0.682079,0.537193,0.501613,0.394517,0.406266,0.43004,2
0.110311,0.100354,0.709601,0.692018,0.498656,0.372987,0.48817,0.425076,2
0.065314,0.098956,0.68213,0.537193,0.50154,0.394507,0.406231,0.430008,2
0.026651,0.098866,0.678205,0.424197,0.482886,0.337115,0.363516,0.444465,2
0.076553,0.099885,0.689769,0.598482,0.494633,0.389402,0.428631,0.43011,2
0.505963,0.108197,0.793758,0.271833,0.663117,0.018314,0.674739,0.489775,4
0.45957,0.009132,0.767994,0.332542,0.169977,0.522736,0.333616,0.530893,4
0.647907,0.033955,0.717488,0.776171,0.595606,0.247654,0.255419,0.432763,4
0.079595,0.02568,0.662713,0.584609,0.488057,0.41395,0.521187,0.376699,2
0.033038,0.030505,0.639168,0.430536,0.535957,0.430291,0.397916,0.381746,2
0.776762,0.048573,0.882375,0.196195,0.444402,0.958877,0.439766,0.692052,4
0.077019,0.04683,0.672337,0.67571,0.504604,0.409362,0.485748,0.380519,2
0.517171,0.048567,0.832555,0.616209,0.025061,0.398723,0.589298,0.508188,4
0.633862,0.071562,0.827106,0.247404,0.597391,0.41797,0.797229,0.710931,4
0.976342,0.079357,0.241558,0.4373,0.301718,0.100496,0.318519,0.591176,4
0.082128,0.076611,0.674831,0.473877,0.53807,0.420388,0.399468,0.458753,2
0.039761,0.075547,0.680819,0.485447,0.48314,0.332984,0.389317,0.447712,2
