@relation 'unbalanced-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute '-0.271WBN_LP_H_1.00-0.265WBN_LP_H_0.75+0.262WBN_EN_L_1.00+0.25 WBN_GC_L_1.00+0.25 WBN_EN_L_0.75...' numeric
@attribute -0.351WBN_LP_L_0.25-0.317WBN_LP_L_0.50+0.278PSA-0.257WBN_LP_L_0.75-0.246BBB... numeric
@attribute 0.377WBN_GC_H_0.25+0.343WBN_GC_H_0.50+0.324NumHBA-0.303WBN_GC_L_0.25-0.276WBN_GC_L_0.50... numeric
@attribute -0.396WBN_EN_H_0.25-0.328WBN_GC_H_0.50-0.327WBN_EN_H_0.50-0.325WBN_GC_H_0.25+0.306NumRot... numeric
@attribute -0.41WBN_LP_H_0.25-0.349WBN_GC_L_0.75-0.347WBN_GC_L_0.50-0.313WBN_GC_L_0.25-0.252WBN_LP_H_0.50... numeric
@attribute 0.398XLogP+0.352BadGroup-0.309NumHBD+0.284WBN_LP_H_0.25+0.271WBN_EN_H_0.25... numeric
@attribute 0.594BadGroup-0.451NumRot-0.263WBN_EN_H_0.25-0.246XLogP-0.24NumHBD... numeric
@attribute 0.389NumHBD-0.362WBN_EN_L_0.25+0.359WBN_EN_H_0.25-0.271WBN_EN_L_0.50-0.213PSA... numeric
@attribute Outcome {Active,Inactive}

@data
0.443872,0.354731,0.559405,0.758808,0.520757,0.571565,0.528349,0.598643,Inactive
0.338893,0.288783,0.645708,0.665591,0.350822,0.75945,0.685522,0.685536,Inactive
0.425729,0.383394,0.643837,0.803034,0.62701,0.514272,0.588924,0.636264,Inactive
0.573271,0.405956,0.418842,0.593541,0.411449,0.36977,0.559167,0.707046,Inactive
0.533353,0.406576,0.310808,0.681582,0.37498,0.509469,0.273308,0.673455,Inactive
0.172058,0.554111,0.530402,0.219711,0.481714,0.546126,0.545557,0.618817,Inactive
0.21643,0.514557,0.477387,0.752506,0.627535,0.494468,0.506891,0.521102,Inactive
0.347213,0.498843,0.282078,0.634277,0.495218,0.527135,0.48793,0.5103,Inactive
0.479105,0.376952,0.658798,0.660159,0.623875,0.38248,0.614105,0.787878,Inactive
0.180543,0.417971,0.355503,0.720545,0.508623,0.482316,0.40458,0.553247,Inactive
0.505678,0.307061,0.538191,0.677862,0.652636,0.529097,0.57936,0.734061,Inactive
0.437665,0.357479,0.609485,0.809528,0.594165,0.574217,0.541665,0.631536,Inactive
0.219932,0.535091,0.341213,0.617813,0.522105,0.442102,0.529507,0.460921,Inactive
0.232406,0.574538,0.225317,0.661159,0.437052,0.66945,0.324258,0.509563,Inactive
0.338877,0.307922,0.594336,0.215693,0.604387,0.7379,0.364086,0.744575,Inactive
0.335571,0.623217,0.170925,0.63918,0.506848,0.586312,0.407262,0.779882,Inactive
0.045195,0.476724,0.45865,0.692807,0.671387,0.505106,0.696973,0.519713,Inactive
0.368227,0.30218,0.689032,0.30029,0.49895,0.688957,0.201457,0.732844,Inactive
0.088591,0.198475,0.193515,0.59844,0.49849,0.590946,0.556358,0.462866,Inactive
0.451364,0.219712,0.349282,0.766838,0.659589,0.700753,0.426144,0.608513,Inactive
0.435972,0.355048,0.561121,0.765611,0.652309,0.481223,0.494745,0.624328,Inactive
0.474875,0.21728,0.188821,0.497603,0.347753,0.749636,0.676348,0.632387,Inactive
0.18195,0.641898,0.236679,0.717577,0.44856,0.60312,0.557349,0.51203,Inactive
0.469529,0.227607,0.197194,0.494964,0.352339,0.73796,0.692359,0.628437,Inactive
0.473471,0.251874,0.218006,0.492063,0.281309,0.724161,0.581958,0.66783,Inactive
0.428211,0.356559,0.506257,0.738282,0.799079,0.534419,0.504766,0.498248,Inactive
0.655278,0.175546,0.334197,0.350495,0.367538,0.30457,0.274962,0.660524,Inactive
0.442112,0.256156,0.582854,0.656956,0.630704,0.583033,0.797322,0.600151,Inactive
0.199022,0.52566,0.455519,0.682926,0.537247,0.625294,0.452095,0.583522,Inactive
0.47526,0.376748,0.66654,0.676305,0.612423,0.403358,0.568189,0.777383,Inactive
0.187891,0.603317,0.556966,0.219996,0.499041,0.480488,0.581243,0.58488,Inactive
0.098743,0.382536,0.21802,0.41725,0.629147,0.584872,0.642911,0.351709,Inactive
0.649692,0.932423,0.175717,0.469766,0.858158,0.764822,0.39153,0.364241,Inactive
0.520803,0.203797,0.336822,0.592681,0.709142,0.570371,0.572663,0.613744,Inactive
0.098311,0.521007,0.289187,0.478963,0.650603,0.453123,0.734716,0.342379,Inactive
0.46991,0.168282,0.397435,0.703225,0.677803,0.63187,0.612005,0.645366,Inactive
0.302176,0.507585,0.527405,0.715173,0.508055,0.549867,0.905752,0.7104,Inactive
0.378958,0.360813,0.594269,0.71414,0.325235,0.759505,0.700899,0.653329,Inactive
0.270563,0.273132,0.466387,0.28329,0.595156,0.56035,0.299416,0.635242,Inactive
0.409043,0.238666,0.468798,0.516081,0.416908,0.728077,0.637406,0.74023,Inactive
0.239475,0.567307,0.572178,0.519857,0.692521,0.815618,0.44458,0.721526,Inactive
0.510125,0.316534,0.381086,0.640464,0.623314,0.463435,0.835943,0.779208,Inactive
0.361744,0.27468,0.187151,0.577598,0.359782,0.6837,0.476746,0.462555,Inactive
0.25598,0.484282,0.309687,0.569034,0.581726,0.432709,0.470544,0.376187,Inactive
0.45093,0.270012,0.547214,0.57229,0.460296,0.643247,0.634302,0.69362,Inactive
0.186388,0.540183,0.429283,0.58637,0.505695,0.511609,0.617726,0.26668,Inactive
0.233027,0.531919,0.125778,0.521133,0.563267,0.528962,0.575395,0.503342,Inactive
0.63478,0.589937,0.304877,0.512613,0.633729,0.523392,0.402671,0.341526,Inactive
0.232422,0.342628,0.07275,0.548548,0.654269,0.473287,0.660826,0.693754,Inactive
0.4233,0.401718,0.109954,0.529431,0.509296,0.39354,0.486584,0.54016,Inactive
0.439932,0.329295,0.537483,0.76854,0.640767,0.530265,0.431351,0.615373,Inactive
0.094454,0.177188,0.153361,0.554274,0.533469,0.565441,0.600288,0.47622,Inactive
0.06425,0.372187,0.341248,0.59228,0.678811,0.450554,0.660969,0.550207,Inactive
0.197051,0.483049,0.277306,0.436647,0.613171,0.567854,0.444571,0.573013,Inactive
0.104477,0.201921,0.172596,0.548763,0.517714,0.498236,0.566205,0.550389,Inactive
0.530737,0.264211,0.214824,0.513531,0.291277,0.700814,0.576065,0.716192,Inactive
0.34248,0.631527,0.174025,0.622911,0.51904,0.5757,0.426093,0.765656,Inactive
0.544092,0.27366,0.426088,0.664345,0.596312,0.452186,0.739822,0.840584,Inactive
0.469253,0.857762,0.286003,0.525301,0.579972,0.642153,0.588892,0.409859,Inactive
0.374888,0.263714,0.626089,0.73268,0.5128,0.635125,0.710318,0.580062,Inactive
0.514726,0.287751,0.11015,0.520036,0.516386,0.635568,0.483058,0.746397,Inactive
0.564227,0.493089,0.401867,0.688627,0.865211,0.663874,0.400811,0.348023,Inactive
0.06549,0.271358,0.677933,0.437536,0.650832,0.742337,0.587637,0.662162,Inactive
0.916874,0.674291,0.368006,0.38762,0.674763,0.499637,0.394297,0.540643,Inactive
0.435308,0.325647,0.526979,0.73841,0.510372,0.582593,0.541575,0.584708,Inactive
0.433836,0.351773,0.609375,0.825096,0.56939,0.606097,0.450684,0.581804,Inactive
0.392092,0.227422,0.461628,0.520841,0.407763,0.740145,0.611168,0.701211,Inactive
0.431545,0.261158,0.428513,0.365616,0.222987,0.534938,0.672664,0.541746,Inactive
0.308716,0.420802,0.397402,0.615103,0.670038,0.483894,0.903679,0.712609,Inactive
0.230274,0.58528,0.419539,0.31561,0.467595,0.666029,0.405303,0.784882,Inactive
0.653813,0.859268,0.094739,0.457565,0.955383,0.773905,0.558722,0.348683,Inactive
0.318073,0.57934,0.319694,0.780503,0.731734,0.642224,0.440969,0.802722,Inactive
0.090323,0.178499,0.224072,0.444428,0.529651,0.47052,0.639372,0.510317,Inactive
0.505082,0.154763,0.331454,0.534142,0.617569,0.586413,0.463095,0.490254,Inactive
0.245702,0.429121,0.52109,0.383082,0.37629,0.612651,1,0.456803,Inactive
0.357109,0.632464,0.153874,0.625128,0.583797,0.549877,0.59782,0.782572,Inactive
0.489042,0.818139,0.294832,0.31103,0.728627,0.487666,0.588796,0.430011,Inactive
0.356844,0.671862,0.205816,0.608697,0.544649,0.494888,0.484493,0.8113,Inactive
0.382327,0.232699,0.492827,0.733202,0.588391,0.674023,0.615311,0.46773,Inactive
0.450405,0.398418,0.330127,0.509824,0.466861,0.395543,0.418986,0.534834,Inactive
0.346012,0.326434,0.458963,0.479667,0.261171,0.590974,0.523276,0.145558,Inactive
0.400937,0.296666,0.290828,0.702271,0.31266,0.616212,0.54799,0.511104,Inactive
0.186265,0.591189,0.543571,0.209165,0.504645,0.489087,0.586391,0.60257,Inactive
0.234656,0.569725,0.225598,0.510374,0.606129,0.464348,0.725523,0.53687,Inactive
0.4472,0.378888,0.639515,0.714723,0.54132,0.509011,0.614117,0.625941,Inactive
0.246134,0.54938,0.453683,0.620591,0.482775,0.390416,0.34664,0.405683,Inactive
0.386776,0.397878,0.659286,0.235258,0.669294,0.608956,0.282054,0.729269,Inactive
0.208565,0.577479,0.514345,0.209261,0.55908,0.474198,0.420705,0.604777,Inactive
0.423611,0.574486,0.288043,0.690376,0.798412,0.686781,0.703912,0.858814,Inactive
0.434849,0.216682,0.179793,0.25781,0.458632,0.562919,0.316798,0.768679,Inactive
0.038637,0.379672,0.413055,0.681632,0.602728,0.618475,0.693764,0.444796,Inactive
0.092132,0.176027,0.155917,0.559317,0.527311,0.576407,0.586398,0.470327,Inactive
0.334544,0.673277,0.5164,0.535124,0.680186,0.637917,0.68855,0.459814,Inactive
0.531371,0.203755,0.462159,0.656395,0.551835,0.535086,0.329392,0.567913,Inactive
0.375705,0.297046,0.268564,0.402815,0.503805,0.267413,0.577274,0.64918,Inactive
0.475222,0.317578,0.534849,0.675771,0.529845,0.517363,0.727778,0.694682,Inactive
0.236061,0.494622,0.38601,0.563866,0.523451,0.443603,0.479659,0.334571,Inactive
0.168521,0.54966,0.53252,0.227756,0.471707,0.562057,0.528149,0.61298,Inactive
0.309192,0.589334,0.453203,0.614457,0.612571,0.578188,0.453166,0.753881,Inactive
0.302401,0.610153,0.230202,0.721055,0.522592,0.532443,0.420868,0.87418,Inactive
0.366913,0.676605,0.228881,0.609076,0.553624,0.620825,0.663623,0.697916,Inactive
0.44545,0.161151,0.38861,0.653714,0.738999,0.573755,0.434752,0.528208,Inactive
0.426111,0.261303,0.563887,0.685292,0.6241,0.582146,0.585481,0.584745,Inactive
0.462985,0.815677,0.262947,0.563985,0.608011,0.764041,0.600611,0.394008,Inactive
0.096771,0.178358,0.150822,0.549194,0.539633,0.554485,0.614173,0.482079,Inactive
0.465123,0.219519,0.403736,0.78844,0.584783,0.652634,0.425506,0.499979,Inactive
0.509784,0.312937,0.28315,0.556195,0.398522,0.425587,0.448302,0.502567,Inactive
0.652658,0.923292,0.159547,0.444663,0.867688,0.756228,0.44656,0.374705,Inactive
0.219993,0.46569,0.492396,0.18826,0.54978,0.569686,0.592968,0.616856,Inactive
0.17281,0.647754,0.419339,0.584133,0.553869,0.384837,0.671569,0.491416,Inactive
0.429144,0.340572,0.492468,0.693978,0.626837,0.637495,0.639279,0.524772,Inactive
0.41854,0.386726,0.630526,0.133152,0.191785,0.519887,0.464504,0.888764,Inactive
0.422552,0.175365,0.308314,0.650132,0.595841,0.602433,0.639006,0.651932,Inactive
0.258674,0.562607,0.122089,0.471446,0.551227,0.441872,0.643749,0.614445,Inactive
0.355052,0.386198,0.481299,0.538883,0.607969,0.45118,0.512228,0.402414,Inactive
0.281334,0.141208,0.340268,0.663884,0.592833,0.539855,0.471311,0.595902,Inactive
0.501943,0.186833,0.069905,0.611346,0.511637,0.496122,0.389363,0.744414,Inactive
0.084009,0.451131,0.332775,0.53865,0.541807,0.632364,0.507346,0.260481,Inactive
0.180846,0.359069,0.270088,0.600511,0.651743,0.374466,0.74989,0.541163,Inactive
0.403219,0.381021,0.551896,0.539717,0.539199,0.690829,0.366271,0.802921,Inactive
0.157075,0.620028,0.377443,0.56615,0.514884,0.448181,0.57675,0.4442,Inactive
0.393579,0.167399,0.246969,0.695393,0.604471,0.774171,0.644304,0.811658,Inactive
0.13892,0.632098,0.404066,0.494935,0.54132,0.540698,0.571897,0.511384,Inactive
0.149434,0.614868,0.38893,0.592404,0.524273,0.499755,0.649297,0.383604,Inactive
0.161145,0.623005,0.371604,0.551701,0.525275,0.424676,0.626568,0.454825,Inactive
0.597853,0.117535,0.039201,0.539263,0.467134,0.317548,0.476134,0.789987,Inactive
0.101051,0.405435,0.246983,0.442698,0.609294,0.611452,0.612318,0.32125,Inactive
0.433479,0.295342,0.462358,0.699061,0.586495,0.526951,0.489701,0.61585,Inactive
0.552782,0.257234,0.398342,0.321423,0.358119,0.228108,0.694646,0.675736,Inactive
0.502321,0.197572,0.129032,0.658968,0.532813,0.497013,0.417905,0.766961,Inactive
0.434042,0.364342,0.596846,0.767152,0.583821,0.47893,0.394738,0.66277,Inactive
0.436083,0.356421,0.604635,0.791466,0.61712,0.548825,0.573806,0.635952,Inactive
0.443114,0.327356,0.529121,0.752968,0.650722,0.51466,0.471693,0.624612,Inactive
0.374504,0.300935,0.615126,0.605715,0.355396,0.753682,0.968215,0.648426,Inactive
0.443184,0.370615,0.588104,0.749755,0.599797,0.441262,0.438966,0.682167,Inactive
0.500611,0.395296,0.503895,0.660846,0.685672,0.449842,0.521948,0.563732,Inactive
0.174435,0.558575,0.664439,0.3649,0.66059,0.516403,0.422665,0.642307,Inactive
0.258343,0.387852,0.453135,0.7226,0.552492,0.792022,0.946907,0.643825,Inactive
0.60841,0.916455,0.347095,0.308525,0.841173,0.668333,0.386804,0.240292,Inactive
0.265048,0.426194,0.586935,0.438503,0.630561,0.466502,0.848496,0.497488,Inactive
0.406094,0.184558,0.432487,0.732654,0.445579,0.570885,0.294564,0.486236,Inactive
0.568664,0.020468,0.317828,0.573828,0.645158,0.633927,0.320689,0.484187,Inactive
0.285585,0.284184,0.715196,0.396768,0.443289,0.777474,0.289236,0.669831,Inactive
0.489402,0.165863,0.001599,0.810496,0.602637,0.476988,0.531546,0.894542,Inactive
1,0.309289,0.354426,0.381471,1,0.739745,0.377537,0.248581,Inactive
0.436744,0.258658,0.586238,0.645237,0.494973,0.644911,0.934008,0.584129,Inactive
0.599164,0.03765,0.264368,0.645339,0.750728,0.478974,0.500448,0.647528,Inactive
0.392992,0.359642,0.67074,0.685498,0.490435,0.568367,0.757271,0.537298,Inactive
0.089148,0.15131,0.46869,0.299884,0.692936,0.670423,0.742808,0.811376,Inactive
0.676367,0.454313,0.561036,0.472885,0.719036,0.687065,0.461015,0.126979,Inactive
0.450593,0.321016,0.627586,0.784255,0.517056,0.670765,0.518415,0.672858,Inactive
0.431919,0.213407,0.454208,0.561118,0.384564,0.74518,0.643146,0.487105,Inactive
0.344443,0.153844,0.475715,0.61286,0.399288,0.835254,0.456803,0.288947,Inactive
0.295382,0.577101,0.262796,0.503341,0.553101,0.591124,0.470332,0.610432,Inactive
0.428901,0.212706,0.45679,0.558072,0.384372,0.742851,0.645031,0.483255,Inactive
0.380593,0.299114,0.615921,0.605659,0.35603,0.755997,0.964745,0.646792,Inactive
0.618009,0.101729,0.239014,0.697139,0.751813,0.618652,0.563593,0.738888,Inactive
0.358519,0.649077,0.169946,0.530293,0.556963,0.669048,0.436343,0.892648,Inactive
0.494111,0.163587,0.291824,0.458878,0.444961,0.361935,0.364603,0.695095,Inactive
0.226501,0.205302,0.445601,0.555565,0.443183,0.413655,0.385796,0.551418,Inactive
0.135947,0.358506,0.437461,0.363111,0.6402,0.516977,0.509518,0.835677,Inactive
0.439193,0.330183,0.528226,0.750742,0.651947,0.508231,0.476738,0.626875,Inactive
0.318768,0.37173,0.394509,0.121587,0.505729,0.382386,0.337971,0.641094,Inactive
0.352554,0.60298,0.123306,0.561707,0.628355,0.51322,0.6422,0.79104,Inactive
0.105365,0.304506,0.295446,0.630591,0.444586,0.447096,0.620239,0.475873,Inactive
0.451848,0.254322,0.544432,0.686541,0.443168,0.576452,0.247196,0.404828,Inactive
0.370412,0.647261,0.343033,0.478618,0.571617,0.569409,0.581973,0.869762,Inactive
0.28011,0.164273,0.042298,0.562196,0.530197,0.439903,0.587588,0.584504,Inactive
0.318232,0.328296,0.137702,0.40179,0.512071,0.817959,0.62418,0.847515,Inactive
0.173852,0.655999,0.428207,0.600155,0.551899,0.38265,0.631842,0.490526,Inactive
0.335459,0.28525,0.592593,0.394231,0.537904,0.760262,0.149132,0.366034,Inactive
0.292506,0.136641,0.321261,0.64479,0.722588,0.507983,0.563467,0.660483,Inactive
0.467552,0.408907,0.44762,0.484565,0.366826,0.086976,0.590514,0.86126,Inactive
0.231702,0.470784,0.493148,0.192569,0.560544,0.604571,0.561044,0.596187,Inactive
0.587234,0.211804,0.527517,0.661601,0.675569,0.48927,0.26369,0.620524,Inactive
0.146231,0.27777,0.007086,0.595201,0.580949,0.714175,0.449231,0.451719,Inactive
0.453589,0.8029,0.269353,0.561743,0.572625,0.704119,0.494496,0.508011,Inactive
0.458707,0.345689,0.498372,0.673261,0.70037,0.587182,0.728546,0.583196,Inactive
0.25881,0.594899,0.463995,0.584686,0.492966,0.324259,0.466442,0.339237,Inactive
0.31987,0.360815,0.372833,0.698863,0.626127,0.652243,0.663705,0.624652,Inactive
0.41523,0.251353,0.551449,0.758227,0.566264,0.681166,0.691231,0.632845,Inactive
0.413718,0.251043,0.549026,0.672036,0.596579,0.576341,0.618398,0.534812,Inactive
0.410689,0.338901,0.632262,0.802907,0.540091,0.627772,0.720472,0.637068,Inactive
0.157044,0.597877,0.501445,0.676356,0.632216,0.475275,0.629068,0.516513,Inactive
0.062925,0.42116,0.28669,0.601646,0.546793,0.440532,0.523441,0.56414,Inactive
0.516518,0.304333,0.452634,0.753673,0.63386,0.594318,0.50379,0.461262,Inactive
0.614932,0.393911,0.183817,0.494593,0.614347,0.544369,0.4332,0.60252,Inactive
0.736546,0.533437,0.160276,0.450061,0.7496,0.731235,0.558611,0.41318,Inactive
0.304745,0.453813,0.39888,0.556473,0.598817,0.615096,0.312418,0.303127,Inactive
0.371729,0.294769,0.275273,0.420044,0.490832,0.293678,0.525419,0.638267,Inactive
0.441844,0.258357,0.54783,0.643318,0.666414,0.517062,0.69618,0.587394,Inactive
0.351526,0.204908,0.455562,0.62979,0.482359,0.8613,0.809264,0.706808,Inactive
0.258941,0.398999,0.605212,0.483161,0.680271,0.517127,0.76906,0.494976,Inactive
0.654854,0.941399,0.225501,0.502231,0.891297,0.74938,0.453802,0.395081,Inactive
0.306602,0.600881,0.347016,0.663401,0.757261,0.682704,0.35974,0.91543,Inactive
0.336621,0.668087,0.242674,0.547303,0.579558,0.631786,0.490127,0.848423,Inactive
0.309552,0.698461,0.406349,0.529496,0.464709,0.52301,0.505318,0.645516,Inactive
0.455783,0.286812,0.540731,0.729831,0.604382,0.597601,0.732638,0.624011,Inactive
0.370084,0.626609,0.135228,0.604916,0.602657,0.598373,0.543638,0.736995,Inactive
0.179618,0.562969,0.528826,0.210294,0.495997,0.5348,0.561592,0.611539,Inactive
0.469512,0.796068,0.223911,0.520343,0.645747,0.735947,0.647962,0.409766,Inactive
0.423548,0.289069,0.573358,0.747517,0.633072,0.576448,0.5618,0.601309,Inactive
0.434255,0.325253,0.526787,0.738735,0.509993,0.581949,0.541719,0.585123,Inactive
0.617964,0.888083,0.290533,0.201649,0.905855,0.629392,0.620825,0.246483,Inactive
0.459796,0.298573,0.485145,0.6449,0.549521,0.380363,0.451223,0.834818,Inactive
0.353766,0.603505,0.121024,0.560312,0.635926,0.49427,0.6621,0.808835,Inactive
0.054523,0.177714,0.48429,0.334128,0.804389,0.627727,0.354316,0.724508,Inactive
0.437654,0.264695,0.358784,0.068371,0.224577,0.670304,0.373539,0.818596,Inactive
0.240319,0.453814,0.557788,0.425935,0.341118,0.625623,0.915863,0.409844,Inactive
0.610157,0.450787,0.311791,0.604172,0.593371,0.553629,0.408577,0.553811,Inactive
0.343465,0.293424,0.3114,0.665455,0.64779,0.659333,0.314755,0.422956,Inactive
0.097218,0.222021,0.199959,0.580111,0.491363,0.506519,0.516384,0.516948,Inactive
0.538706,0.351563,0.417632,0.471626,0.405102,0.470888,0.362788,0.538195,Inactive
0.345463,0.386262,0.701953,0.702869,0.287373,0.728375,0.729711,0.624851,Inactive
0.469726,0.301349,0.250585,0.435844,0.33983,0.678836,0.942681,0.821771,Inactive
0.442473,0.163503,0.408636,0.722689,0.655922,0.652685,0.571343,0.619108,Inactive
0.355814,0.612646,0.342218,0.741504,0.732568,0.58117,0.455527,0.862344,Inactive
0.348857,0.630937,0.369461,0.780732,0.716226,0.619655,0.557432,0.790295,Inactive
0.690914,0.470175,0.378327,0.246831,0.516871,0.403206,0.381582,0.374029,Inactive
0.332897,0.277412,0.245907,0.675767,0.618165,0.787401,0.751757,0.723131,Inactive
0.458863,0.198007,0.278143,0.251146,0.26627,0.490332,0.692997,0.740502,Inactive
0.503288,0.193052,0.200885,0.705274,0.268035,0.511692,0.031677,0.701082,Inactive
0.327787,0.566239,0.079471,0.443157,0.692295,0.67219,0.559654,0.839945,Inactive
0.419658,0.381349,0.614553,0.78445,0.646676,0.459418,0.481665,0.603944,Inactive
0.099562,0.198296,0.177324,0.559276,0.504436,0.523148,0.535282,0.538071,Inactive
0.65037,0.973489,0.279929,0.572353,0.848379,0.780693,0.344249,0.377536,Inactive
0.911789,0.668749,0.368717,0.393849,0.662471,0.518727,0.375498,0.533005,Inactive
0.64761,0.941056,0.237468,0.524469,0.874261,0.773553,0.406219,0.382097,Inactive
0.471397,0.379204,0.437176,0.374728,0.465109,0.476356,0.501892,0.56985,Inactive
0.385335,0.684382,0.186507,0.573145,0.568259,0.701868,0.320359,0.889503,Inactive
0.33846,0.628043,0.482447,0.754224,0.67449,0.673548,0.603896,0.757968,Inactive
0.162052,0.393176,0.521002,0.826749,0.591616,0.545824,0.505856,0.58013,Inactive
0.311047,0.627998,0.42985,0.807946,0.634508,0.597725,0.42004,0.833175,Inactive
0.369024,0.543486,0.007919,0.628216,0.768377,0.696952,0.619238,0.780117,Inactive
0.302537,0.638581,0.478562,0.804618,0.623902,0.591801,0.425462,0.803231,Inactive
0.15843,0.292275,0.436851,0.80919,0.584985,0.470747,0.46918,0.680308,Inactive
0.057413,0.214762,0.211619,0.468688,0.497584,0.701043,0.415361,0.611936,Inactive
0.404425,0.421034,0.576188,0.174477,0.469345,0.502723,0.100163,0.543754,Inactive
0.565422,0.406346,0.285283,0.64834,0.42446,0.479381,0.378416,0.73833,Inactive
0.045549,0.389504,0.440006,0.687404,0.648072,0.573087,0.747253,0.459605,Inactive
0.54938,0.276102,0.436326,0.172863,0.920865,0.886514,0.114885,0.305549,Inactive
0.353477,0.630027,0.41862,0.606827,0.698691,0.492417,0.555749,0.815157,Inactive
0.081133,0.190287,0.185477,0.590998,0.494233,0.609876,0.55971,0.456089,Inactive
0.197393,0.454104,0.37968,0.720679,0.528281,0.406566,0.499982,0.589148,Inactive
0.330612,0.684373,0.291551,0.639558,0.507477,0.486232,0.456606,0.759253,Inactive
0.310636,0.674923,0.58081,0.678384,0.576327,0.509758,0.448599,0.753842,Inactive
0.133081,0.22429,0.352898,0.747786,0.63712,0.539279,0.551018,0.660297,Inactive
0.401185,0.627664,0.308534,0.771235,0.74905,0.683358,0.512188,0.872923,Inactive
0.101669,0.225532,0.215194,0.590272,0.491459,0.508091,0.539663,0.541177,Inactive
0.405442,0.466804,0.385746,0.529929,0.853024,0.452432,0.665479,0.651851,Inactive
0.647892,0.333242,0.480586,0.631914,0.709814,0.593456,0.749946,0.677563,Inactive
0.451256,0.328172,0.552303,0.74229,0.629426,0.544524,0.635347,0.654953,Inactive
0.446358,0.333376,0.523566,0.716685,0.537354,0.536229,0.649713,0.640387,Inactive
0.441842,0.299886,0.484357,0.690428,0.567839,0.53437,0.654838,0.662581,Inactive
0.445533,0.347218,0.564622,0.666002,0.612901,0.450379,0.546782,0.620636,Inactive
0.496029,0.394821,0.508662,0.669336,0.674012,0.466141,0.500876,0.552679,Inactive
0.397863,0.356248,0.488955,0.496718,0.607573,0.633372,0.32622,0.822078,Inactive
0.442117,0.353504,0.587087,0.761058,0.639601,0.517682,0.647368,0.658821,Inactive
0.447206,0.328248,0.562835,0.76099,0.623016,0.563662,0.593047,0.64568,Inactive
0.455509,0.336971,0.527231,0.721685,0.545313,0.556644,0.567597,0.603105,Inactive
0.454465,0.326221,0.543897,0.726656,0.639166,0.528897,0.675727,0.664166,Inactive
0.457071,0.33096,0.513274,0.695305,0.575172,0.529474,0.670693,0.662526,Inactive
0.426638,0.379573,0.573073,0.786079,0.738573,0.59407,0.54525,0.475557,Inactive
0.437986,0.355597,0.588519,0.757513,0.638825,0.510761,0.66098,0.65699,Inactive
0.459513,0.272609,0.551717,0.614032,0.576697,0.550179,0.835003,0.589802,Inactive
0.440456,0.232078,0.479034,0.586457,0.608806,0.513145,0.708505,0.576463,Inactive
0.506842,0.169263,0.39531,0.740802,0.665452,0.547983,0.370698,0.621793,Inactive
0.069815,0.455086,0.332333,0.640104,0.559736,0.39875,0.543769,0.591052,Inactive
0.476149,0.317479,0.534215,0.676147,0.529392,0.518366,0.726848,0.693977,Inactive
0.49979,0.104313,0.454222,0.632868,0.529217,0.647231,0.234345,0.43798,Inactive
0.458507,0.318634,0.478473,0.042827,0.462744,0.493378,0.24129,0.694164,Inactive
0.188632,0.169318,0.449599,0.567875,0.701329,0.383534,0.59003,0.550574,Inactive
0.375088,0.594701,0.317642,0.63823,0.534414,0.479666,0.709483,0.734871,Inactive
0.423365,0.130057,0.18883,0.628179,0.590599,0.792894,0.75653,0.809514,Inactive
0.548092,0.167612,0.548537,0.649172,0.659277,0.442181,0.325844,0.593237,Inactive
0.496607,0.310669,0.51608,0.689506,0.666372,0.498851,0.412526,0.699348,Inactive
0.373151,0.433249,1,0.946507,0,0.605982,0.143106,0.624061,Inactive
0.559401,0.406302,0.369414,0.5502,0.382527,0.373229,0.506011,0.556852,Inactive
0.608047,0.167302,0.24884,0.901666,0.692985,0.629089,0.277215,0.788793,Inactive
0.358182,0.33195,0.646234,0.798925,0.553462,0.648776,0.46339,0.426785,Inactive
0.477116,0.366843,0.615817,0.698861,0.66822,0.437229,0.652674,0.743021,Inactive
0.467788,0.363586,0.671559,0.755778,0.603322,0.558288,0.626259,0.729446,Inactive
0.260799,0.277639,0.647946,0.457987,0.426288,0.980952,0.562708,0.633504,Inactive
0.450549,0.256236,0.536417,0.623129,0.667898,0.500468,0.734548,0.591668,Inactive
0.347185,0.456873,0.43648,0.703526,0.620216,0.653654,0.568024,0.614055,Inactive
0.411969,0.453701,0.381445,0.625026,0.776705,0.63443,0.793817,0.711542,Inactive
0.421879,0.454952,0.319349,0.556408,0.846846,0.506879,0.848374,0.728282,Inactive
0.475626,0.209609,0.474355,0.651875,0.484592,0.66062,0.543323,0.421112,Inactive
0.524465,0.151286,0.34547,0.545779,0.68427,0.542101,0.505311,0.560892,Inactive
0.743337,0.23609,0.683678,0.49148,0.578197,0.663927,0.193303,0.400879,Inactive
0.501518,0.202293,0.497173,0.561742,0.522313,0.601778,0.523307,0.536359,Inactive
0.540565,0.268747,0.402702,0.314946,0.366975,0.222357,0.709775,0.679944,Inactive
0.490058,0.205226,0.280821,0.223872,0.262631,0.498332,0.693147,0.717355,Inactive
0.202024,0.647295,0.463167,0.601331,0.305064,0.532932,0.643048,0.627339,Inactive
0.427085,0.293031,0.571759,0.741978,0.641776,0.5586,0.582833,0.609464,Inactive
