@relation 'crx-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute 0.456A5=g+0.456A4=u-0.453A5=p-0.453A4=y-0.181A10... numeric
@attribute 0.469A4=l+0.469A5=gg+0.362A7=o+0.338A15-0.276A13=g... numeric
@attribute '0.32 A7=v-0.275A3-0.263A11-0.256A8+0.246A10...' numeric
@attribute -0.525A7=ff-0.506A6=ff-0.244A9+0.216A7=v+0.195A8... numeric
@attribute 0.372A13=s-0.338A13=g+0.334A7=bb+0.291A2-0.28A7=v... numeric
@attribute '0.457A7=j+0.44 A6=j-0.315A7=v+0.28 A6=i+0.258A7=h...' numeric
@attribute -0.433A7=j-0.431A6=j-0.384A6=e-0.323A7=z-0.225A7=dd... numeric
@attribute -0.362A6=e+0.346A13=s-0.33A7=dd-0.32A13=g-0.256A6=i... numeric
@attribute A16 {+,-}

@data
0.099859,0.061677,0.806465,0.550588,0.500004,0.254269,0.710176,0.578325,-
0.600561,0.086983,0.890153,0.381478,0.392337,0.260439,0.656858,0.501676,-
0.630894,0.08858,0.858291,0.383767,0.475732,0.255276,0.648635,0.554949,-
0.076439,0.062624,0.832234,0.493011,0.43496,0.21328,0.664545,0.528683,-
0.619564,0.132202,0.974252,0.534752,0.755624,0.235205,0.636874,0.901931,-
0.095994,0.05889,0.763564,0.506378,0.540718,0.354702,0.783189,0.573608,-
0.128553,1,0,1,0,0.333293,0.654387,0.32136,+
0.061229,0.121205,0.912583,0.553186,0.903277,0.359444,0.744115,0.818502,+
0.107962,0.062272,0.801418,0.543873,0.532248,0.254442,0.716684,0.589864,+
0.616625,0.085316,0.879566,0.435134,0.460269,0.223256,0.685648,0.536476,+
0.135702,0.595124,0.415498,0.697622,0.428012,0.339824,0.72042,0.903305,+
0.63357,0.090777,0.842151,0.409742,0.457935,0.299665,0.709783,0.586802,+
0.217813,0.04791,0.714905,0.592035,0.520139,0.211593,0.698455,0.707329,+
0.627955,0.083973,0.867992,0.425289,0.482205,0.214473,0.67985,0.546918,-
0.122745,0.059595,0.775665,0.497869,0.480505,0.301688,0.719767,0.622787,-
0.095412,0.062369,0.809714,0.508076,0.497851,0.236668,0.694443,0.570425,-
0.59396,0.146745,0.944652,0.43217,0.965109,0.489161,0.851728,0.610416,-
0.090828,0.104554,0.88892,0.546025,0.711437,0.178073,0.615309,0.820431,-
0.105703,0.070643,0.808447,0.519467,0.60635,0.346459,0.787819,0.492129,-
0.579802,0.179729,0.93405,0.430971,0.544995,0.222951,0.611522,0.619361,-
0.130212,0.058521,0.774877,0.504184,0.493086,0.260551,0.675646,0.603998,-
0.617601,0.087476,0.871137,0.44344,0.507216,0.263192,0.714079,0.541877,-
0.648074,0.090779,0.841868,0.42247,0.50737,0.270331,0.666744,0.56936,-
0.640888,0.093024,0.806036,0.412304,0.639828,0.400466,0.819662,0.505766,-
0.667867,0.079547,0.801212,0.431145,0.519762,0.398419,0.798627,0.575286,-
0.653905,0.080994,0.826132,0.441691,0.53773,0.23784,0.685217,0.565167,-
0.133051,0.061493,0.731346,0.455536,0.630715,0.461708,0.829346,0.520022,-
0.117704,0.060932,0.792902,0.468647,0.449107,0.225765,0.641753,0.563945,-
0.623999,0.08724,0.876055,0.467425,0.486927,0.244659,0.709837,0.545387,-
0.645782,0.085755,0.843831,0.419113,0.495464,0.279596,0.690717,0.566987,-
0.62861,0.083367,0.857425,0.399396,0.478587,0.20748,0.653364,0.518182,-
0.623312,0.105626,0.839505,0.423614,0.728022,0.508412,0.902519,0.372362,-
0.634306,0.092219,0.825361,0.35272,0.721807,0.45666,0.847368,0.379469,-
0.603734,0.087669,0.870178,0.442535,0.533345,0.261231,0.71966,0.55858,-
0.745777,0.067824,0.635702,0.378816,0.897174,0.056663,0.234725,0.202258,-
0.614609,0.087752,0.87491,0.463927,0.509294,0.280126,0.728248,0.543164,-
0.123235,0.065078,0.751241,0.49262,0.648189,0.357749,0.781453,0.505396,-
0.747794,0.065899,0.775538,0.506518,0.543868,0.238504,0.703584,0.660693,-
0.678915,0.07623,0.835807,0.484421,0.465838,0.221283,0.698968,0.591492,-
0.522038,0.079736,0.802207,0.153906,0.38622,1,0.046921,0.79349,-
0.019385,0.079216,0.692824,0.128485,0.542569,0.174389,0.807546,0.655868,-
0.132264,0.073869,0.784677,0.560898,0.562945,0.199068,0.655874,0.674702,-
0.584906,0.13192,0.9706,0.451346,0.742018,0.231885,0.628166,0.789471,-
0.626743,0.090982,0.863897,0.419272,0.599627,0.350344,0.777994,0.462557,-
0.65653,0.079912,0.856517,0.447587,0.388549,0.272221,0.684699,0.553541,-
0.618624,0.089011,0.876571,0.403903,0.548941,0.23887,0.685066,0.561923,-
0.651374,0.087373,0.870137,0.42258,0.41521,0.333802,0.718775,0.564364,-
0.61774,0.089509,0.877626,0.43569,0.54436,0.256729,0.699082,0.560988,-
0.570658,0.100661,0.720123,0.008455,0.530269,0.200176,0.781209,0.645216,-
0.609541,0.126541,0.921628,0.449256,0.709462,0.244225,0.614097,0.814987,-
0.546386,0.109511,0.737583,0.082553,0.54062,0.204628,0.822966,0.621754,-
0.55129,0.091953,0.806045,0.207258,0.538033,0.238235,0.763551,0.582429,-
0.027449,0.109136,0.92576,0.522917,0.686868,0.21774,0.636864,0.793541,-
0.658656,0.075529,0.734451,0.402103,0.708176,0.170194,0.334974,0.029352,-
0.738175,0.079713,0.796309,0.553742,0.641508,0.212676,0.698154,0.757285,-
0.622505,0.087532,0.863342,0.386309,0.408509,0.246845,0.644158,0.508256,-
0.074438,0.115395,0.922356,0.54592,0.788004,0.192586,0.617405,0.906308,-
0.137288,0.054315,0.700447,0.49129,0.552029,0.345629,0.737662,0.618823,-
0.081106,0.063068,0.721914,0.554132,0.535454,0.491008,1,0.148386,-
0.139936,0.060479,0.782501,0.579366,0.541096,0.217865,0.70458,0.616467,-
0.642418,0.080538,0.725698,0.400998,0.751076,0.169323,0.316213,0,-
0.612858,0.123483,0.873045,0.414324,0.774998,0.355325,0.698154,0.817957,-
0.616782,0.084902,0.878369,0.422909,0.461697,0.218761,0.680383,0.534953,-
0.601868,0.088601,0.887007,0.415148,0.449384,0.232557,0.676456,0.50057,-
0.098011,0.058084,0.701839,0.426624,0.706157,0.191653,0.311979,0.035898,-
0.64253,0.086909,0.841278,0.41033,0.52905,0.212517,0.650194,0.554647,-
0.063325,0.107059,0.90729,0.576153,0.706562,0.242468,0.655879,0.804938,-
0.631343,0.103682,0.827495,0.40641,0.734655,0.493773,0.886856,0.377925,-
0.611856,0.137691,0.917782,0.435063,0.962021,0.468432,0.822632,0.630746,-
0.663569,0.089933,0.796703,0.387448,0.765848,0.459598,0.854533,0.407073,-
0.630306,0.084432,0.851112,0.396415,0.442376,0.268662,0.666572,0.540471,-
0.138215,0.068749,0.743924,0.433084,0.704506,0.467027,0.829676,0.437354,-
0.102563,0.072008,0.610089,0.127576,0.616923,0.175201,0.778636,0.73215,-
0.620389,0.087095,0.841904,0.454133,0.506131,0.24075,0.690426,0.550168,-
0.122251,0.05954,0.781081,0.538686,0.526762,0.235831,0.693944,0.590272,-
0.089857,0.063003,0.821182,0.525213,0.464159,0.228125,0.681957,0.542805,-
0.576155,0.127891,0.969054,0.467962,0.681504,0.24624,0.641752,0.763557,-
0.660079,0.091752,0.79474,0.394064,0.729014,0.457615,0.843919,0.383188,-
0.577482,0.135289,0.991369,0.443017,0.732489,0.196814,0.59808,0.856267,-
0.625556,0.089154,0.831764,0.454926,0.601442,0.204735,0.534453,0.339062,-
0.639806,0.095697,0.825383,0.374606,0.745632,0.470883,0.868546,0.384791,-
0.637439,0.093173,0.829351,0.444202,0.625357,0.383317,0.796537,0.437139,-
0.616738,0.092824,0.89491,0.462102,0.554193,0.240049,0.688887,0.640702,-
0.117919,0.059688,0.796795,0.495808,0.500729,0.18844,0.666352,0.585981,-
0.629727,0.08772,0.865304,0.395028,0.509896,0.274737,0.672662,0.573956,-
0.12696,0.052632,0.719167,0.505215,0.564617,0.372416,0.802277,0.621395,-
0.031709,0.079134,0.681715,0.095862,0.512469,0.198264,0.788653,0.667757,-
0.12443,0.05484,0.711167,0.514897,0.581987,0.319517,0.753474,0.603074,-
0.612532,0.086315,0.873398,0.430526,0.492137,0.257344,0.704072,0.535386,-
0.043128,0.058685,0.780996,0.384725,0.423414,0.53369,0.362282,0.684435,-
0.60863,0.085916,0.876574,0.42678,0.485735,0.256689,0.702129,0.534105,-
0.692233,0.0874,0.767176,0.350287,0.753191,0.46979,0.823512,0.430669,-
0.627956,0.12729,0.94895,0.403357,0.610064,0.278226,0.617478,0.793448,-
0.125949,0.072522,0.761428,0.492296,0.761359,0.472158,0.88087,0.42629,-
0.579264,0.139203,0.769832,0.004507,0.79489,0.146733,0.690573,0.90591,-
0.165782,0.053195,0.740334,0.485995,0.477971,0.219214,0.658406,0.642623,-
0.109126,0.076463,0.847741,0.616329,0.468858,0.365811,0.817336,0.601603,-
0.660229,0.07651,0.849103,0.445865,0.416957,0.204193,0.674399,0.564143,-
0.700965,0.074728,0.832857,0.447488,0.403935,0.264668,0.704238,0.598165,-
0.612808,0.091639,0.698265,0.078099,0.527664,0.168785,0.806822,0.682867,-
0.668311,0.07462,0.828784,0.444688,0.457277,0.227482,0.682775,0.575716,-
0.617736,0.090854,0.870814,0.356925,0.521695,0.362324,0.741335,0.451956,-
0.60392,0.136912,0.920204,0.376633,0.939928,0.441293,0.791383,0.612604,-
0.581957,0.089442,0.891928,0.446958,0.496823,0.27341,0.7263,0.540344,-
0.042672,0.07941,0.673869,0.121767,0.530923,0.203554,0.799284,0.68099,-
0.063808,0.065124,0.827993,0.498278,0.494157,0.235476,0.70069,0.570178,-
0.612435,0.085329,0.872785,0.455436,0.488416,0.270307,0.712801,0.538038,-
0.671726,0.077018,0.830729,0.449202,0.481479,0.237371,0.699355,0.585239,-
0.040951,0.079807,0.674642,0.127829,0.533338,0.214897,0.806333,0.676962,-
0.629857,0.09057,0.86038,0.423493,0.600412,0.348841,0.776601,0.464829,-
0.653092,0.082977,0.860068,0.418487,0.440165,0.271092,0.697828,0.557555,-
0.624536,0.085049,0.87288,0.435086,0.478814,0.221269,0.687163,0.545159,-
0.623884,0.088822,0.84706,0.439501,0.476803,0.266662,0.716114,0.574735,-
0.604595,0.174141,0.91126,0.451517,0.56795,0.202808,0.602507,0.637952,-
0.608375,0.084657,0.874525,0.422486,0.475146,0.251154,0.693586,0.530956,-
0.632107,0.08589,0.867261,0.423244,0.446168,0.263661,0.683054,0.553317,-
0.638489,0.082577,0.813895,0.405611,0.624608,0.173963,0.503566,0.356919,-
0.567154,0.100443,0.724999,0.038202,0.589518,0.175133,0.804802,0.647318,-
0.107594,0.066768,0.78637,0.520483,0.498996,0.253946,0.718704,0.61178,-
0.061283,0.076341,0.651644,0.12767,0.612981,0.154146,0.798677,0.691955,-
0.0943,0.064109,0.807688,0.515173,0.48405,0.236854,0.691772,0.563383,-
0.58252,0.090177,0.892209,0.452232,0.498466,0.27636,0.729992,0.539703,-
0.602792,0.086133,0.886681,0.41338,0.446483,0.229176,0.672166,0.502143,-
0.655608,0.083213,0.833223,0.458917,0.572816,0.255274,0.712905,0.579932,-
0.07545,0.069053,0.655514,0.156863,0.510502,0.159378,0.80519,0.703068,-
0.583999,0.097486,0.728579,0.088923,0.506817,0.192766,0.829308,0.660778,-
0.549393,0.142775,0.806035,0.041046,0.772755,0.189734,0.730306,0.894624,-
0.601606,0.093757,0.706311,0.030054,0.483715,0.196396,0.787457,0.672905,-
0.642078,0.078948,0.847715,0.465591,0.479946,0.25056,0.716991,0.588079,-
0.643118,0.114427,0.910552,0.473991,0.659559,0.195701,0.61799,0.846339,-
0.61857,0.09031,0.686394,0.058002,0.543239,0.152478,0.789579,0.680844,-
0.077137,0.11273,0.915281,0.560702,0.776043,0.195219,0.612386,0.906617,-
0.585305,0.08814,0.88488,0.443691,0.48546,0.264715,0.71388,0.536751,-
0.001681,0.064184,0.714374,0.146598,0.42683,0.562678,0.420069,0.732875,-
0.583438,0.109556,0.694076,0.028685,0.517197,0.194045,0.770853,0.633805,-
0.596325,0.085873,0.887488,0.426579,0.458394,0.259771,0.700171,0.522261,-
0.549495,0.104126,0.746158,0.021696,0.5137,0.222667,0.80392,0.633999,-
0.59464,0.093232,0.713039,0.061479,0.526143,0.170537,0.806596,0.667022,-
0.621619,0.082867,0.855934,0.423691,0.468944,0.236485,0.675294,0.530361,-
0.151354,0.063851,0.727239,0.463007,0.762353,0.422333,0.830851,0.448447,-
0.632711,0.08181,0.847796,0.415522,0.50851,0.232793,0.679412,0.551695,-
0.679667,0.084305,0.838386,0.443537,0.493181,0.273603,0.711812,0.581488,-
0.617614,0.087519,0.883869,0.462207,0.486141,0.248469,0.714024,0.543982,-
0.653199,0.085224,0.841033,0.4357,0.598573,0.234969,0.685862,0.597346,-
0.66593,0.090566,0.817039,0.451145,0.492885,0.196292,0.659877,0.542587,-
0.594455,0.1784,0.919613,0.423908,0.573049,0.214004,0.606845,0.63298,-
0.092547,0.062995,0.814372,0.511895,0.498572,0.241819,0.700557,0.569675,-
0.665768,0.090711,0.792328,0.381369,0.75487,0.445583,0.842423,0.405682,-
0.098341,0.062226,0.809686,0.544949,0.50887,0.256734,0.71463,0.579906,-
0.104382,0.061551,0.800296,0.474386,0.452552,0.258473,0.67004,0.57602,-
0.667584,0.087926,0.859788,0.471976,0.511656,0.216576,0.679833,0.675173,-
0.598059,0.088083,0.889741,0.43767,0.474645,0.269587,0.714739,0.525941,-
0.641245,0.088084,0.677003,0.053588,0.501457,0.190816,0.789168,0.717407,-
0.565111,0.070785,0.772653,0.144698,0.342258,0.967282,0.025828,0.822255,-
0.689493,0.085048,0.841978,0.469873,0.518062,0.252757,0.67615,0.700172,-
0.683772,0.075242,0.819337,0.489214,0.491838,0.24914,0.709933,0.597069,-
0.702207,0.068205,0.762975,0.395142,0.46695,0.32468,0.727969,0.60721,-
0.5884,0.087119,0.88065,0.416318,0.486175,0.244866,0.696949,0.537938,-
0.627108,0.085611,0.812324,0.412456,0.616898,0.457401,0.848822,0.456968,-
0.630141,0.081928,0.78903,0.38138,0.516119,0.365324,0.744916,0.55875,-
0.11089,0.062358,0.747904,0.466174,0.623681,0.422527,0.828522,0.488654,-
0.618074,0.090001,0.864414,0.39311,0.547385,0.326336,0.745208,0.439159,-
0.09838,0.072471,0.8129,0.52924,0.583876,0.350219,0.787796,0.483356,-
0.603908,0.083947,0.877323,0.416679,0.463427,0.248632,0.688311,0.526948,-
0.612755,0.089404,0.882465,0.438229,0.53456,0.258953,0.699865,0.558304,-
0.622835,0.086743,0.820338,0.410811,0.62953,0.465295,0.860487,0.460621,-
0.139787,0.100718,0.786561,0.558225,0.928301,0.402456,0.781577,0.788046,-
0.638786,0.087792,0.84004,0.391796,0.561839,0.30975,0.728904,0.447884,-
0.06831,0.10734,0.892005,0.504554,0.704077,0.211746,0.615702,0.798821,-
0.67983,0.081939,0.833668,0.430542,0.500693,0.374043,0.767446,0.510764,-
0.123358,0.057975,0.787389,0.558224,0.491513,0.239965,0.719588,0.617734,-
0.722327,0.069227,0.785996,0.458877,0.391415,0.22679,0.63678,0.595571,-
0.139865,0.053653,0.782993,0.533289,0.460584,0.226376,0.695498,0.606669,-
0.596204,0.133869,0.972966,0.444814,0.76285,0.188025,0.594307,0.872934,-
0.175078,0.062584,0.542697,0.136384,0.634209,0.088304,0.746434,0.754926,-
0.06995,0.068316,0.818378,0.500627,0.502388,0.233358,0.699722,0.572047,-
0.119871,0.06219,0.783511,0.531564,0.473251,0.205947,0.657642,0.545452,-
0.02477,0.080578,0.689261,0.16624,0.552702,0.194255,0.826794,0.659737,-
0.672311,0.083662,0.846029,0.437628,0.498546,0.285028,0.719676,0.58045,-
0.79573,0.063052,0.708095,0.443104,0.504456,0.385258,0.76146,0.685376,+
0.759955,0.074271,0.794851,0.556354,0.460191,0.298148,0.743888,0.657924,+
0.815894,0.07311,0.727636,0.573871,0.574058,0.176062,0.647249,0.798353,+
0.718279,0.070448,0.733853,0.46828,0.534557,0.371211,0.744059,0.617807,+
0.170096,0.048949,0.705376,0.528374,0.519208,0.368455,0.750306,0.635672,+
0.678516,0.080746,0.825626,0.486145,0.457797,0.210812,0.66572,0.572543,+
0.697175,0.079258,0.738283,0.476913,0.518214,0.439002,0.805859,0.631314,+
0.732969,0.066611,0.782243,0.531509,0.467037,0.239888,0.689723,0.628143,+
0.717717,0.069318,0.809171,0.542583,0.476484,0.267464,0.724675,0.63594,+
0.721631,0.070718,0.793061,0.513024,0.454689,0.235636,0.68789,0.61759,+
0.757427,0.068386,0.75162,0.570577,0.515913,0.289184,0.751236,0.686915,+
0.788223,0.064349,0.722714,0.557634,0.501784,0.242362,0.707764,0.719952,+
0.67635,0.084647,0.652979,0.059818,0.559713,0.185803,0.785951,0.74628,+
0.745408,0.066466,0.766626,0.543108,0.503148,0.279535,0.74273,0.6751,+
0.721491,0.071767,0.802379,0.501058,0.451734,0.290892,0.704098,0.631887,+
0.844217,0.060921,0.664078,0.572422,0.498915,0.176044,0.635293,0.705741,+
0.725148,0.069189,0.792659,0.450804,0.380245,0.224464,0.628513,0.590751,+
0.850033,0.049153,0.661015,0.476786,0.442828,0.360371,0.729117,0.734807,+
0.748674,0.067764,0.765689,0.472669,0.450061,0.245874,0.657409,0.635202,+
0.206741,0.046647,0.743691,0.616276,0.465461,0.205455,0.68894,0.660298,+
0.198302,0.048736,0.752595,0.623339,0.447365,0.21384,0.695309,0.653247,+
0.590886,0.069531,0.74268,0.14896,0.408553,0.957256,0.002942,0.844976,+
0.690838,0.073123,0.809715,0.423188,0.488816,0.25731,0.659047,0.610176,+
0.670106,0.070296,0.714417,0.402865,0.722512,0.153935,0.293892,0.028029,+
0.161661,0.046429,0.70957,0.542512,0.551406,0.331706,0.754749,0.628077,+
0.726873,0.068098,0.7569,0.503372,0.536234,0.252734,0.698374,0.649173,+
0.782245,0.060995,0.73992,0.441546,0.47581,0.19383,0.614444,0.65498,+
0.70909,0.071725,0.816967,0.552919,0.45893,0.275324,0.730221,0.626756,+
0.768424,0.065156,0.782386,0.445528,0.391524,0.278191,0.672373,0.659614,+
0.740667,0.067456,0.77844,0.552782,0.510738,0.304211,0.767504,0.680269,+
0.694064,0.071278,0.805674,0.487854,0.466813,0.224462,0.684784,0.618327,+
0.753731,0.060643,0.658186,0.440804,0.706401,0.185934,0.304156,0.116267,+
0.707197,0.080026,0.83632,0.511274,0.520153,0.216921,0.676153,0.709151,+
0.811903,0.061916,0.737185,0.477684,0.388691,0.260309,0.654148,0.684889,-
0.7162,0.078739,0.82333,0.475424,0.448369,0.32815,0.714881,0.623548,-
0.684943,0.075288,0.818447,0.495296,0.541513,0.257162,0.704224,0.60701,-
0.64733,0.078259,0.839225,0.443309,0.521027,0.235362,0.688246,0.592812,-
0.712023,0.087595,0.767111,0.389417,0.748682,0.494168,0.845563,0.457578,-
0.788789,0.057613,0.668579,0.478636,0.598988,0.337043,0.741543,0.715014,-
0.822772,0.065442,0.674749,0.508847,0.546121,0.348348,0.766246,0.665598,-
0.686527,0.073623,0.773329,0.472904,0.532914,0.409773,0.782061,0.609957,-
0.668995,0.074921,0.794862,0.425439,0.480047,0.3711,0.741827,0.567021,-
0.680621,0.088482,0.803779,0.415175,0.753188,0.476042,0.871627,0.428378,-
0.597289,0.093574,0.711584,0.076597,0.568898,0.181391,0.803218,0.676755,-
0.683262,0.079105,0.83177,0.535007,0.518307,0.25342,0.70616,0.586327,-
0.082523,0.073219,0.651557,0.143684,0.537932,0.204475,0.796252,0.715088,-
0.593488,0.094137,0.714975,0.047956,0.502404,0.211388,0.784026,0.67202,-
0.702162,0.073066,0.752055,0.539253,0.610114,0.431502,0.857235,0.651051,-
0.681979,0.080079,0.806196,0.457722,0.634992,0.363882,0.789079,0.515402,-
0.725124,0.073391,0.766897,0.412422,0.598229,0.205412,0.651587,0.628827,-
0.151285,0.059412,0.760032,0.6031,0.492733,0.273977,0.730787,0.653757,-
0.694705,0.08189,0.778777,0.383934,0.740524,0.440569,0.828187,0.432701,-
0.148872,0.050515,0.707886,0.563618,0.568456,0.339525,0.769179,0.631921,-
0.680734,0.077692,0.834679,0.500742,0.503924,0.233571,0.695929,0.595229,-
0.241154,0.04874,0.683598,0.55441,0.712974,0.443888,0.858285,0.533434,-
0.149952,0.098407,0.836958,0.553632,0.779485,0.173642,0.582498,0.878016,-
0.216731,0.04524,0.742495,0.634194,0.470623,0.214687,0.70338,0.682283,-
0.731263,0.066731,0.754258,0.487055,0.557075,0.339423,0.76477,0.661695,+
0.747561,0.071886,0.763305,0.563858,0.491236,0.299098,0.758536,0.679604,+
0.744878,0.117671,0.839175,0.564808,0.878806,0.147396,0.569727,1,+
0.94944,0.043727,0.461641,0.538893,0.993483,0.011739,0.214806,0.366044,+
0.803992,0.068119,0.68846,0.430762,0.729082,0.402947,0.806808,0.514791,+
0.791963,0.058993,0.62048,0.572001,0.555919,0.440806,0.953166,0.262046,+
0.786598,0.063952,0.755564,0.554201,0.485101,0.198909,0.68484,0.691133,+
0.261251,0.033465,0.614372,0.549914,0.49889,0.362783,0.75416,0.720138,+
0.745118,0.06214,0.729189,0.485104,0.542663,0.338826,0.769891,0.653663,+
0.753182,0.068075,0.782881,0.568911,0.504587,0.223252,0.706209,0.660998,+
0.786216,0.062788,0.752914,0.498695,0.413457,0.216263,0.650272,0.688884,+
0.706454,0.070306,0.729146,0.447237,0.586476,0.372782,0.789219,0.64043,+
0.802892,0.062273,0.700182,0.490259,0.458336,0.400071,0.766379,0.689609,+
0.790036,0.066386,0.670603,0.508664,0.50065,0.375501,0.767909,0.704997,+
0.689967,0.075856,0.740459,0.471277,0.541239,0.385309,0.794663,0.619215,+
0.662186,0.07544,0.795413,0.475945,0.543796,0.375658,0.790557,0.583817,+
0.744489,0.068827,0.73403,0.482855,0.527289,0.37351,0.766797,0.622719,+
0.794693,0.0623,0.689454,0.521553,0.615956,0.359497,0.771684,0.691805,+
0.656213,0.077888,0.848447,0.415898,0.400431,0.248765,0.640279,0.545957,+
0.789168,0.058969,0.699949,0.559084,0.521127,0.3156,0.762782,0.678579,+
0.692414,0.070852,0.754442,0.447751,0.52037,0.42804,0.799637,0.632917,+
0.226113,0.043545,0.724138,0.621383,0.515047,0.2396,0.714565,0.694953,+
0.731876,0.068073,0.788977,0.438338,0.40335,0.221758,0.631229,0.611239,+
0.771115,0.063267,0.762951,0.516082,0.524348,0.195954,0.678725,0.674909,+
0.210329,0.048131,0.746998,0.615631,0.51382,0.233976,0.698778,0.694953,+
0.180506,0.053343,0.763561,0.65715,0.496927,0.327584,0.802751,0.680316,+
0.759357,0.07625,0.565405,0.11321,0.573439,0.155428,0.752523,0.797887,+
0.757313,0.062334,0.706579,0.458777,0.472989,0.349091,0.726157,0.642331,+
0.213883,0.057081,0.670858,0.634483,0.559763,0.36337,0.806813,0.668728,+
0.749647,0.062018,0.773888,0.512453,0.464397,0.223796,0.680527,0.659897,+
0.724758,0.065896,0.789505,0.491794,0.457436,0.222805,0.673626,0.62233,+
0.755314,0.070836,0.761791,0.523319,0.479255,0.227522,0.686857,0.655983,+
0.753215,0.074709,0.790812,0.536235,0.561685,0.206757,0.669062,0.748887,+
0.752491,0.069327,0.760138,0.565986,0.491233,0.2963,0.756037,0.68645,+
0.647447,0.123405,0.891962,0.473608,0.821156,0.167236,0.473075,0.623046,+
0.686945,0.08466,0.842004,0.496066,0.60179,0.228026,0.679609,0.698649,+
0.206443,0.046147,0.679115,0.595998,0.590415,0.307406,0.756365,0.66124,+
0.272005,0.062506,0.518955,0.523404,0.79147,0.077492,0.204147,0.235003,+
0.679549,0.087166,0.619826,0.094308,0.655149,0.140232,0.766921,0.721034,+
0.929382,0.041798,0.526805,0.609502,0.709014,0.304293,0.757317,0.823934,+
0.831546,0.054694,0.683787,0.537493,0.554083,0.174624,0.642203,0.711121,+
0.208879,0.054529,0.724876,0.629755,0.475814,0.241967,0.707546,0.662459,+
0.726339,0.074908,0.788302,0.540391,0.455587,0.255306,0.706707,0.630965,+
0.764302,0.072013,0.745558,0.549589,0.477421,0.249473,0.715416,0.691445,+
0.737768,0.063624,0.739647,0.537758,0.552078,0.368779,0.800353,0.654373,+
0.582648,0.179471,0.931246,0.429599,0.550443,0.221214,0.610614,0.622006,+
0.63332,0.086461,0.865364,0.462042,0.497098,0.236875,0.702657,0.548993,+
0.640354,0.080725,0.851335,0.47927,0.529044,0.265795,0.719374,0.594755,+
0.657604,0.082315,0.819616,0.441133,0.625206,0.394467,0.801116,0.496205,+
0.771314,0.072641,0.751581,0.526653,0.483983,0.275918,0.696849,0.67568,+
0.732135,0.068318,0.787733,0.458635,0.391439,0.224773,0.632161,0.604269,+
0.693828,0.078326,0.837838,0.44793,0.415132,0.269809,0.71103,0.590495,+
0.746103,0.069305,0.776734,0.564444,0.460829,0.255132,0.710145,0.654004,+
0.699119,0.072765,0.811521,0.460915,0.44445,0.267383,0.690853,0.640437,+
0.115146,0.063638,0.787895,0.507792,0.545874,0.246878,0.700981,0.59167,-
0.074296,0.064392,0.817552,0.497369,0.510845,0.230065,0.697807,0.578165,-
0.642602,0.084895,0.872511,0.416811,0.433774,0.280217,0.706731,0.549697,-
0.658875,0.072945,0.795056,0.453712,0.530751,0.364231,0.774446,0.579018,-
0.092267,0.06473,0.803561,0.501272,0.496171,0.273415,0.699099,0.599407,-
0.597901,0.084385,0.883549,0.41813,0.453856,0.252264,0.690568,0.522155,+
0.602751,0.087229,0.868822,0.443041,0.519935,0.258047,0.713232,0.553257,-
0.104388,0.06915,0.820762,0.559889,0.582127,0.262874,0.728019,0.612698,-
0.660991,0.086376,0.7924,0.442585,0.697255,0.436403,0.856792,0.523108,-
0.06528,0.06437,0.824871,0.496618,0.488688,0.231326,0.694772,0.568635,-
0.228726,0.046637,0.682008,0.576536,0.539942,0.368327,0.802674,0.6773,-
0.652956,0.081703,0.864925,0.467983,0.437856,0.23004,0.708525,0.567,-
0.694069,0.078576,0.777261,0.458073,0.607479,0.373438,0.792451,0.505889,-
0.639758,0.083328,0.843387,0.38647,0.471313,0.26356,0.666582,0.554489,-
0.675794,0.07406,0.784346,0.47896,0.538464,0.37548,0.80839,0.594133,-
0.659546,0.086015,0.852104,0.465493,0.559392,0.358544,0.799638,0.492093,-
0.114723,0.068595,0.608845,0.162538,0.550381,0.13409,0.782571,0.711676,-
0.678159,0.087565,0.854385,0.51119,0.557203,0.236584,0.705498,0.68739,-
0.145777,0.055325,0.774578,0.544551,0.446997,0.198968,0.645419,0.5714,-
0.610107,0.091175,0.876891,0.393372,0.556245,0.337194,0.759664,0.441835,-
0.541346,0.123424,0.917756,0.334148,0.679147,0.640969,0.310328,0.899414,+
0.595823,0.178966,0.919085,0.394473,0.521317,0.243383,0.589923,0.634519,+
0.643898,0.084299,0.870694,0.41749,0.433034,0.278332,0.704559,0.55129,-
0.099329,0.067306,0.793913,0.528449,0.478162,0.258725,0.720165,0.603333,-
0.61183,0.125747,0.92603,0.459187,0.692983,0.207115,0.604561,0.770543,-
0.122456,0.070164,0.757656,0.478038,0.7276,0.457876,0.85727,0.413082,-
0.557411,0.101094,0.728848,0.033638,0.555878,0.171365,0.79352,0.633069,-
0.649544,0.083424,0.791975,0.410583,0.594602,0.332619,0.745979,0.567375,-
0.622762,0.086063,0.87616,0.406428,0.425011,0.25358,0.673202,0.545148,-
0.664223,0.085067,0.850507,0.408841,0.416408,0.313731,0.695816,0.569387,-
0.683883,0.081126,0.800537,0.441421,0.558498,0.365313,0.757377,0.697751,-
0.566276,0.099891,0.72487,0,0.529893,0.199686,0.780675,0.646623,-
