@relation 'pima-indians-diabetes-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute '0.452Body mass index+0.44 Triceps skin fold thickness+0.4352-Hour serum insulin+0.393Plasma glucose concentration+0.36 Diastolic blood pressure...' numeric
@attribute '0.621Age+0.594Number of times pregnant-0.332Triceps skin fold thickness-0.2512-Hour serum insulin+0.184Diastolic blood pressure...' numeric
@attribute '-0.535Diastolic blood pressure+0.468Plasma glucose concentration+0.433Diabetes pedigree function-0.362Body mass index+0.3372-Hour serum insulin...' numeric
@attribute '-0.834Diabetes pedigree function+0.404Plasma glucose concentration+0.35 2-Hour serum insulin-0.081Number of times pregnant-0.071Age...' numeric
@attribute '-0.488Triceps skin fold thickness-0.476Number of times pregnant+0.466Plasma glucose concentration-0.3472-Hour serum insulin+0.328Diastolic blood pressure...' numeric
@attribute '-0.685Body mass index+0.634Diastolic blood pressure+0.2712-Hour serum insulin-0.194Number of times pregnant-0.094Plasma glucose concentration...' numeric
@attribute '-0.712Age+0.589Number of times pregnant-0.282Triceps skin fold thickness+0.192Diastolic blood pressure+0.1322-Hour serum insulin...' numeric
@attribute '-0.566Triceps skin fold thickness+0.5492-Hour serum insulin-0.45Plasma glucose concentration+0.342Body mass index+0.212Age...' numeric
@attribute 'Class (1=Positive for diabetes)' {0,1}

@data
0.423733,0.828545,0.492485,0.394232,0.45821,0.66459,0.569912,0.598655,0
0.336948,0.287326,0.772117,0.548247,0.699556,0.295224,0.516279,0.498183,1
0.50534,0.238777,0.449806,0.664137,0.472338,0.561546,0.641923,0.441957,1
0.486757,0.398725,0.135907,0.573655,0.276871,0.584799,0.589739,0.514791,0
0.521918,0.510002,0.116166,0.598769,0.824724,0.437623,0.867152,0.718384,1
0.362097,0.592106,0.4455,0.690771,0.691802,0.703982,0.634868,0.467869,0
0.542153,0.271739,0.249141,0.662266,0.486044,0.541291,0.596801,0.514799,0
0.538087,0.732531,0.496639,0.684411,0.311786,0.610592,0.704005,0.435397,1
0.400614,0.246832,0.433818,0.764541,0.589946,0.690651,0.686181,0.523241,0
0.544543,0.159743,0.593393,0.352582,0.631755,0.682697,0.693773,0.59157,1
0.560204,0.241684,0.483917,0.506538,0.468286,0.63452,0.651884,0.586579,1
0.394074,0.517519,0.286177,0.521758,0.235782,0.611536,0.551205,0.484537,0
0.540847,0.097608,0.320459,0.545232,0.494426,0.56268,0.623673,0.566102,0
0.468515,0.365997,0.462174,0.664994,0.638886,0.670296,0.69601,0.45049,1
0.388414,0.314071,0.490037,0.538076,0.497696,0.549246,0.725861,0.576549,0
0.572641,0.537949,0.367045,0.288946,0.443366,0.571807,0.64573,0.485396,1
0.450702,0.286632,0.331752,0.627712,0.509937,0.573018,0.663297,0.55929,0
0.347332,0.434723,0.358426,0.610697,0.466634,0.777011,0.68534,0.534014,0
0.443104,0.521798,0.472474,0.696765,0.858178,0.579985,0.752561,0.440493,1
0.525217,0.260201,0.280748,0.690789,0.367245,0.519627,0.617729,0.520294,0
0.467417,0.903239,0.507816,0.757677,0.711066,0.651512,0.495501,0.4344,1
0.474383,0.374494,0.533713,0.641893,0.421506,0.642312,0.733267,0.635316,0
0.42848,0.333669,0.255923,0.624422,0.487778,0.585446,0.664031,0.424304,1
0.398438,0.384864,0.353514,0.634305,0.607423,0.639384,0.462193,0.470603,1
0.596873,0.78497,0.402395,0.481787,0.320984,0.649794,0.856971,0.311905,1
0.443531,0.261058,0.2147,0.641746,0.535645,0.54829,0.673332,0.434735,0
0.465779,0.293118,0.444842,0.801278,0.577331,0.689534,0.679914,0.465826,0
0.538529,0.215692,0.426985,0.544449,0.48254,0.580487,0.577202,0.552731,1
0.483247,0.777108,0.433922,0.70838,0.650039,0.460252,0.884524,0.46088,0
0.556285,0.212023,0.13707,0.663498,0.50583,0.52503,0.68786,0.591559,1
0.461726,0.483103,0.278422,0.646658,0.29027,0.58033,0.61802,0.488382,0
0.505436,0.632747,0.564928,0.20384,0.425768,0.683077,0.680102,0.450266,0
0.355194,0.287468,0.299476,0.626439,0.449407,0.538757,0.649113,0.601199,0
0.388457,0.429997,0.650676,0.726775,0.718485,0.146694,0.406583,0.565132,1
0.370044,0.871491,0.326637,0.605688,0.334583,0.642689,0.849323,0.550209,0
0.327267,0.247696,0.369251,0.623164,0.447813,0.652625,0.648773,0.51771,0
0.695553,0.137628,0.33337,0.778244,0.603892,0.492984,0.602796,0.551032,0
0.316942,0.353423,0.698802,0.42571,0.54951,0.305506,0.338562,0.653044,0
0.40446,0.648195,0.350279,0.570374,0.598969,0.596446,0.62333,0.618299,1
0.649975,0.492071,0.471512,0.502422,0.377403,0.59113,0.858474,0.450795,1
0.537011,0.729155,0.382459,0.661496,0.806425,0.493651,0.772579,0.522965,1
0.414253,0.277064,0.447956,0.625875,0.608409,0.68054,0.721246,0.518617,0
0.427507,0.343516,0.387853,0.47789,0.483276,0.711892,0.526178,0.566425,0
0.308857,0.11653,0.090943,0.391059,0.199158,0.617526,0.571383,0.641366,0
0.426967,0.572579,0.291255,0.600424,0.689085,0.591068,0.775592,0.597049,0
0.445936,0.799181,0.327656,0.470014,0.46919,0.512596,0.569041,0.717332,0
0.623901,0.630041,0.263373,0.593289,0.348949,0.57114,0.600386,0.525959,0
0.419397,0.219644,0.541424,0.578092,0.562694,0.544843,0.664123,0.468283,0
0.183238,0.324853,0.616468,0.679036,0.386825,0.365876,0.641776,0.511803,0
0.346908,0.338654,0.390907,0.621299,0.377078,0.674889,0.674294,0.502134,0
0.403462,0.368252,0.006842,0.369744,0.173025,0.542834,0.569836,0.737041,1
0.408599,0.463135,0.203156,0.570909,0.662224,0.498277,0.770001,0.703805,0
0.411013,0.538493,0.33734,0.645934,0.733039,0.620859,0.773584,0.538946,0
0.430169,0.476915,0.147471,0.506475,0.365101,0.616244,0.424401,0.620149,0
0.349195,0.262842,0.393726,0.503337,0.523597,0.633537,0.663652,0.578244,0
0.413857,0.342622,0.250023,0.473936,0.717207,0.500194,0.842572,0.695889,0
0.496199,0.869006,0.399949,0.644327,0.653196,0.607815,0.739444,0.499855,1
0.549798,0.137452,0.522386,0.472781,0.402878,0.551704,0.561777,0.493833,1
0.457365,0.639387,0.564915,0.507406,0.064628,0.123884,0.669552,0.436167,1
0.545986,0.690326,0.235595,0.497113,0.079024,0.517218,0.680302,0.500578,0
0.705117,0.23058,0.567753,0.634961,0.675655,0.620526,0.656898,0.448729,1
0.659495,0.33061,0.610322,0.744473,0.428103,0.615819,0.775358,0.476439,1
0.45476,0.847805,0.450198,0.672076,0.648137,0.573137,0.394915,0.568181,0
0.611768,0.726339,0.114612,0.517045,0.460731,0.64945,0.310171,0.557447,0
0.527107,0.81882,0.405724,0.541808,0.736341,0.533738,0.348137,0.668843,1
0.600257,0.331351,0.450609,0.725701,0.442949,0.624533,0.747062,0.618265,0
0.453462,0.345591,0.373374,0.534664,0.321891,0.502323,0.672508,0.540667,0
0.370892,0.557413,0.392623,0.589985,0.590318,0.604334,0.828302,0.529129,1
0.29721,0.2523,0.362126,0.61812,0.527874,0.68863,0.623989,0.452404,0
0.383191,0.325193,0.246872,0.57073,0.471621,0.715998,0.776343,0.57953,0
0.57706,0.460254,0.268431,0.68051,0.597531,0.74639,0.462622,0.566649,1
0.900867,0.048864,0.751728,0.266193,0.486776,0.722482,0.848009,0.585137,1
0.36308,0.171993,0.774699,0.221987,0.461669,0.990004,0.686009,0.316001,0
0.41388,0.150285,0.309056,0.50793,0.524344,0.560033,0.643048,0.607417,0
0.467271,0.200636,0.300064,0.643597,0.351783,0.520299,0.587184,0.478829,0
0.562165,0.161881,0.460431,0.504074,0.369045,0.513973,0.581411,0.490972,0
0.767979,0.711026,0.405736,0.622765,0.093104,0.577365,0.657974,0.622899,1
0.3761,0.251529,0.313419,0.620279,0.568803,0.745609,0.677667,0.562056,0
0.46143,0.129635,0.29022,0.519681,0.403092,0.520076,0.608318,0.53306,0
0.509522,0.524037,0.30459,0.667996,0.858499,0.386872,0.753759,0.615122,1
0.628821,0.228719,0.217396,0.336257,0.618776,0.644058,0.52412,0.594158,0
0.482091,0.197763,0.389716,0.456266,0.514383,0.647276,0.651212,0.498814,0
0.316372,0.256651,0.350279,0.626803,0.513595,0.714369,0.602445,0.413487,0
0.418962,0.198004,0.560692,0.475884,0.533225,0.690954,0.764096,0.640593,0
0.412265,0.20949,0.513089,0.288086,0.512093,0.684214,0.667745,0.549097,0
0.415588,0.277747,0.39099,0.695992,0.493705,0.693604,0.632994,0.47053,0
0.319197,0.30231,0.441726,0.679971,0.512559,0.633181,0.633618,0.481878,0
0.491577,0.452563,0.343347,0.468239,0.469176,0.580512,0.643083,0.444133,1
0.593969,0.630473,0.09613,0.547413,0.421064,0.538533,0.637658,0.514135,1
0.647026,0.606918,0.462111,0.670878,0.368661,0.693755,0.460381,0.666434,1
0.476261,0.290209,0.421813,0.397252,0.475737,0.615589,0.692953,0.55629,0
0.506894,0.317911,0.387069,0.597612,0.36359,0.639819,0.435244,0.656141,0
0.512263,0.51956,0.34632,0.654094,0.862648,0.410344,0.855422,0.558338,1
0.496084,0.158522,0.579492,0.778692,0.387986,0.769129,0.781505,0.716411,0
0.406078,0.497031,0.441619,0.581354,0.459114,0.714105,0.640698,0.54107,0
0.476544,0.520143,0.476909,0.503023,0.819716,0.587621,0.787281,0.509605,1
0.579996,0.143755,0.700248,0.3192,0.454306,0.692647,0.754343,0.606243,0
0.47118,0.327323,0.495128,0.40415,0.277738,0.656592,0.501634,0.513878,0
0.460707,0.189388,0.282992,0.664418,0.559836,0.535064,0.556474,0.354793,1
0.27035,0.411535,0.361839,0.534164,0.515637,0.705014,0.749366,0.580921,0
0.53671,0.385439,0.403599,0.739193,0.720296,0.503126,0.687685,0.267752,1
0.328053,0.483689,0.311138,0.613325,0.546252,0.541583,0.70371,0.63431,1
0.372819,0.791266,0.458953,0.667482,0.508102,0.59343,0.490639,0.548152,0
0.578617,0.431104,0.27885,0.64483,0.426858,0.597931,0.63144,0.41761,1
0.424807,0.595569,0.199555,0.505013,0.23684,0.581046,0.729536,0.540723,0
0.432617,0.659558,0.442133,0.727792,0.710305,0.499631,0.645931,0.506478,1
0.536706,0.179332,0.415535,0.604575,0.439128,0.423945,0.62735,0.584714,0
0.387524,0.633575,0.384615,0.564768,0.59759,0.614368,0.557524,0.613734,1
0.267864,0.33283,0.412218,0.593206,0.625927,0.675824,0.636585,0.56064,0
0.532579,0.7198,0.669161,0.430605,0.776802,0.620252,0.849253,0.382344,1
0.828669,0.029027,0.584815,0.774155,0.339811,0.622472,0.669684,0.702326,1
0.540226,0.392704,0.221085,0.431646,0.430435,0.604755,0.754886,0.419655,0
0.518981,0.187729,0.365574,0.590795,0.47392,0.624335,0.650539,0.581074,0
0.682397,0.135602,0.483438,0.509945,0.65707,0.631815,0.809489,0.696507,0
0.427178,0.283493,0.387552,0.695387,0.619103,0.667685,0.693992,0.409664,0
0.529235,0.115894,0.438794,0.636174,0.519652,0.565232,0.631217,0.487001,1
0.708916,0.189663,0.483375,0.880828,0.434142,0.701494,0.843489,0.639409,1
0.410995,0.215826,0.435675,0.329393,0.574305,0.658681,0.686901,0.481043,0
0.569021,0.461355,0.31067,0.539646,0.611112,0.539018,0.600832,0.420026,1
0.266501,0.361957,0.427871,0.468215,0.561226,0.751557,0.663424,0.576523,0
0.446911,0.331249,0.400577,0.69547,0.405954,0.631248,0.641182,0.449565,1
0.637782,0.170961,0.235847,0.587029,0.548796,0.564758,0.641445,0.578248,0
0.381833,0.250425,0.382124,0.524923,0.469273,0.67078,0.730924,0.540396,0
0.521126,0.074936,0.266335,0.545861,0.452725,0.500212,0.571214,0.480071,0
0.397318,0.274191,0.348915,0.57036,0.555822,0.565304,0.697199,0.449996,0
0.67606,0.485814,0.379466,0.630625,0.413203,0.502878,0.792695,0.560814,1
0.6826,0.339883,0.441569,0.809647,0.489615,0.594576,0.700381,0.469079,1
0.03189,0.28208,0.724841,0.649437,0.262208,0.659568,0.490728,0.426255,0
0.58839,0.356412,0.499695,0.7609,0.600513,0.567633,0.497289,0.46888,1
0.625073,0.180651,0.217025,0.67807,0.58101,0.627998,0.586582,0.473466,0
0.514444,0.371496,0.273863,0.642977,0.436807,0.664189,0.45474,0.699757,1
0.147641,0.289177,0.58058,0.68115,0.352646,0.391385,0.596301,0.544506,0
0.436899,0.422,0.345654,0.501959,0.45024,0.650293,0.586226,0.638605,0
0.36951,0.250288,0.316064,0.50579,0.547953,0.659075,0.713862,0.630935,0
0.35328,0.478212,0.390268,0.691474,0.724873,0.656065,0.691309,0.504726,0
0.380723,0.374197,0.480572,0.299799,0.592485,0.698713,0.563628,0.586372,0
0.311566,0.272921,0.563231,0.701697,0.646525,0.171757,0.495248,0.614671,1
0.577338,0.73893,0.246398,0.604665,0.350242,0.497777,0.810526,0.383628,0
0.414158,0.536765,0.421457,0.606616,0.71275,0.59188,0.825635,0.498269,0
0.278694,0.304711,0.33633,0.64312,0.49612,0.735589,0.667362,0.448162,0
0.457803,0.543806,0.31407,0.43201,0.673264,0.588156,0.855671,0.633866,0
0.60095,0.493903,0.339594,0.657135,0.91845,0.687917,0.490783,0.367746,1
0.399093,0.229725,0.305261,0.510725,0.449535,0.587921,0.690313,0.561195,0
0.464033,0.305562,0.343558,0.669276,0.403923,0.55363,0.732654,0.517905,0
0.422083,0.590054,0.4515,0.364945,0.536032,0.57602,0.871782,0.584581,1
0.382838,0.443218,0.383778,0.578409,0.533635,0.556408,0.687396,0.505827,1
0.904864,0.011674,0.514125,0,0.898476,0.365528,0.620713,0.319036,1
0.389109,0.310413,0.414045,0.499764,0.555248,0.704714,0.647759,0.575997,0
0.516553,0.152009,0.205866,0.587341,0.437146,0.615708,0.535138,0.497975,0
0.461265,0.133471,0.324602,0.547207,0.475403,0.574364,0.582654,0.470963,1
0.420794,0.279587,0.338454,0.64646,0.623756,0.639659,0.611876,0.528801,0
0.318514,0.251059,0.39595,0.568426,0.424606,0.721078,0.670956,0.584884,0
0.375398,0.386743,0.43574,0.566747,0.751831,0.610692,0.772572,0.521644,1
0.519719,0.114073,0.29494,0.616403,0.421248,0.567055,0.599049,0.680004,0
0.287135,0.682913,0.788565,0.44561,0.355472,0.45431,0.059199,0.621005,0
0.462401,0.195849,0.358007,0.555605,0.427876,0.486191,0.649673,0.578817,0
0.549828,0.785164,0.407952,0.680248,0.316378,0.414122,0.887865,0.279344,1
0.405414,0.660308,0.56028,0.502612,0.656114,0.594085,0.252553,0.61572,0
0.419,0.324816,0.292137,0.555127,0.315837,0.597577,0.752878,0.519213,0
0.771825,0.594942,0.45362,0.460526,0.23389,0.601448,0.664948,0.498608,1
0.5796,0.960038,0.429195,0.541255,0.216317,0.643077,0.226491,0.488903,0
0.473339,0.698586,0.476771,0.463542,0.284237,0.693227,0.653782,0.452504,0
0.244425,0.33883,0.371501,0.515447,0.517424,0.683874,0.651819,0.621652,0
0.518117,0.465776,0.270005,0.388356,0.177354,0.541111,0.652832,0.52435,0
0.417248,0.481138,0.239809,0.552796,0.336781,0.647201,0.588979,0.471914,0
0.457299,0.712899,0.415723,0.343176,0.555406,0.750307,0.982653,0.521929,0
0.355215,0.223505,0.505051,0.635161,0.547974,0.676061,0.665051,0.50579,0
0.279537,0.214831,0.345065,0.582956,0.47458,0.585519,0.618046,0.619764,0
0.491659,0.131639,0.32555,0.516203,0.461422,0.556438,0.563504,0.546662,0
0.262666,0.582847,0.595514,0.654289,0.275001,0.261,0.641986,0.560253,1
0.678029,0.340672,0.327289,0.598269,0.50348,0.457847,0.790815,0.462919,0
0.583629,0.265307,0.282765,0.533894,0.682802,0.527842,0.582403,0.386975,0
0.461511,0.211137,0.285907,0.682516,0.592974,0.561005,0.571045,0.345794,0
0.442588,0.209286,0.269794,0.624908,0.635066,0.492772,0.604073,0.479918,0
0.451719,0.805299,0.329932,0.632116,0.621277,0.644574,0.647572,0.571516,0
0.319705,0.449552,0.352159,0.663271,0.590627,0.56512,0.788893,0.554309,0
0.488405,0.589889,0.331165,0.637688,0.605004,0.701109,0.196946,0.468427,0
0.587908,0.191241,0.339412,0.513587,0.357159,0.67164,0.610542,0.528643,1
0.441816,0.506979,0.407865,0.577076,0.363488,0.695179,0.810391,0.514337,0
0.49732,0.566005,0.329413,0.663696,0.237341,0.632489,0.656625,0.379699,0
0.534449,0.709279,0.335596,0.551472,0.4752,0.681627,0.284435,0.4528,0
0.635083,0.321226,0.482221,0.768762,0.430119,0.614921,0.639204,0.615508,1
0.49743,0.28304,0.198879,0.637816,0.62005,0.622778,0.524639,0.414861,0
0.363464,0.350292,0.335788,0.571158,0.329659,0.583513,0.662551,0.537077,0
0.480441,0.157498,0.18903,0.617846,0.485324,0.616018,0.622683,0.623162,0
0.360712,0.264551,0.630942,0.568724,0.695008,0.165058,0.49621,0.624993,1
0.618843,0.092755,0.353941,0.703603,0.478384,0.534255,0.602726,0.574282,1
0.693856,0.006442,0.501378,0.747398,0.322473,0.591603,0.724231,0.712956,0
0.793603,0.400745,0.544889,0.48546,0.688794,0.558968,0.316171,0.681799,0
0.361047,0.422681,0.315164,0.576872,0.458338,0.646431,0.698575,0.485575,0
0.5358,1,0.560118,0.60705,0.694344,0.633223,0.496717,0.46441,0
0.453002,0.205669,0.302048,0.467898,0.441595,0.54225,0.661784,0.581868,0
0.469912,0.443793,0.177611,0.539259,0.490512,0.656463,0.458127,0.539127,0
0.442149,0.382931,0.228656,0.609661,0.346584,0.545205,0.558024,0.432674,0
0.539896,0.483137,0.544776,0.377827,0.497479,0.662399,0.573206,0.583615,1
0.015734,0.333971,0.682184,0.646327,0.140751,0.639057,0.619149,0.431738,0
0.469248,0.915207,0.486943,0.649793,0.638051,0.619269,0.406365,0.533757,0
0.33203,0.52715,0.378956,0.596937,0.548061,0.615795,0.764258,0.555854,0
0.393152,0.281366,0.327755,0.501249,0.480726,0.648142,0.699877,0.622276,0
0.597479,0.720749,0.521433,0.796092,0.400963,0.633227,0.483348,0.353191,1
0.616771,0.466031,0.526035,0.542341,0.405793,0.657082,0.683097,0.472662,0
0.42352,0.318558,0.308854,0.631888,0.580677,0.753141,0.764129,0.478172,0
0.437919,0.309317,0.18993,0.549791,0.424839,0.528783,0.615986,0.518192,0
0.433601,0.363652,0.107534,0.244829,0.060457,0.520886,0.519935,0.681574,1
0.49432,0.504411,0.384618,0.431633,0.298681,0.549976,0.649236,0.581123,0
0.496567,0.408392,0.182419,0.564752,0.413997,0.551076,0.464701,0.488775,0
0.382742,0.713202,0.224629,0.516886,0.388012,0.571816,0.859392,0.674741,0
0.593808,0.382098,0.365229,0.723855,0.805111,0.629144,0.543704,0.442766,1
0.474419,0.179004,0.507024,0.579554,0.512815,0.634443,0.707221,0.526643,0
0.406239,0.16471,0.457663,0.379563,0.408436,0.563637,0.699622,0.563635,0
0.427348,0.917819,0.413094,0.537312,0.468185,0.659074,0.492961,0.606024,0
0.457567,0.731927,0.249456,0.505612,0.10894,0.553556,0.708577,0.475917,1
0.412343,0.209641,0.500899,0.77488,0.509969,0.71521,0.679679,0.529538,0
0.351575,0.868863,0.360036,0.563558,0.31785,0.620667,0.556629,0.639283,0
0.301664,0.332977,0.390568,0.507991,0.595341,0.610233,0.750847,0.599303,0
0.344932,0.305016,0.379184,0.667235,0.362365,0.598102,0.682099,0.529057,0
0.49546,0.396537,0.436855,0.727307,0.627636,0.585377,0.70805,0.463778,1
0.65835,0.687287,0.44052,0.512206,0.325334,0.68016,0.628056,0.490716,1
0.481711,0.776768,0.295796,0.578258,0.629724,0.550121,0.635479,0.648147,0
0.352463,0.796452,0.292449,0.542192,0.222914,0.46146,0.879345,0.659373,0
0.560603,0.717813,0.550426,0.629846,0.342312,0.881655,0.551314,0.750063,0
0.360665,0.245558,0.246406,0.591892,0.286354,0.685013,0.607606,0.516515,0
0.523364,0.296792,0.308028,0.654164,0.463604,0.63089,0.693816,0.490398,0
0.072144,0.481037,0.748249,0.68408,0.148607,0.606257,0.687412,0.354355,0
0.465894,0.748988,0.430218,0.482073,0.550981,0.513764,0.760063,0.588188,1
0.33452,0.414815,0.381965,0.675908,0.647684,0.514155,0.750849,0.553417,0
0.30625,0.30232,0.373759,0.525288,0.406135,0.652599,0.720362,0.466609,0
0.31855,0.244769,0.404082,0.627106,0.415867,0.739791,0.667968,0.485783,0
0.395093,0.358256,0.343985,0.710301,0.48923,0.671942,0.743353,0.534173,0
0.49125,0.131376,0.410786,0.625126,0.463367,0.645897,0.636409,0.546557,0
0.332313,0.372123,0.462148,0.497326,0.692462,0.66754,0.593971,0.574849,0
0.443664,0.243666,0.475996,0.530518,0.537137,0.599229,0.731835,0.529841,0
0.447111,0.282325,0.297498,0.465931,0.859822,0.483893,0.715936,0.701045,0
0.568474,0.118075,0.284835,0.367611,0.378506,0.511927,0.507137,0.495426,0
0.234793,0.423782,0.590974,0.517224,0.281358,0.296722,0.661798,0.613466,0
0.457197,0.125906,0.43637,0.263651,0.438237,0.570412,0.627392,0.560615,0
0.263212,0.340942,0.610149,0.656737,0.4709,0.252158,0.695798,0.534453,1
0.38322,0.548575,0.273298,0.611028,0.729094,0.70894,0.443881,0.661712,0
0.308745,0.62294,0.438458,0.362796,0.446833,0.714568,0.140438,0.768797,0
0.603519,0.112573,0.397662,0.537485,0.54309,0.656416,0.660165,0.550044,0
0.675106,0.262434,0.349595,0.442561,0.463298,0.673984,0.63478,0.452684,1
0.636764,0.464669,0.336517,0.500519,0.182341,0.552313,0.661324,0.626453,1
0.530422,0.289561,0.424512,0.610875,0.471337,0.631834,0.72067,0.56575,1
0.56492,0.739846,0.278893,0.334711,0.268041,0.583589,0.5775,0.532791,1
0.468271,0.351662,0.131455,0.59947,0.489134,0.583957,0.760495,0.60966,0
0.445986,0.262385,0.257128,0.562766,0.456562,0.651207,0.576832,0.560645,0
0.699307,0.550453,0.435403,0.723861,0.464187,0.63451,0.797898,0.429296,1
0.758222,0.558789,0.555277,0.519037,0.630946,0.517956,0.542387,0.577318,1
0.487924,0.365893,0.375485,0.729448,0.452414,0.579558,0.725639,0.563753,0
0.606441,0.46823,0.360738,0.66687,0.571774,0.633546,0.313537,0.379694,0
0.62213,0.559487,0.375666,0.570427,0.782034,0.75414,0.67266,0.266905,0
0.386171,0.25577,0.303573,0.643542,0.533868,0.627374,0.640406,0.398359,0
0.454594,0.239428,0.326481,0.495894,0.357129,0.612318,0.686061,0.563245,0
0.436369,0.892106,0.327989,0.578046,0.54093,0.682089,0.41255,0.653462,0
0.378594,0.216142,0.326306,0.545966,0.454069,0.598166,0.627888,0.533152,0
0.448092,0.219293,0.311784,0.540919,0.45184,0.5552,0.599154,0.658039,0
0.515396,0.481894,0.400693,0.722919,0.195087,0.669837,0.685826,0.508519,0
0.466699,0.252509,0.195103,0.588554,0.460723,0.518716,0.495763,0.469086,0
0.405118,0.85982,0.353042,0.579299,0.449611,0.615595,0.55003,0.628522,0
0.559705,0.626746,0.156424,0.58166,0.220958,0.346387,0.695675,0.488626,0
0.365093,0.71699,0.291776,0.526127,0.350894,0.562923,0.916179,0.618431,0
0.431853,0.777275,0.325013,0.644674,0.582566,0.552838,0.533977,0.63513,1
0.680987,0.197253,0.53393,0.772062,0.690422,0.52725,0.620674,0.515694,1
0.465304,0.173516,0.250722,0.551165,0.437147,0.547045,0.60586,0.55898,0
0.399735,0.454508,0.400183,0.526161,0.336504,0.591413,0.71286,0.522263,0
0.365929,0.331236,0.316817,0.4748,0.736611,0.64786,0.666768,0.658801,0
0.369132,0.236371,0.474529,0.476718,0.454824,0.621254,0.718422,0.571239,0
0.456521,0.195878,0.238466,0.545331,0.554225,0.530082,0.655506,0.511174,0
0.470985,0.515134,0.297659,0.654982,0.182546,0.557896,0.503569,0.589388,0
0.545121,0.448468,0.420612,0.684662,0.491377,0.60412,0.6064,0.456695,0
0.498974,0.248982,0.353175,0.704465,0.475616,0.593199,0.4946,0.578636,1
0.338826,0.509902,0.281266,0.545192,0.541618,0.581302,0.586451,0.701833,0
0.358419,0.434949,0.328805,0.645604,0.771005,0.780849,0.825677,0.484696,0
0.419556,0.255075,0.370789,0.574841,0.409812,0.561971,0.684477,0.43029,0
0.405613,0.241775,0.326875,0.659768,0.461509,0.54107,0.707584,0.626599,0
0.633282,0.15286,0.511944,0.583739,0.519819,0.776231,0.761764,0.59491,0
0.469936,0.146373,0.355489,0.642095,0.356904,0.449239,0.503343,0.397263,0
0.424613,0.420882,0.567722,0.474528,0.258168,0.58754,0.676753,0.541394,0
0.45665,0.333544,0.315243,0.478235,0.84038,0.507566,0.829599,0.643501,1
0.386722,0.739511,0.409832,0.628328,0.468767,0.560068,0.870772,0.503097,0
0.792075,0.42743,0.37025,0.592548,0.3132,0.53036,0,0,1
0.592608,0.188571,0.208826,0.623865,0.721531,0.546306,0.617094,0.33112,1
0.372901,0.434215,0.343482,0.617795,0.325693,0.58052,0.719503,0.391926,0
0.479269,0.963744,0.34693,0.569909,0.264141,0.605795,0.588355,0.495242,0
0.423007,0.696477,0.252235,0.581148,0.51443,0.491205,0.742536,0.677523,0
0.720082,0.504211,0.615362,0.686347,0.046561,0.790861,0.700907,0.893197,1
0.284593,0.276985,0.404793,0.551946,0.50639,0.640538,0.658226,0.508857,0
0.42837,0.72166,0.375899,0.677786,0.576746,0.473032,0.74435,0.557144,1
0.310409,0.543781,0.37453,0.599375,0.482841,0.619805,0.800053,0.551277,0
0.691185,0.531367,0.560794,0.455197,0.663117,0.68099,0.487015,0.505718,1
0.126058,0.215499,0.580142,0.569698,0.339868,0.436437,0.505846,0.609617,0
0.664185,0.635034,0.244825,0.329546,0.349879,0.431022,0.735186,0.488104,1
0.569377,0.17311,0.207552,0.675184,0.377331,0.562329,0.617466,0.47168,0
0.444908,0.602662,0.359752,0.58071,0.738317,0.587902,0.574924,0.6142,1
0.469635,0.150336,0.596073,0.155097,0.424652,0.63113,0.703069,0.602732,0
0.631104,0.335065,0.420076,0.53761,0.242008,0.617486,0.688701,0.509544,0
0.575466,0.261563,0.539271,0.676017,0.838205,0.679411,0.762095,0.494381,1
0.398885,0.46222,0.162183,0.542277,0.673457,0.490627,0.416409,0.844342,0
0.291372,0.161859,0.493927,0.515175,0.373318,0.460837,0.596413,0.522143,0
0.453787,0.535799,0.38646,0.758383,0.892292,0.522962,0.567234,0.535083,1
0.340038,0.231608,0.524628,0.6283,0.377395,0.589207,0.584662,0.536791,0
0.402919,0.320514,0.279723,0.561819,0.629756,0.717131,0.677625,0.472278,0
0.180156,0.433636,0.581937,0.632643,0.241306,0.351101,0.67797,0.55349,0
0.43068,0.323472,0.277513,0.6786,0.501332,0.635853,0.51223,0.365433,0
0.635062,0.653342,0.440067,0.536797,0.43641,0.583316,0.539354,0.523063,1
0.310635,0.509623,0.724387,0.761688,0.556959,0.284613,0.55244,0.431334,1
0.455983,0.198741,0.347593,0.552195,0.573772,0.49943,0.633238,0.415164,0
0.75857,0.096426,0.575168,0.504775,0.639976,0.618547,0.749565,0.48566,1
0.337293,0.251993,0.401366,0.539181,0.397317,0.713658,0.595547,0.454609,0
0.655419,0.16373,0.341771,0.764121,0.559962,0.59998,0.610392,0.573815,0
0.372164,0.253574,0.426208,0.736006,0.447171,0.687709,0.685579,0.602873,0
0.421396,0.260396,0.40657,0.656922,0.370912,0.562693,0.705491,0.590511,0
0.572243,0.389295,0.5749,0.671157,0.560441,0.556679,0.618038,0.513426,1
0.774773,0.443114,0.472376,0.611394,0.380094,0.640541,0.736869,0.53811,1
0.49387,0.394386,0.331194,0.382395,0.46909,0.60418,0.805759,0.44581,0
0.615681,0.725645,0.411881,0.560202,0.291187,0.531556,0.719148,0.550692,1
