@relation 'vote-weka.filters.supervised.attribute.NominalToBinary-N_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M8'

@attribute -0.325el-salvador-aid+0.315aid-to-nicaraguan-contras-0.312physician-fee-freeze+0.303mx-missile+0.294adoption-of-the-budget-resolution... numeric
@attribute '-0.62water-project-cost-sharing-0.506synfuels-corporation-cutback+0.39 immigration+0.195anti-satellite-test-ban+0.167education-spending...' numeric
@attribute '0.664immigration+0.37 religious-groups-in-schools+0.359synfuels-corporation-cutback+0.334export-administration-act-south-africa+0.208adoption-of-the-budget-resolution...' numeric
@attribute 0.601synfuels-corporation-cutback-0.524water-project-cost-sharing-0.373export-administration-act-south-africa+0.307duty-free-exports-0.202handicapped-infants... numeric
@attribute 0.832handicapped-infants-0.318duty-free-exports-0.239water-project-cost-sharing+0.216immigration+0.188synfuels-corporation-cutback... numeric
@attribute 0.659export-administration-act-south-africa-0.54immigration-0.323water-project-cost-sharing+0.206crime+0.193religious-groups-in-schools... numeric
@attribute -0.512duty-free-exports-0.431export-administration-act-south-africa+0.328mx-missile+0.268religious-groups-in-schools-0.242immigration... numeric
@attribute 0.405religious-groups-in-schools-0.399synfuels-corporation-cutback-0.399education-spending+0.355adoption-of-the-budget-resolution+0.307duty-free-exports... numeric
@attribute Class {democrat,republican}

@data
0.766689,0.799146,0.696039,0.310008,0.767802,0.62504,0.834432,0.635189,democrat
0.700684,0.502499,0.871757,0.628734,0.719024,0.640914,0.568408,0.659474,democrat
0.767378,0.333481,0.921078,0.398357,0.566126,0.468211,0.645153,0.508125,democrat
0.574308,0.354583,0.999348,0.380313,0.373993,0.558715,0.772319,0.428705,democrat
0.231425,0.67541,0.731427,0.129683,0.321943,0.577491,0.485017,0.29496,republican
0.227032,0.757931,0.705031,0.530343,0.352587,0.640602,0.274704,0.808292,republican
0.824007,0.476566,0.713549,0.157004,0.418995,0.312927,0.558748,0.691258,democrat
0.856813,0.474501,0.647712,0.579216,0.175581,0.31812,0.274963,0.197455,democrat
0.698414,0.582613,0.85754,0.231196,0.092566,0.421598,0.691259,0.644925,democrat
0.39349,1,0.563457,0.306881,0.41769,0.600234,0.570209,0.143195,republican
0.861021,0.660551,0.446088,0.525763,0.080511,0.742684,0.667797,0.761376,democrat
0.160179,0.878541,0.655352,0.385158,0.476738,0.718281,0.454091,0.453016,republican
0.015321,0.642754,0.206711,0.651394,0.409158,0.485757,0.769942,0.587936,republican
0.071192,0.586634,0.673191,0.228338,0.37793,0.519575,0.335107,0.46276,republican
0.012678,0.781247,0.457304,0.642179,0.507759,0.249953,0.665742,0.576578,republican
0.015321,0.642754,0.206711,0.651394,0.409158,0.485757,0.769942,0.587936,republican
0.769332,0.660654,0.445446,0.319224,0.669201,0.860844,0.938632,0.646547,democrat
0.012678,0.781247,0.457304,0.642179,0.507759,0.249953,0.665742,0.576578,republican
0.752521,0.821749,0.602319,0.457811,0.606534,0.560018,0.509139,0.615527,democrat
0.077175,0.76727,0.444092,0.76422,0.359594,0.207056,0.440495,0.698284,republican
0.722988,0.772356,0.770227,0.320031,0.293401,0.514328,0.892253,0.625406,democrat
0.964916,0.567133,0.506838,0.227604,0.482078,0.260223,0.334193,0.52883,democrat
0.149857,0.550055,0.753699,0.202577,0.391033,0.541699,0.435154,0.604128,republican
0.318328,0.333769,0.610081,0.507446,0.16526,0.833714,0.361326,0.26462,republican
0.453356,0.425485,0.559074,0.210602,0.103649,0.729722,0.503189,0.728224,republican
0.431207,0.476963,0.424451,1,0.196316,0.434866,0.930043,0.3987,democrat
0.898929,0.825565,0.390873,0.45909,0.578694,0.379899,0.298943,0.469922,democrat
0.931036,0.710453,0.29971,0.521889,0.109719,0.654531,0.546651,0.596043,democrat
0.980237,0.650493,0.220788,0.442544,0.493196,0.637827,0.503189,0.622647,democrat
0.557608,0.526535,0.853136,0.158059,0.251642,0.407589,0.862318,0.615422,democrat
0.829526,0.540445,0.580384,0.031088,0.596368,0.267671,0.662848,0.404218,democrat
0.464701,0.064808,0.66512,0.336859,0.736743,0.766855,0.718982,0.655905,democrat
0.521667,0.445308,0.787117,0.056485,0.702082,0.43683,0.758968,0.739061,democrat
0.022406,0.23173,0.384628,0.692175,0.389522,0.407274,0.7025,0.342074,republican
0.236395,0.44551,0.483376,0.245135,0.236608,0.729004,0.671689,0.499212,democrat
0.684581,0.391577,0.349563,0.349659,0.665214,0.667555,0.559157,0,democrat
0.073835,0.448141,0.422598,0.237554,0.27933,0.755379,0.439307,0.474118,republican
0.922825,0.253445,0.411916,0.361284,0.621725,0.602241,0.660994,0.255079,democrat
0.8949,0.517231,0.653215,0.231478,0.45287,0.348376,0.455339,0.694164,democrat
0,0.559394,0.492761,0.436454,0.39804,0.108153,0.600945,0.49412,republican
0.967559,0.42864,0.256244,0.23682,0.383477,0.496027,0.438393,0.540189,democrat
1,0.461321,0.363248,0.68905,0.583279,0.701144,0.500545,0.459244,democrat
0.931036,0.710453,0.29971,0.521889,0.109719,0.654531,0.546651,0.596043,democrat
0.79198,0.310404,0.613059,0.591121,0.045505,0.727001,0.561184,0.356681,democrat
0.103633,0.619315,0.780195,0.680568,0.577732,0.724691,0.397259,0.381815,republican
0.660522,0.478607,0.652965,0.669727,0.418986,0.971768,0.837907,0.525429,democrat
0.980237,0.650493,0.220788,0.442544,0.493196,0.637827,0.503189,0.622647,democrat
0.901201,0.835072,0.53645,0.428176,0.648845,0.49399,0.488039,0.591561,democrat
0.084285,0.393622,0.270249,0.818555,0.882718,0.53237,0.723836,0.451137,republican
0.174526,0.659979,0.71986,0.755042,0.611608,0.760141,0.293851,0.384722,republican
0.718178,0.393442,1,0.477702,0.182649,0.484915,0.688614,0.481521,democrat
0.546132,0.254531,0.893353,0.53503,0.280818,0.468787,0.302413,0.742772,democrat
0.456585,0.961066,0.473448,0.406529,0.512012,0.571873,0.410249,0.380532,republican
0.948156,0.659774,0.692763,0.759179,0.298403,0.482044,0.439806,0.421281,democrat
0.295569,0.905229,0.581805,0.581674,0.362448,0.710833,0.125436,0.577628,republican
0.08387,0.808487,0.637735,0.434063,0.487649,0.661375,0.399904,0.545219,republican
0.061879,0.721286,0.378382,0.562834,0.891236,0.233249,0.62228,0.603183,republican
0.901468,0.849862,0.460437,0.457905,0.576427,0.464823,0.359818,0.452456,democrat
0.392105,0.553173,0.575205,0.088484,0.193266,0.804515,0.830805,0.378795,republican
0.705518,0.267385,0.502877,0.642057,0.092849,0.641067,0.404587,0.449744,democrat
0.466637,0.899542,0.77713,0.407035,0.25342,0.667614,0.566156,0.571601,republican
0.635361,0.300909,0.556916,0.485597,0.013441,0.602099,0.512878,0.277257,democrat
0.258607,0.65279,0.878319,0.605902,0.579923,0.803722,0.551493,0.43098,republican
0.8457,0.577191,0.732137,0.310823,0.069393,0.36508,0.498801,0.66756,democrat
0.741705,0.820484,0.471919,0.444846,0.659299,0.432555,0.343012,0.58978,republican
0.015321,0.642754,0.206711,0.651394,0.409158,0.485757,0.769942,0.587936,republican
0.015321,0.642754,0.206711,0.651394,0.409158,0.485757,0.769942,0.587936,republican
0.626756,0.408334,0.923345,0.300892,0.698921,0.573908,0.831227,0.227587,democrat
0.08387,0.808487,0.637735,0.434063,0.487649,0.661375,0.399904,0.545219,republican
0.772188,0.712395,0.691305,0.240686,0.676879,0.497624,0.848791,0.652011,democrat
0.52673,0.718493,0.728659,0.263057,0.845965,0.634526,0.78223,0.804914,democrat
0.703148,0.362248,0.858277,0.306044,0.641873,0.481941,0.742178,0.247316,democrat
0.221483,0.203299,0.502174,0.58419,0.829922,0,0.504961,0.535882,republican
0.218925,0.138133,0.49708,0.380138,0.76826,0.739192,0.432373,0.496152,republican
0.179076,0.253879,0.693079,0.690617,0.50395,0.113199,0.728312,0.583532,democrat
0.853488,0.560955,0.613189,0.582445,0.873224,0.539141,0.48005,0.39507,democrat
0.750149,0.253957,0.794715,0.480408,0.653095,0.488542,0.251265,0.696685,democrat
0.766327,0.524356,0.718273,0.335476,0.112572,0.395984,0.357259,0.73645,democrat
0.149961,0.387265,0.433543,0.212977,0.2947,0.692579,0.478479,0.632951,republican
0.730386,0.443128,0.652255,0.233902,0.563012,0.425226,0.25391,0.860088,democrat
0.879773,0.545866,0.519742,0.205376,0.54904,0.306169,0.274305,0.625865,democrat
0.101071,0.19515,0.465136,0.666414,0.402625,0.429399,0.802547,0.483442,democrat
0.393094,0.452433,0.852176,0.160483,0.361784,0.484438,0.660888,0.781346,democrat
0.073835,0.448141,0.422598,0.237554,0.27933,0.755379,0.439307,0.474118,republican
0.093299,0.272394,0.324293,0.76665,0.423398,0.442723,0.599091,0.344981,democrat
0.987322,0.239468,0.398704,0.483325,0.47356,0.559344,0.435748,0.376785,democrat
0.310194,0.476041,0.491778,0.114322,0.238712,0.750495,0.628388,0.465151,republican
0.086513,0.669994,0.387142,0.443278,0.389049,0.897179,0.504104,0.556577,republican
0.086513,0.669994,0.387142,0.443278,0.389049,0.897179,0.504104,0.556577,republican
0.846414,0.148902,0.605415,0.412725,0.410477,0.612048,0.660303,0.539212,democrat
0.617739,0.326191,0.947194,0.254087,0.781253,0.557053,0.810511,0.483454,democrat
0.218925,0.138133,0.49708,0.380138,0.76826,0.739192,0.432373,0.496152,democrat
0.688715,0.250714,0.804174,0.382617,0.768992,0.44363,0.563866,0.598292,democrat
0.221464,0.16243,0.566644,0.378953,0.765993,0.824116,0.493248,0.478686,democrat
0.219291,0.102326,0.339407,0.767106,0.625292,0.352202,0.524632,0.584367,democrat
0.562785,0.119347,0.61864,0.495831,0.330093,0.727041,0.569985,0.651936,democrat
0.614966,0.158308,0.61865,0.386681,0.72744,0.7714,0.757115,0.589922,democrat
0.1525,0.411562,0.503106,0.211793,0.292432,0.777503,0.539354,0.615486,democrat
0.997357,0.599814,0.613841,0.679834,0.68188,0.46534,0.396345,0.447886,democrat
0.323987,0.314222,0.569254,0.541864,0.392833,0.91558,0.478281,0.315402,democrat
0.761156,0.178753,0.120149,0.766107,0.491479,0.068892,0.547352,0.35898,democrat
0.142799,0.199009,0.486136,0.404715,0.75289,0.801992,0.393201,0.337319,republican
0.560518,0.402833,0.52653,0.197004,0.080624,0.614226,0.838297,0.487676,republican
0.45717,0,0.559433,0.391763,0.724772,0.673879,0.53421,0.751231,democrat
0.831641,0.116579,0.367224,0.556883,0.527651,0.533342,0.240019,0.537878,democrat
0.60559,0.004745,0.586839,0.464053,0.531531,0.631991,0.404686,0.797339,democrat
0.302112,0.082666,0.543994,0.412372,0.768717,0.743721,0.523213,0.590135,democrat
0.543022,0.308518,0.47618,0.249326,0.24001,0.663725,0.57263,0.815339,democrat
0,0.559394,0.492761,0.436454,0.39804,0.108153,0.600945,0.49412,republican
0.233885,0.405986,0.474161,0.163226,0.249624,0.693589,0.574201,0.557354,republican
0.019763,0.370223,0.635221,0.68296,0.488123,0.17147,0.5983,0.330716,republican
0.558175,0.97545,0.717104,0.381696,0.368498,0.700015,0.747881,0.355768,republican
0,0.559394,0.492761,0.436454,0.39804,0.108153,0.600945,0.49412,republican
0.120393,0.526674,0.594269,0.148993,0.761408,0.502871,0.291646,0.489365,republican
0.086513,0.669994,0.387142,0.443278,0.389049,0.897179,0.504104,0.556577,republican
0.450421,0.648439,0.711042,0.311961,0.856877,0.57762,0.728043,0.897117,democrat
0.035084,0.453582,0.349171,0.8979,0.499241,0.549074,0.767297,0.424533,democrat
0.68681,0.666889,0.481624,0.391368,0.471791,0.845297,0.777622,0.606513,democrat
0.015321,0.642754,0.206711,0.651394,0.409158,0.485757,0.769942,0.587936,republican
0.106277,0.480822,0.529601,0.689784,0.479132,0.960495,0.501459,0.393173,republican
0.862845,0.563888,0.77343,0.561666,0.800837,0.59639,0.742738,0.491514,democrat
0.08387,0.808487,0.637735,0.434063,0.487649,0.661375,0.399904,0.545219,republican
0.435416,0.517994,0.743956,0,0.733892,0.520111,0.580774,0.621764,republican
0.903062,0.442616,0.269457,0.114778,0.531642,0.538925,0.663639,0.418483,democrat
0.781203,0.591168,0.745349,0.188781,0.217558,0.407978,0.724047,0.545854,democrat
0.196519,0.465797,0.605213,0.124417,0.776778,0.440071,0.330818,0.648197,republican
0.849289,0.351273,0.722844,0.277594,0.686451,0.330988,0.660203,0.240815,democrat
0.821046,0.528274,0.506186,0.130215,0.673422,0.334024,0.417898,0.476015,democrat
0.903062,0.442616,0.269457,0.114778,0.531642,0.538925,0.663639,0.418483,democrat
0.435416,0.517994,0.743956,0,0.733892,0.520111,0.580774,0.621764,republican
0.632698,0.13476,0.683378,0.494494,0.137142,0.705601,0.502335,0.678532,democrat
0.880784,0.47138,0.588547,0.772268,0.170594,0.806001,0.665153,0.597973,democrat
0.791714,0.295613,0.689073,0.561392,0.117923,0.756168,0.689405,0.495786,democrat
0.718178,0.393442,1,0.477702,0.182649,0.484915,0.688614,0.481521,democrat
0.868784,0.606939,0.678899,0.783832,0.341581,0.512948,0.298265,0.490171,democrat
0.977594,0.788985,0.471381,0.433329,0.591797,0.402023,0.39899,0.611289,democrat
0.244103,0.897263,0.69597,0.335407,0.431661,0.71929,0.549814,0.377418,republican
0.844822,0.586429,0.646094,0.232475,0.064725,0.241478,0.481063,0.49932,democrat
0.739933,0.874681,0.53841,0.430524,0.700437,0.602735,0.388979,0.529762,democrat
0.241907,0.824743,0.732107,0.383648,0.457573,0.652595,0.641492,0.617696,republican
0.863896,0.862922,0.563516,0.390632,0.356484,0.461624,0.667697,0.462979,democrat
0.093599,0.25897,0.565058,0.48406,0.369413,0.818696,0.436662,0.310715,republican
0.323475,0.950098,0.709834,0.310754,0.388483,0.688387,0.691355,0.308528,republican
0,0.559394,0.492761,0.436454,0.39804,0.108153,0.600945,0.49412,republican
