@relation 'unbalanced_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1'

@attribute '-0.271WBN_LP_H_1.00-0.265WBN_LP_H_0.75+0.262WBN_EN_L_1.00+0.25 WBN_GC_L_1.00+0.25 WBN_EN_L_0.75...' numeric
@attribute -0.351WBN_LP_L_0.25-0.317WBN_LP_L_0.50+0.278PSA-0.257WBN_LP_L_0.75-0.246BBB... numeric
@attribute 0.377WBN_GC_H_0.25+0.343WBN_GC_H_0.50+0.324NumHBA-0.303WBN_GC_L_0.25-0.276WBN_GC_L_0.50... numeric
@attribute -0.396WBN_EN_H_0.25-0.328WBN_GC_H_0.50-0.327WBN_EN_H_0.50-0.325WBN_GC_H_0.25+0.306NumRot... numeric
@attribute -0.41WBN_LP_H_0.25-0.349WBN_GC_L_0.75-0.347WBN_GC_L_0.50-0.313WBN_GC_L_0.25-0.252WBN_LP_H_0.50... numeric
@attribute 0.398XLogP+0.352BadGroup-0.309NumHBD+0.284WBN_LP_H_0.25+0.271WBN_EN_H_0.25... numeric
@attribute 0.594BadGroup-0.451NumRot-0.263WBN_EN_H_0.25-0.246XLogP-0.24NumHBD... numeric
@attribute 0.389NumHBD-0.362WBN_EN_L_0.25+0.359WBN_EN_H_0.25-0.271WBN_EN_L_0.50-0.213PSA... numeric
@attribute -0.446XLogP+0.412WBN_LP_H_0.25-0.363MW-0.249WBN_GC_L_0.50-0.234WBN_GC_L_0.25... numeric
@attribute '0.629NumHBD-0.406NumHBA+0.348BadGroup+0.3  XLogP-0.247WBN_GC_L_0.75...' numeric
@attribute '-0.706BBB-0.406NumRot+0.25 WBN_EN_H_0.25-0.172NumHBD-0.167NumHBA...' numeric
@attribute '0.49 NumRot+0.43 BadGroup-0.403XLogP+0.306WBN_LP_L_0.25+0.207WBN_EN_H_0.25...' numeric
@attribute Outcome {Active,Inactive}

@data
2.041991,-3.131131,-0.844692,2.050478,0.829811,0.870564,-1.326835,-0.505552,-0.764643,-0.8276,-0.646486,-0.010336,Inactive
1.318319,-1.792267,1.019602,1.762203,0.789002,-0.446546,-0.340843,-0.995546,-0.364053,-1.417187,0.563808,0.068084,Inactive
2.125054,-3.128254,-0.934962,1.89538,0.959252,0.649694,-1.048121,-0.436362,-0.529875,-0.894592,-0.535768,0.006873,Inactive
1.724914,-0.04328,1.912068,1.952344,0.581544,-0.582471,-0.655616,-0.115623,-0.273751,-0.981059,-0.13775,-0.312616,Inactive
0.691182,-0.305027,1.393891,0.795536,-2.084803,1.391592,0.735133,0.336725,1.230856,-0.744542,-0.007899,-0.444858,Inactive
1.753726,-0.486885,1.420651,1.652468,0.597341,-0.262076,-0.532322,-0.102615,-0.514288,-0.58704,0.187268,-0.871257,Inactive
1.625405,0.319786,2.820373,1.721172,-0.590819,-1.004393,0.41458,0.390152,0.106889,-0.332909,-0.367739,0.034563,Inactive
2.030387,-0.39224,1.669818,1.288162,-1.024231,0.367473,1.545482,0.17192,-0.663667,-0.162703,-0.1252,0.715971,Inactive
1.915102,0.338053,2.614713,2.138326,0.207618,-0.429064,0.361366,0.08207,-0.068463,-0.96383,-0.450126,0.773028,Inactive
0.895848,-0.812252,1.196069,1.624356,-1.254188,-0.050223,0.347516,0.016053,-0.49272,-0.44829,-0.002742,0.08519,Inactive
1.539676,-0.446981,1.523281,1.577016,-0.254718,0.276189,0.153383,-0.207947,-0.846864,-0.114542,-0.077594,-0.063972,Inactive
1.871849,0.056635,2.318968,1.763558,-0.539017,-0.366048,0.082911,0.320272,-0.170627,0.217881,-0.247878,-0.221343,Inactive
1.295313,0.358315,1.674708,-0.575737,-0.381304,1.122122,-0.641841,1.372666,0.026875,-0.976835,0.866248,1.110989,Inactive
1.972225,-0.37508,1.386488,1.352732,-0.699005,-0.015364,0.418591,-0.005784,-0.548053,-0.501448,-0.1453,0.115436,Inactive
0.853038,-1.2109,0.794704,1.373561,-1.064282,0.153775,0.311308,0.0127,-0.83583,-0.005405,0.189236,-0.221327,Inactive
2.072127,-0.018852,2.22524,1.996128,0.161388,-0.090013,0.22275,0.082145,-0.211032,-0.594519,-0.400811,0.599079,Inactive
1.619601,0.286864,2.713538,1.890277,0.409444,-0.656922,0.502765,0.007024,-0.326497,-0.945879,-0.361232,0.592813,Inactive
2.221182,0.508533,2.726318,1.652866,-0.194302,-1.216093,0.526073,0.573122,0.270774,-0.356157,-0.375838,0.305684,Inactive
2.559102,-0.023201,1.533744,0.889122,-0.285244,-1.12378,0.670837,0.650117,-0.129118,0.209063,-0.067674,0.026478,Inactive
1.838659,-0.487442,1.298273,1.470122,0.667834,-0.464333,-0.275421,-0.04406,-0.34696,-0.641639,0.295057,-0.885359,Inactive
2.384406,-0.037204,1.273055,1.023928,0.009053,-1.429716,-0.318283,0.446721,0.070605,-0.191033,0.062602,-0.754909,Inactive
1.913508,-0.496419,1.283401,1.464239,0.628377,-0.441131,-0.291113,-0.057827,-0.328372,-0.646015,0.302675,-0.890986,Inactive
2.142066,-0.036099,2.129286,1.843321,0.275285,-0.272015,0.478211,0.143313,-0.01626,-0.632603,-0.286618,0.577398,Inactive
1.993463,-0.438645,1.328181,1.508811,0.773758,-0.598433,-0.29098,0.005528,-0.052936,-0.669769,0.139071,-0.539114,Inactive
1.099935,-0.116841,0.88012,-0.912155,0.201683,0.860866,-1.307896,1.218922,-0.008055,-0.977101,1.449478,-0.222026,Inactive
2.090712,0.005548,2.200227,1.966007,0.122044,-0.127717,0.234467,0.082999,-0.219404,-0.624107,-0.408316,0.623919,Inactive
2.005084,-0.055088,2.248495,2.045783,0.075657,0.069594,0.111719,0.033835,-0.404091,-0.541737,-0.378071,0.44724,Inactive
2.202612,-0.033933,2.00671,1.663751,0.357784,-0.481923,0.738111,0.203333,0.145681,-0.683089,-0.18089,0.569674,Inactive
1.786303,-0.472916,1.503279,1.794572,0.433697,-0.066294,-0.795799,-0.176177,-0.66531,-0.571538,0.081361,-0.845602,Inactive
1.548877,-0.549629,1.64979,1.698519,-0.202185,0.374527,0.22056,-0.151404,-0.573689,-0.130818,-0.061663,-0.113297,Inactive
1.555954,0.640809,3.132124,2.562005,-0.591024,0.036851,-0.440525,-0.404917,-0.775302,-0.743698,-0.448564,0.552667,Inactive
0.554346,0.008613,2.085667,1.121125,-2.890835,1.961005,1.115966,0.185248,0.59262,-0.20965,-0.215465,0.36572,Inactive
2.213491,-2.405821,-1.036203,1.496369,0.916444,0.573403,-0.202607,-0.051244,0.324741,-1.388733,-0.291047,-0.463528,Inactive
-3.798342,3.41782,1.499048,0.80318,0.063877,-0.370707,1.751907,-1.085528,0.967993,-1.548616,0.008925,0.813207,Inactive
-4.061546,3.086187,1.135323,1.091065,0.474565,-0.2701,0.793849,-1.161545,1.049026,-1.918215,0.325563,-0.458603,Inactive
1.371247,-1.604234,0.599033,-0.844683,-1.781923,1.548809,0.795237,0.777046,1.115094,-1.029297,-1.556309,-0.98478,Inactive
0.78662,-0.957725,1.892899,0.290011,-1.444649,1.678771,0.79978,0.261842,1.499266,-0.543859,-0.091999,-0.919198,Inactive
-3.779126,3.516188,-0.38565,-0.21069,-0.457139,-1.153117,0.990193,-1.424893,0.098076,-1.935442,0.1778,0.072819,Inactive
-4.53345,-1.102386,1.008057,2.368529,-1.607796,1.339521,0.864538,0.217617,0.241696,-1.14181,0.077882,0.103597,Inactive
-4.096258,-1.780118,-0.508897,1.832005,0.490569,-0.17654,-0.338709,0.175239,-0.068272,-1.297961,-1.196694,0.317148,Inactive
-4.035838,-0.935511,0.354698,2.228049,0.062136,-0.576511,-0.029482,-0.149318,0.084565,-1.326649,0.320983,0.378926,Inactive
-3.969289,-0.951129,0.256708,2.071478,0.172651,-0.759876,0.226035,-0.090539,0.278492,-1.365102,0.434253,0.35831,Inactive
-4.02541,-0.554452,0.895715,2.645602,-0.474318,-0.740374,-0.891086,0.138771,0.064257,-0.600134,-0.213291,0.504068,Inactive
-3.807249,-0.962524,0.148231,1.863427,0.095939,-1.220956,-0.070002,0.35584,0.457868,-0.311528,0.299781,0.267538,Inactive
-5.106449,-1.706918,0.330583,-1.116658,0.860161,0.920341,-1.30585,1.229048,-0.169642,-1.45355,-0.265259,0.589054,Inactive
-3.869302,-0.869734,0.02308,1.780184,0.377237,-1.227023,0.606898,-0.122279,0.563266,-1.314988,0.83936,0.493741,Inactive
2.180606,-1.70763,-0.504463,1.88265,0.011349,0.505347,-0.939303,-0.119002,-0.003384,0.14958,1.268231,-0.819089,Inactive
-0.858554,-3.169354,-1.005688,0.639803,1.479737,-0.525131,-0.03314,0.157525,-0.27078,-0.655562,-0.64288,0.114545,Inactive
-0.933766,0.203619,-3.54137,-0.897574,-0.237286,2.286042,0.146996,1.298918,-1.706946,-0.476693,0.683208,0.223533,Inactive
-3.905853,0.496014,0.005919,0.505803,-0.75887,1.353198,0.177089,-2.666553,0.721959,0.912685,-0.041026,0.886743,Inactive
-3.65472,0.327554,0.766801,1.791381,-0.657937,-0.01805,-0.188298,-0.287606,-0.849176,0.716461,-0.150203,0.885894,Inactive
-2.933049,-3.712043,-1.347299,-0.72423,1.587346,-1.117792,1.158046,0.258889,0.155511,1.706601,-0.606943,0.879692,Inactive
-2.070857,2.668885,0.555996,0.184231,0.623146,1.167469,-1.105476,1.510321,0.313719,0.076613,0.726781,-1.13641,Inactive
-0.68065,1.057789,0.240787,1.635668,1.0908,-0.243552,0.158008,0.423329,-0.21222,-0.398239,0.497797,-1.048536,Inactive
2.058913,-0.40146,1.048353,1.00009,0.929802,0.420218,0.940125,-0.318056,-0.233891,-0.593545,0.478796,0.316178,Inactive
-5.911554,-1.841295,1.420261,-2.312808,1.712782,0.308693,-1.384959,0.92009,-0.977251,0.041277,-0.650041,-0.435292,Inactive
-6.024658,-1.894495,1.470507,-2.209493,1.55622,0.582357,-1.578717,0.833747,-1.318078,0.114345,-0.609147,-0.695443,Inactive
-5.961317,-2.622754,1.140891,-1.805159,1.046436,1.220206,-1.15378,1.092054,-1.051074,0.939536,-0.62884,0.863487,Inactive
-5.887714,-1.483544,1.807042,-2.025518,1.539122,0.188054,-1.375771,0.946823,-0.709226,-0.447273,-0.860741,-0.177358,Inactive
1.62049,-1.590999,0.09866,1.838169,-0.050719,0.100822,-0.780895,-0.126929,0.041698,-0.354546,0.88652,-0.516288,Inactive
-5.705768,-2.70524,0.755097,-2.422786,1.491074,0.527721,-0.154937,1.324758,-0.305301,0.813168,-0.168248,0.743076,Inactive
-5.825965,-0.396148,2.985022,-1.192545,0.991488,-0.19207,-1.603422,0.561135,-0.415579,-0.500034,0.139756,0.638586,Inactive
4.170087,0.578885,-0.753042,-0.394007,-2.242828,-1.542487,1.119708,0.234559,-0.373484,0.237941,0.918647,-0.222944,Inactive
-1.164512,2.000258,-1.572362,1.360922,0.7842,1.016413,-0.421707,1.325087,0.168727,1.065195,0.915185,-1.693655,Inactive
0.917065,3.073768,2.004298,-0.58146,-3.48029,-6.029419,1.038082,2.386628,1.15998,0.69737,-0.596133,-2.179039,Inactive
0.66809,-0.726688,0.767353,1.261868,-2.076465,1.38066,0.761026,1.351157,0.815592,-0.580009,0.65711,-0.732953,Inactive
-1.469528,-0.613814,4.494398,-1.786391,0.383544,0.077543,0.847386,-1.732902,-1.233387,-0.058573,-1.300645,-1.997686,Inactive
9.182132,0.142167,0.218818,-2.055105,0.616313,0.39211,-0.100003,-1.556974,-2.714949,0.568453,0.128689,-0.636405,Inactive
1.188503,-1.547915,1.117254,0.816145,0.181702,0.061835,0.692293,-0.179416,-0.124393,0.328571,0.404855,-0.380653,Inactive
3.24559,-2.536198,0.166974,-0.327893,-1.446826,1.432572,-0.321323,-1.318963,-0.488663,-0.42748,1.476463,0.060007,Inactive
-5.760568,-0.995919,2.34329,-1.882999,1.486643,-0.2116,-0.97291,0.687181,-0.583594,-0.034646,0.875118,-0.242673,Inactive
4.31607,1.045394,6.001365,2.00599,-3.744495,0.45946,-0.960741,0.322485,-0.126866,1.829201,-2.390636,1.997662,Inactive
-0.579774,0.356209,2.901156,-0.93413,-0.332142,2.193156,-1.527941,0.881702,-0.464187,-0.655398,0.78926,0.456242,Inactive
0.603612,0.547517,1.587964,-2.107623,-4.925901,1.321653,0.301943,1.091105,0.216813,-0.443439,-0.022656,0.824454,Inactive
-5.230462,-3.337123,-1.968417,0.723758,1.031306,-0.276988,0.112393,-0.150945,0.770902,1.538354,-0.124203,-0.6158,Inactive
-5.781132,-1.540522,1.605147,-2.332005,1.732422,-0.137553,-0.876661,1.055266,-0.323862,-0.500837,-0.631747,-0.252277,Inactive
-5.773668,-1.783581,2.201938,-2.187879,1.042721,1.320419,0.256489,1.189587,-1.554645,0.868892,-0.988168,1.070154,Inactive
-5.910751,-0.859517,2.682306,-1.361089,1.189653,0.218541,-1.787289,0.534758,-1.003498,0.018281,0.37614,0.127566,Inactive
0.307129,1.567914,-0.050366,1.013068,1.49753,-1.069691,1.859826,1.409197,0.775565,0.924991,0.602082,-0.084179,Inactive
5.355661,-2.95732,-2.328409,2.698196,1.417493,0.788394,-1.490466,1.029455,-0.320862,0.529861,-0.864019,-0.08007,Inactive
-2.688527,-3.557642,-1.975243,-1.119604,2.235515,-1.954268,0.964791,0.197875,0.932986,1.143331,-0.173063,0.035577,Inactive
-6.133699,-1.058746,2.362242,-1.633622,0.920354,0.312153,-1.3313,0.487993,-0.910028,-0.054685,0.731142,-0.462982,Inactive
0.243462,-0.474017,-0.440957,1.664724,0.121511,1.135284,-0.966027,-1.691798,0.483361,-0.402452,0.869413,-0.082772,Inactive
-6.641978,-2.769491,0.747796,-1.844367,0.775719,0.507489,-1.282184,1.023733,-0.264313,0.093737,0.030153,-0.471105,Inactive
-5.847148,-1.859788,1.324298,-2.467669,1.823485,0.130417,-1.129876,0.979513,-0.780904,0.004767,-0.536244,-0.459512,Inactive
-0.993889,-1.272738,3.150693,-1.605249,-2.280187,3.531683,-0.039399,0.335971,1.028207,-0.132064,0.846696,0.287629,Inactive
-3.436152,-0.56668,-1.049373,1.175437,-1.626935,-0.238667,-0.702269,0.550516,-1.431984,1.52947,1.188581,-2.261827,Inactive
0.132653,-3.564801,-0.771145,0.949583,0.804139,0.512318,-1.461145,-1.012231,0.895773,0.899126,-0.563146,-0.072835,Inactive
-5.937622,-2.387907,1.070447,-1.815306,1.405287,0.485651,-1.62257,1.01687,-0.534132,0.135618,-0.28974,-0.075926,Inactive
-5.791167,-1.231128,2.852296,-1.770617,0.704113,1.255324,0.181937,0.820224,-1.825991,1.239611,0.471488,1.105959,Inactive
0.249092,0.959769,4.743909,-2.77277,-2.026403,1.162607,-1.016163,0.743708,0.054733,1.32027,-0.086007,0.244204,Inactive
-3.707529,0.914864,-2.313638,0.644294,-1.891935,0.049592,1.42516,1.007996,-1.40196,-0.957212,1.037268,0.330786,Inactive
-5.232019,-2.037449,0.723339,-3.279339,2.601607,-0.644201,-0.367962,1.19461,0.108809,0.265314,-0.342703,-0.027121,Inactive
-2.589711,0.192041,-0.550134,1.67085,-0.6826,2.088057,2.457348,0.199589,1.237473,1.87327,1.036604,-0.384817,Inactive
-3.165321,-3.243838,-1.396531,-0.45769,1.670483,-1.50706,0.433715,0.059475,0.447572,0.758055,-0.423337,-0.079799,Inactive
-5.802736,-2.355311,0.955405,-2.024687,1.613132,0.123643,-1.245206,1.126838,-0.121076,0.028879,-0.199282,0.076326,Inactive
-3.116221,-2.916397,-1.068084,-0.290796,1.514214,-1.708285,0.602389,0.078404,0.771105,0.350671,-0.474483,0.03061,Inactive
-3.163528,-3.237052,-1.395168,-0.458965,1.674467,-1.519354,0.441234,0.061375,0.462008,0.748659,-0.424305,-0.06702,Inactive
-5.854844,-2.379788,0.98185,-1.973181,1.537112,0.255929,-1.338651,1.086497,-0.287039,0.061374,-0.17957,-0.048997,Inactive
-5.923177,-1.853577,1.416427,-2.311659,1.704029,0.333221,-1.401542,0.912451,-1.005101,0.061011,-0.647233,-0.460793,Inactive
6.196378,-0.054902,0.18436,-1.643563,-0.690029,0.126038,-0.151287,-0.796947,-3.136817,-0.046189,0.46184,-0.776727,Inactive
4.439903,-2.470302,-1.954336,0.272504,2.418583,0.221377,0.183665,0.110571,0.843424,-0.86993,0.282937,0.007756,Inactive
-5.015842,-1.61367,0.943883,-2.737257,2.161245,-1.39585,-0.199448,0.689686,0.797825,0.794513,1.92692,0.753277,Inactive
2.088857,-0.940407,-2.863907,0.864229,-0.658857,1.03537,-0.301233,1.455697,-2.888007,0.463768,-0.776741,-0.471527,Inactive
-3.615146,-0.770854,0.226062,1.948851,0.25171,-1.532676,-0.119451,0.460975,0.842392,-0.443873,-0.02393,0.952678,Inactive
0.450053,0.290923,0.472309,-5.66263,-0.366789,0.02118,0.727125,1.252289,-0.916725,-1.455789,-0.960614,-0.233278,Inactive
1.535282,-0.561612,0.065262,-3.968285,-0.406575,-1.558914,2.269639,-0.033593,-1.033488,-1.007391,-1.964945,-1.065134,Inactive
2.619797,0.008523,2.290052,0.96673,0.762363,-1.275558,0.883745,0.754679,0.634141,0.128328,-0.459946,0.373838,Inactive
3.020319,-0.345456,1.805665,0.931326,0.795593,-0.861462,0.611192,0.763013,0.507539,0.565651,-0.314918,0.280363,Inactive
1.451398,0.586398,3.103534,2.462714,0.001273,-0.309625,-0.200913,-0.268767,-0.907904,-0.743573,-0.377463,0.593729,Inactive
3.075014,-1.259056,0.354148,0.304347,2.368182,-1.020391,0.837582,-0.414529,0.693137,-1.30674,0.908796,0.323793,Inactive
2.033581,-0.079068,1.68077,1.562508,-0.691192,0.010423,0.049655,-0.159877,-0.965761,-0.342851,-0.136948,0.192113,Inactive
-0.113568,-0.954001,2.683611,0.657084,-2.589197,1.995845,1.003405,0.391438,0.25744,0.880811,-0.12967,-0.9482,Inactive
1.662498,0.301215,2.661865,1.992081,0.495554,-0.594994,0.417236,0.078819,-0.469285,-0.885239,-0.301745,0.566021,Inactive
4.680178,0.60054,0.047437,-0.042739,-1.91205,-2.121986,0.236664,0.527915,-0.948486,0.51897,0.507191,0.130352,Inactive
3.863731,0.608766,-1.20792,0.812413,-2.319376,-0.645748,-1.497971,0.314786,-0.955618,-0.15236,-0.331169,-0.147532,Inactive
-3.525871,2.566131,1.343754,-3.673794,-1.127264,-0.25839,0.154079,-0.031876,-0.824339,0.523516,0.017348,-0.124887,Inactive
-2.61831,2.041363,0.727721,1.501305,0.50142,-0.804277,-0.080555,-0.651852,1.075752,-0.40746,-0.363861,0.133511,Inactive
0.056604,1.832888,-1.541762,0.352928,-0.976434,-0.459076,-0.195614,-0.720388,-0.74476,0.006139,0.432677,-0.556502,Inactive
2.7542,0.215737,2.835709,0.60433,0.460545,-1.987672,0.570039,1.040769,0.48967,0.803375,-0.673546,0.02266,Inactive
-3.352321,0.759949,-0.688563,1.190857,-0.826711,-0.932685,-0.701395,-0.447901,-1.075229,-0.030587,0.04813,0.298671,Inactive
3.297709,-0.711507,1.434261,0.776272,0.781776,-0.438342,0.359203,0.699319,0.228338,0.996588,-0.23694,0.029896,Inactive
1.906625,-0.042611,2.262698,2.055163,0.128704,0.038447,0.13046,0.048822,-0.428891,-0.532673,-0.388019,0.459763,Inactive
-2.546701,2.31379,-0.854609,0.193013,-0.67613,-1.357633,0.056683,-1.033687,-0.192229,-0.294477,-0.34139,0.166755,Inactive
-2.291567,2.837136,-2.201313,0.614041,-1.626094,1.044795,-1.188803,-0.725063,-1.221606,0.38259,0.027046,-0.603469,Inactive
-0.113891,-0.700086,2.086665,-3.712821,0.242879,1.768127,-0.947114,0.766026,-0.282,-0.477416,-1.256268,-0.192402,Inactive
-0.181521,3.482976,-2.83335,0.400556,-0.846543,0.166265,-0.685118,0.990041,-0.642134,0.575271,0.097623,-0.35452,Inactive
-6.120602,1.539431,0.510005,0.921438,0.991206,-0.691861,1.072895,-0.660668,0.333391,-1.107646,0.311134,-0.581033,Inactive
0.486409,-0.776272,3.187032,-2.891113,-0.93475,1.250932,-1.933975,0.691594,0.412429,1.514596,0.869208,-0.398392,Inactive
-5.233024,-2.152133,-2.570851,0.004845,-0.939888,0.215228,0.21962,-1.021345,0.407606,-0.50685,-0.766335,-0.384545,Inactive
2.186814,-1.870385,-0.760851,1.64051,0.859426,1.375588,-0.57054,-0.097256,-0.459769,-1.206552,-0.581455,-1.236708,Inactive
1.871998,-0.07486,1.700711,1.628589,0.778118,-0.944231,-0.154258,0.003087,0.075955,-1.054488,0.087681,-0.366875,Inactive
2.667692,-1.902642,-2.6254,-0.974599,-2.62348,1.892137,0.947737,0.054221,0.625224,-1.481312,-0.298786,0.067609,Inactive
-3.323538,3.730816,-2.069296,1.162031,-1.49756,0.343875,0.225635,-0.709409,-0.811506,-1.570479,0.846145,-0.366522,Inactive
2.558342,-1.765637,-2.52811,-1.000233,-2.572254,1.76876,1.044899,0.029159,0.7168,-1.596593,-0.353727,0.115272,Inactive
2.638957,-1.443681,-2.286275,-1.028405,-3.365593,1.622945,0.374966,0.279098,0.252866,-0.801239,-0.666617,-0.291276,Inactive
1.71326,-0.054808,1.063195,1.363137,2.417401,-0.382097,-0.093451,-0.796856,0.498975,0.398708,0.316257,-0.362163,Inactive
6.357486,-2.45633,-0.936138,-2.403473,-2.402497,-2.810966,-1.487937,0.232742,-0.379255,0.401969,-2.031776,0.414432,Inactive
1.997567,-1.386878,1.953249,0.573215,0.536813,0.131615,1.681827,-0.15031,-0.826066,0.893031,0.120781,0.438291,Inactive
-2.974371,2.188676,0.473615,0.825466,-0.507012,0.578196,-0.413066,-0.255812,-0.330402,-0.218791,0.389718,-1.542369,Inactive
2.675549,0.21303,2.925668,0.761155,0.332628,-1.767048,0.291411,0.97418,0.252864,0.870073,-0.784051,0.005889,Inactive
-3.202039,3.21896,1.652433,-3.671023,-0.933733,-0.952,0.370628,-0.247199,-0.31714,0.319069,0.093258,0.467895,Inactive
-5.02538,0.289821,-2.286106,-1.755076,0.519425,0.15105,0.74484,-1.726605,0.392575,-0.155516,-1.56617,-0.423908,Inactive
6.24323,7.585247,-2.777667,-1.24498,3.077258,2.052611,-0.780582,-1.647094,-0.041119,0.264845,-0.832363,0.37203,Inactive
3.607061,-2.081531,-0.905629,-0.051098,1.412892,-0.002192,0.318564,-0.064063,-0.299386,-1.052331,-0.489152,-0.994353,Inactive
-5.034222,2.126938,-1.459155,-1.155647,0.759061,-1.241176,1.301925,-1.785803,-0.408704,-0.167243,0.481304,-0.381057,Inactive
2.566129,-2.552705,-0.201309,1.022629,1.062869,0.64768,0.557298,0.136571,-0.373485,-0.552591,-0.956111,0.414753,Inactive
-0.864556,1.948862,1.308936,1.138686,-0.83306,-0.218858,2.339802,0.549192,-0.215495,0.943095,0.715032,-0.476415,Inactive
0.705882,0.001628,2.085886,1.128651,-2.874977,1.996433,1.096718,0.187095,0.592103,-0.198374,-0.213135,0.366891,Inactive
-1.511131,-1.161655,0.599906,-3.056236,0.139781,-0.108079,-1.339548,0.072338,0.712921,0.036264,1.989374,0.471354,Inactive
1.321222,-1.61891,0.627925,-0.79512,-1.851081,1.664323,0.711436,0.738455,0.965865,-1.008629,-1.538288,-1.094259,Inactive
-2.14698,2.741207,1.829195,-0.758437,1.227248,2.589384,-0.458667,0.619782,-0.211124,-0.894592,-0.056561,0.91166,Inactive
3.388646,-0.585836,-0.391288,0.413023,0.454276,-1.132205,1.916186,0.985759,-0.123073,-0.068126,0.877832,-0.258744,Inactive
0.353807,-1.141111,-2.644805,-0.197598,-2.489128,1.195377,-0.263477,-1.023314,0.438308,1.338926,1.553933,0.392743,Inactive
-1.8094,1.6397,-1.220937,-0.280783,-0.010221,-1.456891,-0.30111,-1.571298,-0.03788,0.584936,-0.04866,0.943465,Inactive
2.177928,-1.203045,1.539107,-0.249153,-1.366479,0.767909,0.692597,0.442727,2.736369,0.593799,0.144169,-0.19907,Inactive
-3.23277,2.381346,0.168762,-0.112397,-0.859412,-0.623145,0.592014,-2.26609,-0.690186,0.926963,0.311222,0.680504,Inactive
-2.27886,2.271711,-3.357952,-0.746046,-0.21639,-0.43977,0.335138,-0.764537,-0.821966,-0.120967,0.782851,0.373209,Inactive
5.93823,3.04144,-1.276834,-0.8288,0.570602,-0.49863,-0.712975,-1.791211,-0.628515,-0.161144,-0.392481,0.566646,Inactive
-2.291228,-0.239644,-3.974141,-0.479758,0.800012,-1.028094,0.853551,0.443579,-0.056062,0.628729,-0.318103,-0.43655,Inactive
1.612819,0.54432,-3.541824,-0.665446,-0.819196,-1.870799,-0.203779,-0.530935,0.427347,1.336353,1.020973,0.650215,Inactive
1.952998,-0.416533,1.426035,1.657042,0.649204,-0.426003,-0.538944,-0.053726,-0.222852,-0.65035,0.025855,-0.507759,Inactive
-5.113112,-2.43455,-3.037439,-0.424148,-0.549206,-0.054288,0.486197,-0.936614,0.629163,-0.116747,-0.614057,-0.27487,Inactive
-5.73087,0.152526,-0.854206,-0.054992,1.074121,-1.268322,0.854415,-0.467191,0.578284,0.969148,0.520502,-0.425608,Inactive
-3.01469,1.623351,-1.597206,-1.566667,0.340991,-0.028785,-0.458724,-0.322488,-0.309273,-0.696722,0.813313,1.089972,Inactive
-4.908114,-2.106421,-2.813929,-0.477676,-0.725178,-0.764459,0.279375,-0.466033,1.253254,0.600491,-0.961739,-0.033106,Inactive
3.810228,-1.280001,-2.323244,-0.819884,-3.254258,1.376234,0.339204,0.585942,1.337962,-1.097128,-0.826484,0.588189,Inactive
-0.04021,3.593221,-2.797331,0.242535,-0.710368,0.054126,-0.570846,0.899777,-0.440752,0.549215,0.014216,-0.250418,Inactive
4.08338,-1.154648,0.131637,0.644988,0.152682,-1.251073,1.332909,1.375177,0.162091,0.793322,0.925989,-0.654862,Inactive
2.552686,6.594703,-1.496147,-0.705562,-0.029817,0.756349,0.417042,-1.357659,0.009299,1.279958,-0.35729,0.371132,Inactive
0.622638,-1.286596,2.455631,1.308727,-0.780059,0.682079,1.153875,-0.277767,-1.422746,0.315139,0.309768,0.002683,Inactive
3.482751,-0.967704,-3.539547,-0.756698,-0.740007,0.686757,-0.225175,0.777583,-0.727415,0.419674,0.128233,0.85128,Inactive
4.495206,1.756541,-0.149812,0.880836,3.156027,0.985873,-0.724263,-1.74999,1.184445,1.181019,-0.206848,0.118418,Inactive
-5.705513,-1.185183,3.058061,-1.558037,0.761627,1.815013,0.409425,0.243137,-1.9564,0.367797,0.657614,1.10884,Inactive
11.707936,4.160574,-0.543272,-2.04287,1.028915,-0.749651,-0.763791,-0.527869,-0.500124,0.542975,-0.899745,-0.938103,Inactive
1.858422,-0.464925,1.303979,1.364381,-0.807181,0.12696,0.129916,-0.248286,-0.949791,-0.010435,0.06156,-0.030794,Inactive
1.8283,-0.118313,2.261414,2.206372,-0.148001,0.375337,-0.421625,-0.266715,-0.983371,-0.028371,-0.287215,0.339248,Inactive
0.974512,-1.768093,0.544604,-0.748879,-1.953223,1.791853,0.552216,0.490891,0.882286,-0.819198,-1.500328,-1.129371,Inactive
1.781441,-1.320516,0.159806,-2.256601,-4.016997,-0.376619,0.925384,-0.520869,1.162457,-0.999651,0.071868,0.458912,Inactive
-0.730778,0.797508,-0.201695,0.166689,0.976142,-0.916013,2.327221,0.563208,0.133552,0.129648,0.860245,-0.49036,Inactive
-2.335159,2.979657,0.055537,-2.742314,-1.284953,1.008653,-0.697008,1.021762,-1.616891,0.740289,-0.099024,0.046261,Inactive
6.327509,6.614683,-3.718629,-1.363491,4.163159,2.148594,0.233965,-1.745808,0.161058,0.045996,-0.004901,0.368739,Inactive
-0.539395,2.90085,-1.104662,1.773243,1.665218,0.757097,-0.480576,1.134951,1.268708,1.219921,0.404143,-0.452085,Inactive
-5.197589,-2.417159,-2.215787,-1.491094,-0.591848,-1.057337,0.723363,-0.720283,1.068405,0.771708,-0.84143,-0.772925,Inactive
