@relation 'unbalanced_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A33-M8'

@attribute '-0.271WBN_LP_H_1.00-0.265WBN_LP_H_0.75+0.262WBN_EN_L_1.00+0.25 WBN_GC_L_1.00+0.25 WBN_EN_L_0.75-0.249WBN_GC_H_1.00-0.245WBN_LP_H_0.50-0.239WBN_EN_H_1.00+0.233WBN_LP_L_1.00+0.228WBN_EN_L_0.50-0.222WBN_EN_H_0.75+0.213WBN_LP_L_0.75+0.208WBN_GC_L_0.75-0.207WBN_GC_H_0.75+0.196WBN_EN_L_0.25-0.178WBN_EN_H_0.50+0.173WBN_LP_L_0.50-0.129WBN_LP_H_0.25-0.125WBN_GC_H_0.50-0.113WBN_EN_H_0.25-0.11XLogP-0.106MW+0.084WBN_LP_L_0.25+0.079NumHBD+0.062WBN_GC_L_0.50-0.062WBN_GC_H_0.25+0.05 BadGroup+0.048NumHBA-0.03PSA-0.029NumRot-0.024BBB+0.022WBN_GC_L_0.25' numeric
@attribute '-0.351WBN_LP_L_0.25-0.317WBN_LP_L_0.50+0.278PSA-0.257WBN_LP_L_0.75-0.246BBB+0.227WBN_EN_L_0.25+0.227WBN_EN_H_0.75-0.215WBN_LP_L_1.00-0.203XLogP+0.203WBN_EN_H_1.00+0.201WBN_EN_L_0.50+0.172NumHBA+0.167WBN_GC_L_0.25+0.166WBN_GC_L_0.50+0.166WBN_EN_H_0.50+0.166WBN_EN_L_0.75+0.147NumRot+0.145NumHBD+0.133WBN_EN_L_1.00-0.131WBN_LP_H_0.25+0.13 MW-0.121WBN_LP_H_0.50-0.092WBN_GC_H_0.50-0.09WBN_LP_H_0.75-0.083WBN_GC_L_1.00-0.079WBN_GC_H_0.25-0.074WBN_GC_H_0.75+0.07 WBN_EN_H_0.25-0.07WBN_LP_H_1.00-0.053WBN_GC_H_1.00+0.053WBN_GC_L_0.75-0.032BadGroup' numeric
@attribute 0.377WBN_GC_H_0.25+0.343WBN_GC_H_0.50+0.324NumHBA-0.303WBN_GC_L_0.25-0.276WBN_GC_L_0.50+0.253WBN_GC_H_0.75-0.25BBB+0.234PSA+0.216MW+0.215BadGroup+0.212NumRot+0.168WBN_GC_H_1.00+0.138NumHBD+0.137WBN_GC_L_1.00-0.12WBN_EN_H_1.00-0.099WBN_LP_H_0.50+0.098WBN_EN_H_0.25-0.095WBN_LP_H_0.75-0.092WBN_EN_H_0.75-0.09WBN_LP_H_1.00-0.075WBN_LP_H_0.25+0.064WBN_LP_L_1.00+0.055WBN_LP_L_0.75-0.05XLogP+0.046WBN_LP_L_0.25+0.043WBN_LP_L_0.50-0.039WBN_GC_L_0.75-0.032WBN_EN_L_0.25+0.025WBN_EN_H_0.50-0.019WBN_EN_L_0.50+0.009WBN_EN_L_1.00-0.004WBN_EN_L_0.75 numeric
@attribute -0.396WBN_EN_H_0.25-0.328WBN_GC_H_0.50-0.327WBN_EN_H_0.50-0.325WBN_GC_H_0.25+0.306NumRot+0.256MW-0.254WBN_GC_L_0.25-0.251WBN_GC_L_0.50-0.227WBN_GC_H_0.75+0.171NumHBA-0.164WBN_GC_L_0.75-0.137WBN_GC_H_1.00-0.122WBN_EN_L_0.25+0.118PSA-0.117BBB-0.113WBN_EN_H_0.75-0.112WBN_EN_L_0.50-0.099WBN_EN_L_0.75-0.089WBN_EN_L_1.00-0.079WBN_GC_L_1.00-0.055WBN_LP_L_1.00-0.052WBN_LP_L_0.75+0.049WBN_LP_H_1.00+0.049WBN_LP_H_0.75-0.045WBN_LP_L_0.50+0.042WBN_LP_H_0.50-0.031NumHBD-0.029WBN_LP_L_0.25-0.028WBN_EN_H_1.00+0.026XLogP-0.017BadGroup-0.011WBN_LP_H_0.25 numeric
@attribute -0.41WBN_LP_H_0.25-0.349WBN_GC_L_0.75-0.347WBN_GC_L_0.50-0.313WBN_GC_L_0.25-0.252WBN_LP_H_0.50-0.233NumHBD-0.226MW-0.217PSA-0.207NumHBA-0.194BadGroup-0.182WBN_GC_L_1.00-0.162WBN_LP_H_0.75-0.134WBN_LP_L_0.75-0.133XLogP-0.131WBN_LP_L_1.00-0.124WBN_LP_H_1.00-0.122WBN_LP_L_0.50+0.115WBN_EN_L_0.25-0.098NumRot+0.098BBB+0.078WBN_EN_L_0.50-0.07WBN_LP_L_0.25+0.048WBN_EN_L_0.75+0.047WBN_GC_H_0.50+0.038WBN_EN_H_0.25+0.035WBN_GC_H_0.75+0.032WBN_GC_H_0.25+0.024WBN_EN_L_1.00+0.024WBN_GC_H_1.00+0.018WBN_EN_H_0.50-0.01WBN_EN_H_0.75-0.008WBN_EN_H_1.00 numeric
@attribute '0.398XLogP+0.352BadGroup-0.309NumHBD+0.284WBN_LP_H_0.25+0.271WBN_EN_H_0.25+0.251WBN_EN_H_0.50+0.211MW-0.203PSA-0.188WBN_GC_L_0.25+0.187WBN_EN_L_0.75+0.187WBN_EN_L_0.50-0.181WBN_GC_L_0.50+0.18 WBN_EN_L_1.00+0.172WBN_EN_L_0.25+0.134WBN_EN_H_0.75-0.134WBN_GC_H_0.75-0.124WBN_GC_H_1.00+0.12 BBB-0.114WBN_GC_H_0.50+0.097NumRot-0.083WBN_GC_L_0.75+0.075NumHBA-0.075WBN_GC_H_0.25+0.067WBN_EN_H_1.00+0.056WBN_LP_H_0.50-0.048WBN_LP_L_0.25+0.037WBN_LP_L_1.00-0.036WBN_LP_H_1.00+0.019WBN_LP_L_0.75+0.017WBN_GC_L_1.00-0.014WBN_LP_H_0.75-0.008WBN_LP_L_0.50' numeric
@attribute '0.594BadGroup-0.451NumRot-0.263WBN_EN_H_0.25-0.246XLogP-0.24NumHBD+0.203WBN_LP_H_0.25-0.2MW-0.193WBN_EN_H_0.50+0.154NumHBA-0.153WBN_LP_L_0.50-0.149WBN_LP_L_0.25-0.145WBN_LP_L_0.75-0.132WBN_LP_L_1.00-0.087BBB+0.075WBN_GC_H_1.00+0.071WBN_GC_H_0.75-0.051WBN_EN_H_0.75-0.041WBN_LP_H_1.00-0.036WBN_LP_H_0.75-0.036WBN_EN_L_1.00-0.034PSA-0.031WBN_EN_L_0.75+0.03 WBN_GC_H_0.50-0.023WBN_EN_L_0.50-0.018WBN_GC_H_0.25-0.014WBN_EN_H_1.00+0.013WBN_GC_L_0.75+0.012WBN_GC_L_0.50+0.006WBN_LP_H_0.50+0.006WBN_GC_L_1.00+0.001WBN_GC_L_0.25+0.001WBN_EN_L_0.25' numeric
@attribute '0.389NumHBD-0.362WBN_EN_L_0.25+0.359WBN_EN_H_0.25-0.271WBN_EN_L_0.50-0.213PSA-0.209WBN_LP_L_0.25-0.198WBN_GC_H_0.75-0.196WBN_GC_H_1.00+0.192WBN_EN_H_0.50-0.191WBN_EN_L_0.75-0.174WBN_LP_H_1.00-0.155WBN_EN_H_1.00-0.15WBN_GC_H_0.50-0.149WBN_LP_H_0.75-0.138WBN_EN_L_1.00+0.137BBB-0.137WBN_LP_L_0.50+0.135NumHBA-0.113WBN_GC_L_0.25-0.112MW+0.11 WBN_GC_L_1.00-0.104WBN_LP_L_0.75+0.097BadGroup-0.087WBN_LP_H_0.50+0.086WBN_GC_L_0.75-0.082WBN_LP_L_1.00-0.072WBN_EN_H_0.75-0.07XLogP-0.063WBN_GC_L_0.50-0.059WBN_GC_H_0.25-0.049NumRot+0.039WBN_LP_H_0.25' numeric
@attribute Outcome {Active,Inactive}

@data
-3.525871,2.566131,1.343754,-3.673794,-1.127264,-0.25839,0.154079,-0.031876,Inactive
-2.61831,2.041363,0.727721,1.501305,0.50142,-0.804277,-0.080555,-0.651852,Inactive
0.056604,1.832888,-1.541762,0.352928,-0.976434,-0.459076,-0.195614,-0.720388,Inactive
2.7542,0.215737,2.835709,0.60433,0.460545,-1.987672,0.570039,1.040769,Inactive
-3.352321,0.759949,-0.688563,1.190857,-0.826711,-0.932685,-0.701395,-0.447901,Inactive
3.297709,-0.711507,1.434261,0.776272,0.781776,-0.438342,0.359203,0.699319,Inactive
1.906625,-0.042611,2.262698,2.055163,0.128704,0.038447,0.13046,0.048822,Inactive
-2.546701,2.31379,-0.854609,0.193013,-0.67613,-1.357633,0.056683,-1.033687,Inactive
-2.291567,2.837136,-2.201313,0.614041,-1.626094,1.044795,-1.188803,-0.725063,Inactive
-0.113891,-0.700086,2.086665,-3.712821,0.242879,1.768127,-0.947114,0.766026,Inactive
-0.181521,3.482976,-2.83335,0.400556,-0.846543,0.166265,-0.685118,0.990041,Inactive
-6.120602,1.539431,0.510005,0.921438,0.991206,-0.691861,1.072895,-0.660668,Inactive
0.486409,-0.776272,3.187032,-2.891113,-0.93475,1.250932,-1.933975,0.691594,Inactive
-5.233024,-2.152133,-2.570851,0.004845,-0.939888,0.215228,0.21962,-1.021345,Inactive
2.186814,-1.870385,-0.760851,1.64051,0.859426,1.375588,-0.57054,-0.097256,Inactive
1.871998,-0.07486,1.700711,1.628589,0.778118,-0.944231,-0.154258,0.003087,Inactive
2.667692,-1.902642,-2.6254,-0.974599,-2.62348,1.892137,0.947737,0.054221,Inactive
-3.323538,3.730816,-2.069296,1.162031,-1.49756,0.343875,0.225635,-0.709409,Inactive
2.558342,-1.765637,-2.52811,-1.000233,-2.572254,1.76876,1.044899,0.029159,Inactive
2.638957,-1.443681,-2.286275,-1.028405,-3.365593,1.622945,0.374966,0.279098,Inactive
1.71326,-0.054808,1.063195,1.363137,2.417401,-0.382097,-0.093451,-0.796856,Inactive
6.357486,-2.45633,-0.936138,-2.403473,-2.402497,-2.810966,-1.487937,0.232742,Inactive
1.997567,-1.386878,1.953249,0.573215,0.536813,0.131615,1.681827,-0.15031,Inactive
-2.974371,2.188676,0.473615,0.825466,-0.507012,0.578196,-0.413066,-0.255812,Inactive
2.675549,0.21303,2.925668,0.761155,0.332628,-1.767048,0.291411,0.97418,Inactive
-3.202039,3.21896,1.652433,-3.671023,-0.933733,-0.952,0.370628,-0.247199,Inactive
-5.02538,0.289821,-2.286106,-1.755076,0.519425,0.15105,0.74484,-1.726605,Inactive
6.24323,7.585247,-2.777667,-1.24498,3.077258,2.052611,-0.780582,-1.647094,Inactive
3.607061,-2.081531,-0.905629,-0.051098,1.412892,-0.002192,0.318564,-0.064063,Inactive
-5.034222,2.126938,-1.459155,-1.155647,0.759061,-1.241176,1.301925,-1.785803,Inactive
2.566129,-2.552705,-0.201309,1.022629,1.062869,0.64768,0.557298,0.136571,Inactive
-0.864556,1.948862,1.308936,1.138686,-0.83306,-0.218858,2.339802,0.549192,Inactive
0.705882,0.001628,2.085886,1.128651,-2.874977,1.996433,1.096718,0.187095,Inactive
-1.511131,-1.161655,0.599906,-3.056236,0.139781,-0.108079,-1.339548,0.072338,Inactive
1.321222,-1.61891,0.627925,-0.79512,-1.851081,1.664323,0.711436,0.738455,Inactive
-2.14698,2.741207,1.829195,-0.758437,1.227248,2.589384,-0.458667,0.619782,Inactive
3.388646,-0.585836,-0.391288,0.413023,0.454276,-1.132205,1.916186,0.985759,Inactive
0.353807,-1.141111,-2.644805,-0.197598,-2.489128,1.195377,-0.263477,-1.023314,Inactive
-1.8094,1.6397,-1.220937,-0.280783,-0.010221,-1.456891,-0.30111,-1.571298,Inactive
2.177928,-1.203045,1.539107,-0.249153,-1.366479,0.767909,0.692597,0.442727,Inactive
-3.23277,2.381346,0.168762,-0.112397,-0.859412,-0.623145,0.592014,-2.26609,Inactive
-2.27886,2.271711,-3.357952,-0.746046,-0.21639,-0.43977,0.335138,-0.764537,Inactive
5.93823,3.04144,-1.276834,-0.8288,0.570602,-0.49863,-0.712975,-1.791211,Inactive
-2.291228,-0.239644,-3.974141,-0.479758,0.800012,-1.028094,0.853551,0.443579,Inactive
1.612819,0.54432,-3.541824,-0.665446,-0.819196,-1.870799,-0.203779,-0.530935,Inactive
1.952998,-0.416533,1.426035,1.657042,0.649204,-0.426003,-0.538944,-0.053726,Inactive
-5.113112,-2.43455,-3.037439,-0.424148,-0.549206,-0.054288,0.486197,-0.936614,Inactive
-5.73087,0.152526,-0.854206,-0.054992,1.074121,-1.268322,0.854415,-0.467191,Inactive
-3.01469,1.623351,-1.597206,-1.566667,0.340991,-0.028785,-0.458724,-0.322488,Inactive
-4.908114,-2.106421,-2.813929,-0.477676,-0.725178,-0.764459,0.279375,-0.466033,Inactive
3.810228,-1.280001,-2.323244,-0.819884,-3.254258,1.376234,0.339204,0.585942,Inactive
-0.04021,3.593221,-2.797331,0.242535,-0.710368,0.054126,-0.570846,0.899777,Inactive
4.08338,-1.154648,0.131637,0.644988,0.152682,-1.251073,1.332909,1.375177,Inactive
2.552686,6.594703,-1.496147,-0.705562,-0.029817,0.756349,0.417042,-1.357659,Inactive
0.622638,-1.286596,2.455631,1.308727,-0.780059,0.682079,1.153875,-0.277767,Inactive
3.482751,-0.967704,-3.539547,-0.756698,-0.740007,0.686757,-0.225175,0.777583,Inactive
4.495206,1.756541,-0.149812,0.880836,3.156027,0.985873,-0.724263,-1.74999,Inactive
-5.705513,-1.185183,3.058061,-1.558037,0.761627,1.815013,0.409425,0.243137,Inactive
11.707936,4.160574,-0.543272,-2.04287,1.028915,-0.749651,-0.763791,-0.527869,Inactive
1.858422,-0.464925,1.303979,1.364381,-0.807181,0.12696,0.129916,-0.248286,Inactive
1.8283,-0.118313,2.261414,2.206372,-0.148001,0.375337,-0.421625,-0.266715,Inactive
0.974512,-1.768093,0.544604,-0.748879,-1.953223,1.791853,0.552216,0.490891,Inactive
1.781441,-1.320516,0.159806,-2.256601,-4.016997,-0.376619,0.925384,-0.520869,Inactive
-0.730778,0.797508,-0.201695,0.166689,0.976142,-0.916013,2.327221,0.563208,Inactive
-2.335159,2.979657,0.055537,-2.742314,-1.284953,1.008653,-0.697008,1.021762,Inactive
6.327509,6.614683,-3.718629,-1.363491,4.163159,2.148594,0.233965,-1.745808,Inactive
-0.539395,2.90085,-1.104662,1.773243,1.665218,0.757097,-0.480576,1.134951,Inactive
-5.197589,-2.417159,-2.215787,-1.491094,-0.591848,-1.057337,0.723363,-0.720283,Inactive
3.285518,-2.732064,-0.968009,-0.619687,0.390107,0.167327,-0.346317,-0.847576,Inactive
-2.019622,0.90788,1.235546,-2.086949,-2.304744,0.444595,2.911712,-1.059815,Inactive
0.259,3.605657,-3.031476,0.264068,0.012907,-0.218752,0.47122,1.007105,Inactive
2.95745,6.069022,-1.393552,-2.786798,1.630518,-0.876146,0.416458,-1.2298,Inactive
0.253587,4.128346,-2.427918,0.104474,-0.424343,-0.799838,-0.216471,1.18938,Inactive
0.774791,-1.698087,0.907135,1.313796,0.064212,1.093126,0.577357,-0.990485,Inactive
2.167202,0.500533,-0.983432,-0.855894,-1.29315,-1.849635,-0.613976,-0.564727,Inactive
0.032041,-0.454483,0.513633,-1.148812,-3.59051,0.215525,0.018871,-3.034578,Inactive
1.155412,-0.849425,-1.440078,1.013362,-3.015434,0.482219,0.168845,-0.715287,Inactive
-3.235297,3.058055,1.496784,-3.776226,-0.871145,-0.861137,0.401866,-0.134962,Inactive
-2.245545,2.773286,-2.198051,-0.850551,0.262339,-1.122557,1.246142,-0.55181,Inactive
2.101651,0.241423,2.611643,1.134307,-0.461522,-0.650598,0.570111,0.01332,Inactive
-2.010775,2.503363,0.452281,0.219995,-1.115411,-1.903815,-1.052983,-1.384152,Inactive
0.865787,0.49337,2.84138,-3.522778,0.967823,0.40555,-1.444899,0.668912,Inactive
-2.779186,2.876161,1.157176,-3.77529,-0.263163,-1.018465,-0.603544,-0.120958,Inactive
1.619166,2.836445,-1.472439,0.897823,2.409945,1.227944,1.115003,1.49084,Inactive
1.849023,-1.910584,-2.730298,-3.303729,-1.385065,-0.080932,-1.234071,0.918959,Inactive
-6.254736,0.251828,-0.019815,0.812898,0.224353,0.506138,1.053422,-1.135992,Inactive
-5.160599,-2.449954,-3.00774,-0.375165,-0.617985,0.061598,0.401905,-0.974009,Inactive
-0.202527,4.147122,1.181053,-0.610147,1.089484,0.711585,1.021786,-1.04071,Inactive
3.8232,-2.082086,0.550771,0.567767,-0.34408,-0.375056,-1.157645,-0.354847,Inactive
0.639344,-0.844377,-1.698784,-1.895279,-0.880525,-3.203608,0.346543,0.16077,Inactive
2.674785,-0.571985,1.395432,0.755971,-0.589679,-0.562335,1.259822,0.44947,Inactive
-2.216809,1.776884,-0.33407,-0.330979,-0.661098,-1.341777,-0.2458,-1.835343,Inactive
-3.598207,2.507077,1.368367,-3.595645,-1.239032,-0.090041,0.048441,-0.068913,Inactive
-0.721042,3.033439,0.446707,0.160414,0.334282,0.080412,-0.406563,0.825068,Inactive
-0.859952,3.309648,-2.144552,1.195812,-0.670697,-0.402982,-0.602556,1.588336,Inactive
0.459521,4.191276,-2.1599,0.108153,-0.3241,0.530968,0.870523,0.469985,Inactive
2.065852,-2.647315,-0.303863,0.541729,1.746369,0.033573,-0.518302,-0.606767,Inactive
1.67031,-1.318593,1.732854,0.848443,0.463056,0.122244,0.396342,-0.248053,Inactive
2.42449,6.036356,-1.764061,-0.32982,0.283356,2.044366,0.488152,-1.45823,Inactive
-5.065722,-2.419024,-3.066948,-0.473486,-0.480361,-0.170058,0.570452,-0.89944,Inactive
2.468232,-1.872943,-0.128094,1.850334,0.023926,0.867105,-0.574409,-0.785873,Inactive
3.381674,-0.633551,-1.5293,-0.405489,-2.05644,-1.532149,-0.43608,-0.76945,Inactive
6.303893,7.46411,-2.965565,-1.488809,3.183698,1.961802,-0.446652,-1.5807,Inactive
-2.545437,1.39304,0.902131,-3.979276,-0.367025,-0.009432,0.441778,-0.044321,Inactive
-3.510478,3.808509,0.053215,-0.134119,-0.321364,-1.96277,0.918742,-0.840205,Inactive
1.732341,-0.26691,0.902966,0.932814,0.493625,0.707123,0.7228,-0.628565,Inactive
1.515453,0.345409,2.507186,-4.514546,-4.365491,-0.535665,-0.337767,1.680863,Inactive
1.597517,-2.458735,-1.236898,0.506934,0.147424,0.336619,0.721143,0.178229,Inactive
-1.754301,2.678846,-3.400826,-1.228659,-0.350873,-1.360061,0.749921,-0.059615,Inactive
0.216937,0.338411,0.773184,-0.573642,0.282883,-1.261702,-0.048166,-1.404893,Inactive
-1.290822,-2.911897,-0.865587,0.64051,0.11383,-0.324657,-0.296459,-0.177268,Inactive
3.221313,-2.306595,-4.007202,0.130197,-0.793056,-0.786797,-0.793733,0.765001,Inactive
-5.326741,1.199885,-0.952656,-0.5759,-0.456085,0.652899,-0.077792,-2.305426,Inactive
-3.346117,-0.02152,-1.681079,0.024956,0.7718,-2.072361,1.394003,-0.524574,Inactive
1.202099,0.269725,1.593511,-0.565544,-0.485207,1.270716,-0.933857,1.136213,Inactive
-3.832302,3.440667,-0.433621,-0.308788,-0.756779,-1.293392,0.343365,-1.139777,Inactive
1.004934,-2.564419,-1.949716,0.946556,0.243821,2.151408,0.75329,1.19165,Inactive
-4.203629,3.600791,-0.124264,-1.000508,-0.461522,-0.315745,0.313914,-0.713513,Inactive
-3.9886,3.372206,-0.30014,-0.053782,-0.651919,-0.748407,0.783588,-1.52424,Inactive
-3.749061,3.480164,-0.501466,-0.449136,-0.640725,-1.541784,0.645669,-1.072363,Inactive
5.182969,-3.225972,-4.363977,-0.569954,-1.29011,-2.673821,-0.267194,1.054154,Inactive
-4.978182,0.593627,-1.949562,-1.507895,0.297681,0.431919,0.559194,-1.919858,Inactive
1.821002,-0.866991,0.553091,0.982186,0.043039,-0.461019,-0.184864,-0.050704,Inactive
4.261126,-1.372577,-0.190775,-2.685855,-2.507694,-3.618953,1.058774,0.329258,Inactive
3.229046,-2.164119,-3.320141,0.592758,-0.556538,-0.777377,-0.620533,0.908059,Inactive
1.832519,0.048444,2.115837,1.643557,0.013174,-0.968465,-0.761119,0.246994,Inactive
1.87427,-0.056645,2.206338,1.879722,0.385093,-0.229866,0.3255,0.076841,Inactive
2.018077,-0.442258,1.328872,1.505787,0.760395,-0.590903,-0.294141,0.004889,Inactive
0.614778,-0.792783,2.328244,0.075505,-2.538115,1.934895,2.718835,0.155984,Inactive
2.019501,0.131671,2.014252,1.474577,0.191617,-1.366511,-0.49273,0.37006,Inactive
3.194064,0.459111,1.035749,0.611003,1.150748,-1.275842,0.010813,-0.381377,Inactive
-3.477252,2.625351,2.901262,-2.26355,0.870607,-0.572483,-0.591652,0.117159,Inactive
-1.761061,0.360352,0.445919,1.210822,-0.336741,2.340041,2.589538,0.126793,Inactive
5.398891,7.3734,-0.786264,-2.81113,2.887546,1.032997,-0.809264,-2.433517,Inactive
-1.623927,0.869038,2.000662,-1.548645,0.535221,-1.099795,1.992363,-0.801674,Inactive
1.260904,-2.336776,0.205992,1.308477,-1.53085,0.00324,-1.36899,-0.873068,Inactive
4.585954,-4.513775,-1.12634,-0.23422,0.698251,0.669424,-1.210457,-0.886071,Inactive
-1.203882,-1.01502,3.491054,-1.954019,-1.556428,2.186312,-1.401322,0.291791,Inactive
2.964798,-2.584803,-4.800911,2.064568,0.22333,-0.988987,0.06906,1.717522,Inactive
13.408116,-0.681957,-0.701076,-2.102593,4.661494,1.78762,-0.865494,-2.380922,Inactive
1.88779,-1.353673,1.992568,0.459383,-0.979167,0.78549,2.511261,-0.251962,Inactive
5.209771,-4.285823,-1.74755,0.460377,1.877368,-0.968003,-0.119652,0.150289,Inactive
0.992923,-0.013911,2.974474,0.850447,-1.029857,-0.023365,1.438795,-0.549096,Inactive
-5.221634,-2.777879,0.626666,-2.895064,1.231882,1.055077,1.351029,1.189858,Inactive
6.788828,1.242099,1.699716,-1.214687,1.523399,1.230942,-0.358937,-3.152456,Inactive
2.171042,-0.526369,2.473033,1.809687,-0.732527,1.058693,-0.010624,0.311002,Inactive
1.789094,-1.954029,0.45838,-0.357669,-2.212333,1.845056,0.746266,-0.867554,Inactive
-0.000046,-2.74426,0.708292,0.144907,-2.047884,2.796879,-0.384494,-2.124811,Inactive
-1.003497,2.871144,-1.765813,-0.918858,-0.329939,0.217108,-0.302397,-0.085078,Inactive
1.727366,-1.96333,0.488389,-0.387258,-2.214477,1.820446,0.757701,-0.891979,Inactive
0.739315,-0.816946,2.337483,0.074963,-2.531031,1.959364,2.697779,0.145618,Inactive
5.595207,-3.435678,-2.042162,0.963521,1.889489,0.508001,0.263522,0.72994,Inactive
0.287847,3.826053,-2.844727,-0.657079,-0.286802,1.040546,-0.508651,1.705508,Inactive
3.061111,-2.614997,-1.428514,-1.350741,-1.537752,-2.204775,-0.943981,0.452088,Inactive
-2.412341,-2.061559,0.358367,-0.411607,-1.557618,-1.65824,-0.81538,-0.459507,Inactive
-4.264454,-0.02898,0.263789,-2.28093,0.642872,-0.566419,-0.064615,1.344045,Inactive
1.937881,-0.404749,1.318477,1.484168,0.774076,-0.658836,-0.263528,0.019247,Inactive
-0.525196,0.146463,-0.23532,-4.62688,-0.85904,-1.988661,-1.105588,0.109467,Inactive
0.165838,3.21449,-3.386682,-0.351952,0.510578,-0.606121,0.740526,1.060833,Inactive
-4.889932,-0.745413,-1.386418,0.317129,-1.541951,-1.304863,0.607259,-0.938821,Inactive
2.196719,-1.411203,1.506778,0.860578,-1.55778,0.062067,-1.656424,-1.38958,Inactive
0.531097,3.80196,-0.833464,-1.158999,-0.123136,-0.012354,0.375057,1.560301,Inactive
-1.315869,-2.605894,-4.327993,-0.347194,-0.585758,-1.380871,0.409132,-0.249584,Inactive
-0.536154,-0.429789,-3.219402,-1.905236,-0.788205,2.614125,0.631174,1.419153,Inactive
-3.489171,3.9179,0.156254,0.021501,-0.343362,-1.985876,0.67767,-0.845848,Inactive
-0.183801,-1.000874,2.066416,-1.978658,-0.499674,2.004432,-2.251494,-1.635716,Inactive
-1.062328,-2.972487,-1.086454,0.455041,1.563068,-0.661454,0.26276,0.232483,Inactive
2.517896,0.639696,0.381838,-1.101238,-2.410445,-5.110326,0.426882,1.506359,Inactive
-2.30596,1.460629,0.910861,-3.937426,-0.246812,0.359212,0.248057,-0.17546,Inactive
4.965771,-1.975296,1.310237,0.618331,1.037906,-0.859195,-1.556336,-0.021046,Inactive
-4.054113,-1.100115,-4.737146,-0.026618,-0.0189,1.517421,-0.430444,-1.092067,Inactive
2.232308,5.866846,-1.689622,-0.3516,-0.111875,1.41115,-0.155768,-0.73491,Inactive
2.336999,-0.199031,0.971569,0.731589,1.314913,0.175455,1.264485,-0.25788,Inactive
-1.751515,3.107278,0.572113,-0.128748,-1.00159,-2.602907,-0.326002,-1.805734,Inactive
-0.502646,0.001651,-0.487193,0.980264,0.485698,0.862968,0.87102,0.005145,Inactive
1.44775,-1.450595,1.588316,1.556866,-0.182923,1.168604,1.03805,0.057128,Inactive
1.416835,-1.454705,1.560163,0.71969,0.155671,0.060899,0.596091,-0.564868,Inactive
1.354887,-0.28908,2.527369,1.990855,-0.475246,0.604381,1.215492,0.08392,Inactive
-3.83295,3.146788,1.007277,0.761644,0.5537,-1.007091,0.660836,-0.68097,Inactive
-5.757967,0.802258,-1.488171,0.035987,-0.40039,-1.374222,0.019874,-0.378785,Inactive
3.519406,-0.747706,0.440091,1.512636,0.572064,0.250864,-0.099372,-1.031521,Inactive
5.532272,0.440746,-2.683542,-1.003831,0.354118,-0.276959,-0.527724,-0.135279,Inactive
8.019659,2.29185,-2.957086,-1.43638,1.864772,1.697691,0.233293,-1.336587,Inactive
-0.81201,1.235465,-0.184526,-0.402785,0.18067,0.470428,-1.260646,-2.034847,Inactive
0.558029,-0.874596,-1.620828,-1.727938,-1.02542,-2.926064,0.031878,0.091528,Inactive
1.992094,-1.357675,1.546264,0.440745,0.935664,-0.565518,1.068083,-0.231244,Inactive
0.144816,-2.066781,0.474124,0.309353,-1.120058,3.072122,1.754294,0.526404,Inactive
-1.748827,0.508238,2.213039,-1.114871,1.090426,-0.564833,1.51033,-0.817617,Inactive
6.348821,7.70433,-2.199184,-0.929643,3.447388,1.889441,-0.402704,-1.451423,Inactive
-0.774028,3.186637,-0.787176,0.635818,1.950331,1.184862,-0.973489,1.850056,Inactive
-0.160032,4.078272,-1.999628,-0.491855,-0.034436,0.646791,-0.182278,1.424911,Inactive
-0.71368,4.481243,-0.097729,-0.66482,-1.317194,-0.502663,-0.090097,0.137519,Inactive
2.277197,-0.980156,1.463775,1.281054,0.242827,0.285554,1.289317,0.001075,Inactive
0.524377,3.527978,-3.248148,0.067741,0.223551,0.29371,0.142436,0.71793,Inactive
-3.371239,2.683649,1.32544,-3.765258,-0.967734,-0.378076,0.251378,-0.078052,Inactive
2.558001,5.776208,-2.217655,-0.753721,0.704825,1.747486,0.775491,-1.358248,Inactive
1.617894,-0.950218,1.842904,1.452843,0.563257,0.062029,0.252646,-0.14296,Inactive
1.83687,-0.470158,1.301754,1.367538,-0.811417,0.120162,0.13079,-0.245659,Inactive
5.59429,6.996975,-1.443506,-3.849229,3.609984,0.621501,0.610814,-2.394235,Inactive
2.359264,-0.824123,0.817875,0.456112,-0.369922,-2.010039,-0.418357,1.338594,Inactive
0.190623,3.22145,-3.413197,-0.365502,0.595142,-0.806363,0.861283,1.173738,Inactive
-5.92982,-2.427569,0.807938,-2.562445,2.476712,0.603909,-1.006404,0.638703,Inactive
1.906399,-1.273589,-0.650441,-5.143767,-3.999238,1.053826,-0.889752,1.235671,Inactive
-2.129719,1.235481,1.661977,-1.670717,-2.697585,0.581672,2.401153,-1.357756,Inactive
5.43461,1.195319,-1.196494,0.060522,0.119834,-0.179101,-0.67714,-0.44432,Inactive
-0.020068,-0.892437,-1.201042,0.655769,0.727645,0.937894,-1.246468,-1.274561,Inactive
-5.056574,-1.839747,-2.495979,-0.173192,-1.019487,-0.676931,-0.022946,-0.678209,Inactive
3.973228,-0.121096,0.033377,-1.226914,-1.982947,-1.053448,-0.954992,-0.543402,Inactive
0.020798,0.339255,3.337175,1.019172,-3.297858,1.667475,1.271554,0.006407,Inactive
