@relation 'crx-weka.filters.supervised.attribute.NominalToBinary_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A50-M8'

@attribute '0.454A5=g+0.454A4=u-0.449A4=y-0.449A5=p-0.186A10-0.18A9+0.158A11+0.127A8+0.108A6=q+0.108A3+0.101A2-0.084A7=ff-0.077A6=ff-0.056A6=j+0.056A7=z-0.051A6=k+0.051A13=g-0.051A4=l-0.051A5=gg+0.043A7=h-0.041A13=s-0.04A7=j+0.038A1-0.033A13=p-0.03A14-0.026A7=o+0.025A7=bb+0.025A6=e+0.025A6=x-0.016A6=aa+0.016A6=cc+0.015A12-0.014A7=dd-0.014A6=d+0.013A15+0.009A6=w-0.009A6=c-0.005A6=r-0.003A7=n+0.001A6=m+0.001A6=i+0    A7=v' numeric
@attribute '0.49 A4=l+0.49 A5=gg+0.379A7=o+0.366A15+0.255A13=p-0.238A13=g+0.154A13=s+0.12 A6=ff-0.113A4=y-0.113A5=p+0.092A9+0.092A10+0.088A7=ff-0.07A11-0.063A7=v+0.059A14+0.05 A4=u+0.05 A5=g-0.047A7=h-0.041A6=c-0.034A6=q+0.034A6=i+0.033A6=cc-0.032A6=x-0.032A6=aa+0.031A7=bb-0.03A6=w+0.03 A6=m-0.022A6=j+0.02 A3-0.017A8-0.016A6=k-0.012A7=j+0.011A12+0.011A6=r-0.01A7=z+0.009A6=d+0.008A1-0.008A7=dd-0.006A7=n-0.004A20    A6=e' numeric
@attribute '0.31 A7=v-0.28A11-0.276A3+0.271A13=s-0.267A13=g+0.263A10-0.262A8+0.237A9-0.224A2-0.186A6=ff-0.182A7=z-0.179A7=h-0.179A7=ff-0.15A15-0.149A6=e+0.142A5=g+0.142A4=u+0.133A14-0.13A4=y-0.13A5=p+0.126A6=m-0.1A4=l-0.1A5=gg+0.089A6=d-0.082A7=o-0.082A6=x+0.075A6=aa-0.074A1+0.064A6=w-0.062A6=cc+0.06 A6=k+0.047A6=i+0.044A6=c-0.043A6=q-0.043A6=r-0.041A6=j-0.039A7=dd+0.033A13=p-0.015A7=n-0.011A7=j-0.003A7=bb+0.001A12' numeric
@attribute '-0.523A7=ff-0.504A6=ff-0.244A9+0.223A7=v+0.192A8-0.183A1+0.171A12-0.153A6=j+0.149A11+0.138A15-0.133A7=j-0.122A10+0.121A14-0.117A5=g-0.117A4=u+0.111A4=l+0.111A5=gg+0.109A7=h+0.105A6=c+0.103A5=p+0.103A4=y+0.102A6=cc+0.093A6=x+0.085A6=w+0.076A6=m-0.075A2+0.071A7=o+0.045A3-0.044A6=i+0.041A6=r+0.038A6=q-0.031A13=g+0.03 A7=z+0.026A13=s+0.024A6=aa+0.024A6=e+0.022A6=k+0.02 A6=d+0.019A13=p-0.018A7=dd+0.017A7=n-0.004A7=bb' numeric
@attribute '0.368A13=s-0.343A13=g+0.333A7=bb+0.29 A2-0.284A7=v+0.262A6=e+0.252A6=i+0.231A7=z+0.223A8-0.192A1-0.168A6=q-0.149A6=aa+0.143A6=m+0.135A10-0.114A4=l-0.114A5=gg-0.105A7=o-0.105A15-0.101A6=j-0.097A6=w+0.094A7=dd-0.077A7=j+0.077A12+0.072A6=d+0.071A7=h-0.05A6=c+0.05 A14-0.047A6=cc+0.043A3+0.024A4=y+0.024A5=p-0.017A11-0.016A7=n-0.012A13=p-0.01A6=ff-0.01A5=g-0.01A4=u-0.008A9+0.003A6=r-0.003A7=ff+0.003A6=x-0.001A6=k' numeric
@attribute '0.49 A7=j+0.474A6=j-0.3A7=v+0.253A6=i+0.248A7=h+0.231A7=bb-0.221A6=ff-0.2A7=ff-0.151A7=z+0.148A1-0.138A6=e-0.116A6=w+0.111A14-0.102A3+0.096A12-0.095A6=m-0.092A6=aa+0.09 A6=x-0.084A2+0.072A6=r+0.07 A6=q+0.068A7=n+0.063A10-0.055A7=dd-0.052A8-0.043A11+0.041A6=cc-0.04A6=k-0.035A13=s+0.034A13=g+0.033A7=o-0.023A6=d-0.019A9-0.018A4=y-0.018A5=p+0.016A4=u+0.016A5=g+0.012A15+0.012A4=l+0.012A5=gg-0.011A6=c-0.004A13=p' numeric
@attribute '-0.402A6=e-0.392A7=j-0.391A6=j-0.338A7=z-0.237A7=dd+0.235A7=h+0.233A6=i+0.211A7=bb-0.188A7=v+0.15 A14+0.129A6=ff-0.119A3+0.118A6=x+0.113A6=r+0.112A13=g+0.111A7=ff+0.11 A7=n+0.107A12-0.101A13=s-0.092A1-0.085A6=aa+0.077A6=cc-0.062A6=m-0.044A13=p-0.042A2-0.036A6=w+0.032A6=q-0.029A11+0.019A6=c-0.01A6=d-0.01A15-0.01A4=l-0.01A5=gg-0.009A10+0.007A6=k+0.004A9-0.004A8-0.001A7=o+0.001A5=p+0.001A4=y+0.001A4=u+0.001A5=g' numeric
@attribute '-0.356A6=e+0.346A13=s-0.326A7=dd-0.321A13=g-0.265A6=i+0.23 A6=m+0.2  A11-0.199A9-0.19A7=bb-0.185A7=z-0.175A10+0.166A8-0.159A7=n+0.154A7=j+0.152A7=ff+0.149A6=j-0.145A6=r+0.128A6=ff+0.115A2-0.105A7=o+0.091A7=h-0.089A6=aa-0.087A15+0.087A6=cc+0.085A6=x+0.074A6=q+0.053A7=v+0.045A1+0.039A5=p+0.039A4=y-0.038A5=g-0.038A4=u+0.03 A12+0.028A6=d+0.017A3+0.013A6=k-0.013A14-0.012A13=p-0.009A6=c-0.003A5=gg-0.003A4=l+0.003A6=w' numeric
@attribute A16 {+,-}

@data
2.317243,-0.493606,-2.608361,1.167562,1.009801,0.177242,0.56379,1.152143,+
1.572025,-0.270884,-0.665652,-0.177194,0.760994,0.261917,0.349331,-0.89733,+
1.751515,-0.413356,-0.656692,0.788217,-0.552505,-0.905622,-0.435338,0.478134,+
1.46222,-0.3556,0.216718,0.735586,-1.183324,0.021717,-0.004213,0.306368,+
1.934947,-0.515797,-1.344943,-0.320362,-0.951217,1.051336,0.465888,0.555749,+
1.050637,-0.28064,0.58279,0.645807,-0.598908,-0.475785,-0.252352,-0.317983,+
1.112933,0.010061,-0.119881,-0.122866,1.70977,1.787871,1.809866,-0.945086,+
1.01033,-0.169161,0.671249,0.575415,-0.093101,0.142031,0.603109,0.105758,+
-2.795297,-1.356319,-0.934549,1.77159,-1.107232,-1.1548,-0.374635,0.596181,+
-2.332875,-0.864518,-2.385697,1.564962,2.755126,1.625582,1.921774,-0.664292,+
-2.611136,-1.079532,-1.929233,1.626279,1.097829,0.783756,1.092168,-0.099522,+
-2.711482,-1.221985,-1.403495,2.299914,-0.232489,-0.057539,0.683793,0.982093,+
2.587517,-0.680548,-2.958746,1.308054,0.933431,-0.364848,0.240022,1.477883,+
-2.993943,-1.158336,-0.527313,1.947646,-1.035645,-0.716237,-0.112089,0.155691,+
1.698279,-0.597794,-0.668511,0.840716,-1.078594,-0.368002,0.03163,0.590196,+
1.723683,-0.466082,-0.878909,-0.335001,-1.24225,1.216228,0.601287,0.38258,+
1.184484,0.178884,0.031605,-0.89152,2.132029,2.281075,1.629131,-1.811968,+
1.393915,-0.499368,0.252144,0.743184,-1.034406,-0.582608,-0.150765,0.166405,+
1.833177,-0.455564,-0.231248,0.318081,-1.85629,0.028461,-0.338069,0.348861,+
-2.935369,-1.198481,-0.757798,1.373684,-0.983359,-1.188292,-0.431602,0.35888,+
2.794375,-0.171763,-3.302189,0.802931,-0.159351,0.653083,0.217869,1.354538,+
-0.682151,3.16629,1.2592,-1.05531,1.412057,-0.095947,-0.973695,0.64087,+
2.13322,-0.448122,-1.61667,0.776674,-0.236541,0.81213,0.87285,0.762962,+
1.428515,-0.452783,-0.088587,0.649838,-0.537461,-0.838951,-0.240866,0.484725,+
2.1414,-0.405615,-1.730102,0.714303,1.324897,0.521953,0.776948,0.143793,+
2.325137,-0.335903,-2.529362,1.83526,0.750164,0.822456,1.322706,1.594836,+
-3.549409,0.475155,1.569092,1.874698,2.78544,-0.880448,-0.932786,2.690898,+
2.327832,0.317957,-5.057864,-2.477193,1.69843,-2.24249,0.64864,2.717532,+
1.760068,-0.321775,-0.516039,0.492045,0.058455,0.054874,0.302175,-0.551453,+
-2.805874,-1.000696,-1.336088,1.957971,-0.664682,-0.538388,0.175532,0.88639,+
0.713413,1.093842,2.667993,0.284133,2.025885,-1.133779,-1.308107,1.910433,+
1.975319,-0.292617,-1.944689,1.050866,0.423095,0.703804,1.115633,1.155486,+
1.398554,1.0438,-3.447809,-3.668286,0.426756,-2.033397,0.580048,1.417383,+
2.189033,-0.502949,-2.155888,0.676759,1.652915,-1.853515,-2.778189,-1.105478,+
-2.743128,-1.206118,-1.298571,1.61221,-1.332154,-0.347469,-0.347119,0.518703,+
1.803325,-0.450195,-0.592836,0.317211,-1.00741,-0.755132,-0.828868,0.18901,+
3.358919,-0.525191,-5.768712,1.509306,5.596275,-2.753022,-5.412263,-2.121532,+
0.968625,-0.274658,0.872931,-0.009847,-1.658125,-0.38434,-0.764612,-0.649544,+
0.894099,-0.254814,0.996734,-0.360148,-1.833755,-0.511834,-0.907408,-0.768317,+
1.380224,-0.201434,0.54168,-0.049937,-1.188316,0.274474,-0.135435,0.019983,+
0.884544,-0.001816,0.601321,0.05873,1.025478,1.226919,1.17833,-1.258909,+
0.602028,-0.241873,1.29819,0.010768,-0.896031,-0.575424,-0.282483,-0.484028,+
-3.456853,-0.858626,-0.592555,0.654438,-0.864971,0.026278,0.00143,0.041258,+
1.569578,-0.509551,0.421753,0.729046,-1.452696,-0.083939,0.126546,0.266529,+
1.019749,-0.012052,0.429789,0.407117,-0.930282,-0.381867,-0.109933,-0.103951,+
1.520294,0.130928,-0.425327,0.895873,-1.388311,-0.486865,-0.065957,0.428544,+
2.089483,-0.312438,-1.272621,1.501626,0.257133,0.261031,0.54694,1.308261,+
1.721735,-0.453256,-1.421944,1.106463,0.391444,1.251089,1.567992,0.839797,+
1.249074,-0.083168,0.5425,1.179406,-0.310109,-0.685688,-0.101023,-0.120914,+
2.841503,0.270591,-3.47182,0.100902,2.639051,1.209175,0.796955,-0.471826,+
1.745056,-0.328473,0.015471,0.256326,-2.003404,0.077461,-0.226693,0.394248,+
0.869917,0.152691,0.706921,-0.540962,2.029754,2.116307,1.904436,-2.167843,+
1.274008,0.192109,0.232976,0.603768,-1.760297,-0.956321,-0.693609,-0.552874,+
1.176263,1.025111,2.025854,0.260557,1.932128,-0.720691,-1.100762,2.498469,+
1.747513,-0.427441,-0.626352,1.109769,-0.383947,-0.195191,0.390342,0.708618,+
-3.593687,0.315722,1.314737,1.538737,1.869964,-1.021977,-1.165099,2.298573,+
2.02503,-0.43499,-1.136749,0.646624,-0.508657,-1.586485,-0.972126,0.37233,+
1.334809,-0.323761,0.295668,1.090693,-0.130162,-0.863788,-0.264256,0.156019,+
1.940588,1.379813,-1.038527,0.973282,-2.458197,-0.000238,-0.435319,0.023107,+
1.199084,-0.25769,0.718434,0.137669,-0.216937,0.415967,0.6453,-1.014118,+
-2.76669,0.059115,-2.480968,2.182449,-0.102282,0.706635,0.9908,0.281789,+
2.217657,-0.126216,-2.646107,1.487901,1.091519,0.585667,1.035973,1.312709,+
1.953668,-0.618167,-1.200693,-0.016528,-1.415813,1.229642,0.637308,0.706348,+
1.70799,-0.219148,-1.037772,0.181912,0.833616,0.676258,0.613504,-0.589189,+
1.612937,-0.558532,-0.495973,0.808846,-1.036214,-0.320954,0.082755,0.477003,+
3.478901,-0.477877,-6.157512,1.561304,4.871072,-3.028379,-5.832226,-2.245015,+
2.137222,-0.425057,-1.490646,1.019228,0.177827,1.070029,1.223881,0.896181,+
1.986711,-0.434937,-2.187809,0.441746,-0.860664,1.136656,0.727304,0.855573,+
1.580828,-0.483694,-1.352054,0.459486,-0.221801,0.928945,1.057934,0.412944,+
0.194642,0.164015,1.980744,-0.357912,-0.592272,-0.40748,0.052401,-0.837485,-
0.606374,0.012555,0.444473,-0.236007,-0.124236,0.79129,0.812912,-0.811,-
0.630119,-0.04152,1.234968,0.209164,-0.669172,-0.412603,-0.131975,-0.787776,-
0.252822,0.046667,2.296876,-0.482708,-0.536063,-0.434878,-0.171611,-0.800845,-
0.597172,0.273763,1.37216,-1.012094,-0.341305,0.750117,0.329653,-1.791006,-
-3.79677,-0.846373,0.366092,0.281727,-1.173545,-0.256417,-0.341609,-0.467331,-
0.721897,0.11056,0.549133,0.023561,1.101467,0.866463,1.036265,-0.24016,-
-4.156076,0.09372,-2.238014,-4.52293,0.097589,-1.417345,0.711259,0.744675,-
0.220454,7.274479,-1.006837,-0.553634,-1.134737,1.816686,0.624504,-3.572824,-
-3.384405,-0.804929,-1.563085,0.698744,-0.153631,1.457128,1.140941,0.085781,-
-0.016727,0.896667,-0.692889,-5.044367,0.367731,-1.489579,1.028499,0.260908,-
-3.983844,-0.814858,0.756087,0.729584,-0.97063,-0.482992,-0.069807,-0.663353,-
-3.942875,-0.727993,-1.300243,-0.09978,2.186429,-1.22929,-4.495789,-6.12762,-
0.574679,0.125783,1.615491,-0.769411,-0.523028,-0.249738,-0.446619,-0.536737,-
1.391896,-0.231555,0.533846,0.19502,-0.256193,-0.101968,0.10869,0.118247,+
0.587203,-0.024464,0.980479,-0.652941,-1.10066,1.453818,1.865567,-2.944121,+
-1.055003,3.158908,2.064272,-0.440544,0.998375,-0.176372,-0.652515,0.210616,+
0.496083,-0.027259,1.645594,0.110811,-0.448144,-0.220493,0.154318,-0.745707,-
-3.804559,-0.605475,0.829302,0.836154,-0.121077,-1.015006,-0.548793,0.410464,-
-3.760877,-0.783373,-0.050644,0.506994,-0.217469,-0.952892,-0.385281,-0.333118,-
0.381584,1.616273,2.088688,0.406907,2.787473,1.003411,0.715414,2.144684,-
0.370404,0.06211,1.985565,-0.436137,-0.526372,-0.557875,-0.323634,-0.790974,-
0.629721,0.189504,0.451349,-1.306707,0.335163,1.996738,1.301699,-1.672122,-
-3.237931,-0.734004,-1.139301,0.217985,-0.843673,1.237902,0.691607,-0.141496,-
-4.213353,0.202961,-2.159919,-3.696344,0.009885,-1.700879,0.848383,0.409617,-
0.32714,1.347712,3.932739,0.491063,2.164943,-0.891425,-1.10724,2.760211,-
-3.843186,-0.791351,-0.33994,0.624258,-0.040221,0.791382,0.991793,-0.494173,-
-3.736027,-0.577216,-0.761451,0.732277,-0.064713,0.954115,1.23573,-0.078461,-
0.057801,1.271887,3.632287,-0.119334,1.438007,-0.707929,-0.976905,1.376691,-
1.151452,-0.285341,0.956914,-0.581732,-2.218697,0.066568,-0.256302,-0.253815,-
1.068964,0.0789,0.319438,0.111855,-1.285105,-0.850711,-0.516048,-0.552136,-
1.058268,-0.255946,-0.089504,-0.120212,-0.744666,0.178152,0.491316,-0.420008,-
0.385745,0.758888,-1.149504,-4.618483,-0.625012,-0.966225,1.14412,0.666496,-
0.821976,-0.037621,1.368506,0.137468,-1.275444,-0.800321,-0.112526,-0.512726,-
-3.560619,-1.04482,0.172932,1.029656,-1.160144,-0.602933,-0.017511,-0.237572,-
-4.65422,-0.899765,-0.729905,-2.922757,-2.105034,8.961893,-6.902372,2.094047,-
0.048701,1.591932,4.344932,0.410752,2.530933,-0.712905,-0.802048,2.499478,-
1.072515,-0.253163,0.751895,-0.291349,-1.850425,-0.750931,-0.68417,-0.391356,-
0.787764,-0.224791,1.473152,0.045505,-1.356411,-0.818123,-0.151503,-0.514025,-
0.955448,-0.283461,1.092145,-0.023078,-1.099516,-0.972998,-0.283336,-0.356227,-
0.172411,0.738315,-0.76722,-4.932197,-1.177188,-1.041376,0.983699,0.411984,-
0.538753,0.743219,-1.481327,-4.433731,-0.397937,-1.049594,1.100528,0.828023,-
0.895835,0.680037,-2.468121,-4.629512,0.860102,-2.039632,0.704567,1.067625,-
0.845021,-0.108488,1.460201,0.579811,-0.978051,-0.406285,0.178948,-0.622298,-
0.716658,-0.323582,1.405597,-0.198454,-1.791906,-0.873708,-0.533438,-0.890062,-
1.156485,-0.231709,0.411865,0.626183,-0.787406,-0.586876,-0.122187,-0.267852,-
0.835346,0.636712,-2.273423,-4.923127,0.24287,-1.57569,0.648544,1.158706,-
-0.083451,1.491587,4.342292,0.154875,2.106822,-0.387176,-0.585164,1.574567,-
0.036858,1.346088,3.851539,0.310957,1.778174,-0.360217,-0.526403,1.478743,-
0.764567,-0.080264,1.492098,-0.844787,-1.949052,0.183377,-0.294861,-0.655219,-
1.206041,0.020104,-0.341609,-0.791907,-0.741362,1.214611,0.526404,-0.355557,-
-3.306676,0.022879,-3.943236,-3.030946,0.827643,-2.02378,0.501372,1.163719,-
-0.034077,0.898562,-0.639195,-4.581013,0.022122,-1.400382,1.081447,0.224548,-
-0.052868,0.92217,-0.705384,-4.77275,-0.328916,-1.507998,0.85464,0.006878,-
0.028195,1.351043,2.703321,-0.189332,2.710258,0.62647,0.282006,1.712965,-
-4.541896,-0.896355,-0.988802,-2.974514,-1.849698,8.865196,-6.967856,2.19548,-
0.589271,0.027897,1.70814,-0.149,-1.236977,-0.201696,-0.165568,-0.697828,-
-3.810749,-0.857163,0.447851,1.169278,-0.596172,-0.394007,0.072124,-0.449754,-
0.294838,-0.073344,2.108996,-0.84494,-1.958294,-0.27754,-0.580212,-1.229527,-
0.549285,0.087559,1.563111,-0.829404,-0.930014,-0.347261,-0.660679,-0.680831,-
-4.012062,-0.909269,0.890202,0.496561,-1.41318,-0.845641,-0.496901,-0.951296,-
0.408182,1.407157,3.871222,0.898997,2.54619,-0.674262,-0.810754,2.898112,-
-3.856755,-0.793917,-0.305302,0.618554,-0.045563,0.804184,1.00669,-0.496347,-
-4.279705,36.055779,-7.955637,6.741423,-7.120615,0.484491,-0.657376,-3.099397,+
-4.207313,1.123586,2.716581,1.092303,4.380987,0.732651,0.52708,1.994291,+
-3.747166,-0.816496,0.357498,1.080619,-0.197974,-0.396136,0.153112,-0.334962,+
0.435162,-0.098538,1.901688,-0.217709,-1.112659,-0.772976,-0.279539,-0.862313,+
-3.811236,20.004194,-2.948046,2.989667,-1.849532,0.320517,0.019775,2.880135,+
0.565897,0.216712,1.287108,-0.524936,-1.13388,0.170931,0.085512,-0.358186,+
-2.821668,-1.089494,-1.25258,1.65857,-0.325988,-0.862796,-0.054022,0.880817,+
0.528017,-0.112642,1.684,-0.339683,-0.84132,-0.870416,-0.3436,-0.756349,-
-3.632801,-0.843064,-0.112459,0.540525,-0.820264,0.225323,0.255271,0.00221,-
-3.857245,-0.842644,0.492103,0.662037,-0.621657,-0.578491,-0.113051,-0.525571,-
0.195098,2.097964,3.426134,-0.514687,4.995676,2.311211,1.769486,-0.153991,-
-3.949376,0.515145,2.130483,1.062396,2.012488,-1.284804,-1.058836,2.059514,-
-3.768695,-0.513847,0.550458,0.770591,0.696178,0.631818,1.023841,-1.378368,-
-1.201097,3.16427,2.388671,-0.331244,0.577861,-0.054293,-0.591338,0.043445,-
-3.56399,-0.880102,-0.124889,0.617749,-0.68156,-0.26345,-0.294445,-0.19239,-
0.439508,0.013632,1.769879,-0.131086,-0.523906,-0.304905,0.091079,-0.816365,-
0.698171,0.221506,1.301599,-0.374611,-0.543645,-0.195628,-0.445216,-0.541833,-
0.624692,0.457326,0.695336,-0.54435,1.122998,1.263337,1.412344,-1.224355,-
0.858354,-0.025494,0.533179,-0.299103,-0.318091,1.310947,1.186943,-0.475697,-
0.750577,-0.094449,0.936684,-0.15353,-0.149043,-0.585777,-0.238949,-0.580243,-
-3.551336,-0.585573,-0.829595,-0.009496,1.046061,2.052076,1.630349,-1.098844,-
-3.673554,-0.85176,0.196068,0.202519,-1.238962,-0.655371,-0.726464,-0.598708,-
0.501464,-0.012339,1.865056,0.160355,-0.787943,-0.550593,0.006688,-0.779977,-
0.670147,0.032017,1.289241,-0.418775,-0.668679,-0.067144,-0.147487,-0.565506,-
0.533587,-0.107924,1.489722,-0.646637,-0.892645,-0.925108,-0.647159,-1.056457,-
0.477247,0.843478,1.396144,-0.430677,2.188927,2.446995,2.412631,-2.643902,-
0.567189,0.38443,1.037039,-1.271469,2.119947,1.89664,1.769251,-2.558976,-
0.330838,0.019452,1.75695,-0.146204,-0.214691,-0.350936,0.147601,-0.64859,-
1.502682,0.000646,-2.540992,-0.969616,4.284178,-2.396385,-5.48471,-4.252553,-
0.445946,0.019379,1.798211,-0.010702,-0.630908,-0.024252,0.197785,-0.778036,-
-3.631295,-0.519696,-0.476218,0.434996,1.245169,0.796368,0.978338,-1.232893,-
1.542982,-0.489739,-0.03508,0.614517,-0.04565,-0.57027,-0.003598,0.399162,-
0.967571,-0.299258,1.091805,0.36956,-1.037371,-0.807384,-0.120447,-0.302,-
-0.353317,-0.069149,0.539614,-3.559606,-1.968585,9.350827,-6.608901,1.828391,-
-4.499616,0.121837,-1.463606,-3.857956,-0.18399,-1.473537,1.09149,0.347697,-
-3.543764,-0.33925,0.145354,1.286335,0.157932,-1.055192,-0.59538,0.547369,-
0.115313,1.395672,3.784408,-0.089488,2.366168,-0.691483,-0.908304,1.73953,-
0.518122,0.178573,1.681105,-0.440352,0.598114,0.669222,0.886967,-1.674497,-
0.775076,-0.228362,1.496342,-0.056426,-1.998456,-0.162783,-0.253123,-0.702526,-
0.445184,0.055445,1.867484,-0.607751,-0.021211,-0.592091,-0.257543,-0.608431,-
0.719808,0.019771,1.780331,-0.368588,-1.657856,0.574561,0.198224,-0.590963,-
0.44587,0.071282,1.904502,-0.227169,-0.081346,-0.402687,-0.093575,-0.623039,-
0.034413,0.941134,-0.807556,-5.305201,-0.355231,-1.142466,0.793215,0.236742,-
0.323387,1.334808,2.900161,-0.107921,1.967834,-0.496485,-1.04078,1.996121,-
-0.158755,1.215355,-0.437917,-4.422398,-0.232035,-1.16006,1.248086,-0.003681,-
-0.117245,0.376018,0.653424,-2.947948,-0.197397,-0.668948,0.619313,-0.396326,-
-4.478199,0.569002,2.808839,0.791359,1.706228,-0.82284,-0.79038,1.783778,-
0.785778,-0.006925,-0.709952,-0.659996,1.950606,-1.132608,-4.340642,-6.022759,-
1.460028,-0.033125,0.431723,1.161451,1.13633,-0.941903,-0.111773,1.39359,-
0.479242,0.025875,1.641091,-0.788624,-1.761689,-0.430496,-0.729624,-1.162568,-
-4.095366,0.82883,2.792244,1.044543,2.95018,-1.142907,-1.027219,2.940591,-
-3.50225,-0.782813,-1.42649,0.442181,0.078108,0.736259,0.494917,-0.039656,-
-3.968371,-0.529644,-1.002807,1.189238,-0.102658,2.272445,3.612924,-4.895197,-
-3.474532,-0.826961,0.019149,1.503587,-0.096034,-0.844525,-0.024003,-0.058667,-
0.655012,0.200605,-0.828792,-0.678172,2.464827,-1.148701,-4.558654,-6.330962,-
0.340904,1.407797,2.050937,-0.553858,2.820684,0.811557,0.028322,2.020971,-
0.435296,-0.110822,1.874154,-0.363658,-1.095775,-0.820308,-0.340207,-0.877652,-
0.334982,0.003487,2.000546,-0.578148,-1.383769,-0.549414,-0.44287,-1.206894,-
-3.843707,-0.66371,-1.424977,-0.350319,1.935273,-0.822328,-4.549392,-5.969481,-
0.653082,0.075966,1.239055,-0.520887,-0.272283,-0.880158,-0.673866,-0.678196,-
-4.173846,0.556755,2.488087,1.421126,1.959407,-0.544679,-0.549082,1.89059,-
0.543157,0.805641,1.165244,-0.635799,2.271692,2.290069,2.232666,-2.585542,-
0.329106,1.832466,2.94798,-0.350676,5.092163,1.988759,1.499005,0.025277,-
0.818797,0.388875,0.528934,-0.865545,2.662594,1.915579,1.859532,-2.283657,-
0.544169,-0.046327,1.407577,-0.675035,-1.327107,-0.174645,-0.436149,-0.830792,-
-3.514651,-0.347497,-0.559576,-0.290952,1.92564,2.076844,1.620097,-1.976883,-
-3.804354,0.107842,-2.952239,-3.882731,0.735157,-1.423102,0.801418,1.113872,-
0.477156,0.075394,1.262513,0.00347,-0.554592,-0.573375,-0.202074,-0.729878,-
-3.624152,-0.860577,-0.018224,1.023194,-0.26717,-0.598168,-0.115046,-0.327867,-
-3.894282,-0.858469,0.71021,0.874014,-1.055802,-0.694651,-0.289024,-0.814658,-
0.044836,1.246516,3.732844,0.119192,1.633062,-0.504806,-0.738859,1.474981,-
0.794872,0.457297,0.514449,-0.776354,2.201037,1.895606,1.725006,-2.525486,-
0.044895,1.45898,4.162461,-0.186428,2.249292,-1.09324,-1.280972,2.439697,-
0.509232,0.185133,1.079512,-0.008248,0.61855,-0.883774,-2.024901,-2.875881,-
0.611967,0.517775,1.065548,-1.017875,2.411967,2.042672,2.016205,-2.509217,-
0.607975,0.393761,1.129629,-0.158752,0.921178,1.033098,1.09475,-1.938874,-
0.435278,0.146425,2.233907,0.085562,0.039703,-0.612664,-0.229241,0.202367,-
-3.66875,-0.906264,0.239194,0.516703,-0.595577,-1.144842,-0.473921,-0.360918,-
0.54014,0.040353,1.683693,-0.704973,-0.506343,-0.140358,-0.368297,-0.494496,-
-3.596042,-0.894665,-1.133166,0.599574,0.265873,1.031349,1.271985,-0.007629,-
-4.402773,0.151754,-1.649409,-4.241575,-0.556548,-1.150068,0.903618,0.463657,-
-3.604572,-0.795604,-1.24703,0.718321,0.447202,0.389367,0.646554,-0.195228,-
0.397541,-0.038629,1.79941,-0.280859,-0.710098,-0.363755,-0.026478,-0.880557,-
-4.283975,-0.916413,-0.043212,-0.786576,-1.532246,3.374291,-3.515876,0.680818,-
0.364756,-0.063673,1.851506,-0.32399,-0.788109,-0.368528,-0.048645,-0.892768,-
1.05269,0.38279,0.000071,-1.305604,2.506189,2.087932,1.532241,-2.047506,-
0.462625,1.29061,3.379796,-0.644357,0.758036,-0.04262,-0.973494,1.785249,-
-3.608045,-0.253978,-0.225088,0.401137,2.621307,2.058273,2.187815,-2.094925,-
0.046717,2.254227,0.273684,-5.414366,2.919268,-1.750863,-0.243073,2.926303,-
-3.264631,-0.979464,-0.773262,0.405625,-0.872707,-0.73426,-0.517234,0.214164,-
-3.747833,-0.411875,1.309921,1.943245,-0.980061,0.859989,1.34342,-0.228066,-
0.807045,-0.334997,1.316421,-0.078463,-1.640777,-0.979756,-0.41589,-0.572409,-
1.142865,-0.339682,1.027368,-0.06507,-1.781123,-0.234053,-0.006756,-0.22542,-
0.399911,0.675173,-1.248431,-4.473089,-0.373907,-1.548097,1.060408,0.632596,-
0.872877,-0.340508,0.945688,-0.100896,-1.130716,-0.688994,-0.278,-0.459643,-
0.432582,0.147606,1.802823,-1.167502,-0.36221,0.876381,0.484433,-1.779429,-
0.254829,1.791365,2.965701,-1.041746,4.818982,1.705744,1.130223,-0.152398,-
0.150343,0.018083,2.155935,-0.086028,-0.666089,-0.212889,0.220691,-0.833414,-
-4.309589,0.188182,-1.779494,-3.937057,-0.32698,-1.099627,1.028375,0.597076,-
-4.118887,-0.800854,0.830237,0.546049,-0.678677,-0.609985,-0.056024,-0.525609,-
0.404443,-0.073292,1.794499,0.017957,-0.757834,-0.225768,0.077677,-0.857517,-
0.897225,-0.253277,0.993696,-0.054872,-0.83151,-0.584896,-0.079949,-0.366153,-
-4.319389,0.200932,-1.756457,-3.86512,-0.302642,-0.978468,1.113229,0.550433,-
0.545045,0.173633,1.617729,-0.389754,0.608231,0.652068,0.870466,-1.650984,-
0.736255,-0.117703,1.548274,-0.418455,-1.343932,-0.164058,-0.080531,-0.645658,-
0.500004,-0.086751,1.780438,-0.22269,-0.883229,-0.797555,-0.259378,-0.774924,-
0.493305,0.127223,1.350383,-0.171187,-0.898881,-0.249189,0.125842,-0.473311,-
0.025273,3.088487,2.71288,-0.057676,0.460882,-0.675732,-0.991619,0.214358,-
0.36414,-0.106131,1.80712,-0.371756,-0.918821,-0.426423,-0.149678,-0.923141,-
0.563181,-0.03809,1.708966,-0.358132,-1.291605,-0.276136,-0.273266,-0.70274,-
0.612927,-0.006885,0.702669,-0.599484,0.909417,-1.211816,-2.375198,-2.690393,-
